parent	child	posPC	genderPC	aspectPC	same_start	1gram_Parent_start	2gram_Parent_start	3gram_Parent_start	4gram_Parent_start	5gram_Parent_start	6gram_Parent_start	1gram_Child_start	2gram_Child_start	3gram_Child_start	4gram_Child_start	5gram_Child_start	6gram_Child_start	6gram_Parent_end	5gram_Parent_end	4gram_Parent_end	3gram_Parent_end	2gram_Parent_end	1gram_Parent_end	6gram_Child_end	5gram_Child_end	4gram_Child_end	3gram_Child_end	2gram_Child_end	1gram_Child_end	label
árijka	árijčin	NA	F-	--	1	á	ár	ári	árij	árijk	árijka	á	ár	ári	árij	árijč	árijči	árijka	rijka	ijka	jka	ka	a	rijčin	ijčin	jčin	čin	in	n	poses.
armáda	armádička	NN	FF	--	1	a	ar	arm	armá	armád	armáda	a	ar	arm	armá	armád	armádi	armáda	rmáda	máda	áda	da	a	ádička	dička	ička	čka	ka	a	zdrob.
Arménka	Arménčin	NA	F-	--	1	A	Ar	Arm	Armé	Armén	Arménk	A	Ar	Arm	Armé	Armén	Arménč	rménka	ménka	énka	nka	ka	a	ménčin	énčin	nčin	čin	in	n	poses.
Armén	Arménka	NN	MF	--	1	A	Ar	Arm	Armé	Armén	-	A	Ar	Arm	Armé	Armén	Arménk	-	Armén	rmén	mén	én	n	rménka	ménka	énka	nka	ka	a	přech.
Arpida	Arpidin	NA	F-	--	1	A	Ar	Arp	Arpi	Arpid	Arpida	A	Ar	Arp	Arpi	Arpid	Arpidi	Arpida	rpida	pida	ida	da	a	rpidin	pidin	idin	din	in	n	poses.
ascendentka	ascendentčin	NA	F-	--	1	a	as	asc	asce	ascen	ascend	a	as	asc	asce	ascen	ascend	dentka	entka	ntka	tka	ka	a	entčin	ntčin	tčin	čin	in	n	poses.
asijec	asijka	NN	MF	--	1	a	as	asi	asij	asije	asijec	a	as	asi	asij	asijk	asijka	asijec	sijec	ijec	jec	ec	c	asijka	sijka	ijka	jka	ka	a	přech.
asijka	asijčin	NA	F-	--	1	a	as	asi	asij	asijk	asijka	a	as	asi	asij	asijč	asijči	asijka	sijka	ijka	jka	ka	a	sijčin	ijčin	jčin	čin	in	n	poses.
asistent	asistentka	NN	MF	--	1	a	as	asi	asis	asist	asiste	a	as	asi	asis	asist	asiste	istent	stent	tent	ent	nt	t	tentka	entka	ntka	tka	ka	a	přech.
Aška	Aškův	NA	M-	--	1	A	Aš	Ašk	Aška	-	-	A	Aš	Ašk	Ašků	Aškův	-	-	-	Aška	ška	ka	a	-	Aškův	škův	kův	ův	v	poses.
aspirant	aspirantka	NN	MF	--	1	a	as	asp	aspi	aspir	aspira	a	as	asp	aspi	aspir	aspira	pirant	irant	rant	ant	nt	t	rantka	antka	ntka	tka	ka	a	přech.
astrofyzička	astrofyziččin	NA	F-	--	1	a	as	ast	astr	astro	astrof	a	as	ast	astr	astro	astrof	yzička	zička	ička	čka	ka	a	ziččin	iččin	ččin	čin	in	n	poses.
astrofyzik	astrofyzička	NN	MF	--	1	a	as	ast	astr	astro	astrof	a	as	ast	astr	astro	astrof	ofyzik	fyzik	yzik	zik	ik	k	yzička	zička	ička	čka	ka	a	přech.
astrolog	astroložka	NN	MF	--	1	a	as	ast	astr	astro	astrol	a	as	ast	astr	astro	astrol	trolog	rolog	olog	log	og	g	oložka	ložka	ožka	žka	ka	a	přech.
astroložka	astroložčin	NA	F-	--	1	a	as	ast	astr	astro	astrol	a	as	ast	astr	astro	astrol	oložka	ložka	ožka	žka	ka	a	ložčin	ožčin	žčin	čin	in	n	poses.
Atanasov	Atanasovův	NA	M-	--	1	A	At	Ata	Atan	Atana	Atanas	A	At	Ata	Atan	Atana	Atanas	anasov	nasov	asov	sov	ov	v	asovův	sovův	ovův	vův	ův	v	poses.
ateliér	ateliérek	NN	II	--	1	a	at	ate	atel	ateli	atelié	a	at	ate	atel	ateli	atelié	teliér	eliér	liér	iér	ér	r	liérek	iérek	érek	rek	ek	k	zdrob.
atlet	atletka	NN	MF	--	1	a	at	atl	atle	atlet	-	a	at	atl	atle	atlet	atletk	-	atlet	tlet	let	et	t	tletka	letka	etka	tka	ka	a	přech.
Atterdag	Atterdagův	NA	M-	--	1	A	At	Att	Atte	Atter	Atterd	A	At	Att	Atte	Atter	Atterd	terdag	erdag	rdag	dag	ag	g	rdagův	dagův	agův	gův	ův	v	poses.
Audick	Audickův	NA	M-	--	1	A	Au	Aud	Audi	Audic	Audick	A	Au	Aud	Audi	Audic	Audick	Audick	udick	dick	ick	ck	k	dickův	ickův	ckův	kův	ův	v	poses.
auditek	auditeček	NN	FI	--	1	a	au	aud	audi	audit	audite	a	au	aud	audi	audit	audite	uditek	ditek	itek	tek	ek	k	iteček	teček	eček	ček	ek	k	zdrob.
augustinián	augustiniánka	NN	MF	--	1	a	au	aug	augu	augus	august	a	au	aug	augu	augus	august	tinián	inián	nián	ián	án	n	niánka	iánka	ánka	nka	ka	a	přech.
auskultant	auskultantka	NN	MF	--	1	a	au	aus	ausk	ausku	auskul	a	au	aus	ausk	ausku	auskul	ultant	ltant	tant	ant	nt	t	tantka	antka	ntka	tka	ka	a	přech.
auťák	auťáček	NN	II	--	1	a	au	auť	auťá	auťák	-	a	au	auť	auťá	auťáč	auťáče	-	auťák	uťák	ťák	ák	k	uťáček	ťáček	áček	ček	ek	k	zdrob.
autodidaktka	autodidaktčin	NA	F-	--	1	a	au	aut	auto	autod	autodi	a	au	aut	auto	autod	autodi	daktka	aktka	ktka	tka	ka	a	aktčin	ktčin	tčin	čin	in	n	poses.
autodidakt	autodidaktka	NN	MF	--	1	a	au	aut	auto	autod	autodi	a	au	aut	auto	autod	autodi	didakt	idakt	dakt	akt	kt	t	daktka	aktka	ktka	tka	ka	a	přech.
autokrosařka	autokrosařčin	NA	F-	--	1	a	au	aut	auto	autok	autokr	a	au	aut	auto	autok	autokr	osařka	sařka	ařka	řka	ka	a	sařčin	ařčin	řčin	čin	in	n	poses.
auto	autíčko	NN	NN	--	1	a	au	aut	auto	-	-	a	au	aut	autí	autíč	autíčk	-	-	auto	uto	to	o	utíčko	tíčko	íčko	čko	ko	o	zdrob.
autor	autorka	NN	MF	--	1	a	au	aut	auto	autor	-	a	au	aut	auto	autor	autork	-	autor	utor	tor	or	r	utorka	torka	orka	rka	ka	a	přech.
autosklářka	autosklářčin	NA	F-	--	1	a	au	aut	auto	autos	autosk	a	au	aut	auto	autos	autosk	klářka	lářka	ářka	řka	ka	a	lářčin	ářčin	řčin	čin	in	n	poses.
Avetisyan	Avetisyanův	NA	M-	--	1	A	Av	Ave	Avet	Aveti	Avetis	A	Av	Ave	Avet	Aveti	Avetis	tisyan	isyan	syan	yan	an	n	syanův	yanův	anův	nův	ův	v	poses.
aviatička	aviatiččin	NA	M-	--	1	a	av	avi	avia	aviat	aviati	a	av	avi	avia	aviat	aviati	atička	tička	ička	čka	ka	a	tiččin	iččin	ččin	čin	in	n	poses.
aviatik	aviatička	NN	MM	--	1	a	av	avi	avia	aviat	aviati	a	av	avi	avia	aviat	aviati	viatik	iatik	atik	tik	ik	k	atička	tička	ička	čka	ka	a	přech.
Avnon	Avnonův	NA	M-	--	1	A	Av	Avn	Avno	Avnon	-	A	Av	Avn	Avno	Avnon	Avnonů	-	Avnon	vnon	non	on	n	vnonův	nonův	onův	nův	ův	v	poses.
Ázerbajdžánec	Ázerbajdžánka	NN	MF	--	1	Á	Áz	Áze	Ázer	Ázerb	Ázerba	Á	Áz	Áze	Ázer	Ázerb	Ázerba	džánec	žánec	ánec	nec	ec	c	džánka	žánka	ánka	nka	ka	a	přech.
Ázerbajdžánka	Ázerbajdžánčin	NA	F-	--	1	Á	Áz	Áze	Ázer	Ázerb	Ázerba	Á	Áz	Áze	Ázer	Ázerb	Ázerba	džánka	žánka	ánka	nka	ka	a	žánčin	ánčin	nčin	čin	in	n	poses.
Ázerbájdžánkyně	Ázerbájdžánkynin	NA	F-	--	1	Á	Áz	Áze	Ázer	Ázerb	Ázerbá	Á	Áz	Áze	Ázer	Ázerb	Ázerbá	ánkyně	nkyně	kyně	yně	ně	ě	nkynin	kynin	ynin	nin	in	n	poses.
bába	babka	NN	FF	--	1	b	bá	báb	bába	-	-	b	ba	bab	babk	babka	-	-	-	bába	ába	ba	a	-	babka	abka	bka	ka	a	zdrob.
Babič	Babičův	NA	M-	--	1	B	Ba	Bab	Babi	Babič	-	B	Ba	Bab	Babi	Babič	Babičů	-	Babič	abič	bič	ič	č	abičův	bičův	ičův	čův	ův	v	poses.
Babilon	Babilonův	NA	M-	--	1	B	Ba	Bab	Babi	Babil	Babilo	B	Ba	Bab	Babi	Babil	Babilo	abilon	bilon	ilon	lon	on	n	ilonův	lonův	onův	nův	ův	v	poses.
babizna	babiznička	NN	FF	--	1	b	ba	bab	babi	babiz	babizn	b	ba	bab	babi	babiz	babizn	abizna	bizna	izna	zna	na	a	znička	nička	ička	čka	ka	a	zdrob.
bábovka	bábovička	NN	FF	--	1	b	bá	báb	bábo	bábov	bábovk	b	bá	báb	bábo	bábov	bábovi	ábovka	bovka	ovka	vka	ka	a	ovička	vička	ička	čka	ka	a	zdrob.
Babylóňan	Babylóňanův	NA	M-	--	1	B	Ba	Bab	Baby	Babyl	Babyló	B	Ba	Bab	Baby	Babyl	Babyló	ylóňan	lóňan	óňan	ňan	an	n	óňanův	ňanův	anův	nův	ův	v	poses.
báchorkář	báchorkářka	NN	MF	--	1	b	bá	bác	bách	bácho	báchor	b	bá	bác	bách	bácho	báchor	horkář	orkář	rkář	kář	ář	ř	rkářka	kářka	ářka	řka	ka	a	přech.
bachratý	bachratost	AN	IF	--	1	b	ba	bac	bach	bachr	bachra	b	ba	bac	bach	bachr	bachra	chratý	hratý	ratý	atý	tý	ý	ratost	atost	tost	ost	st	t	podst.
bacil	bacílek	NN	II	--	1	b	ba	bac	baci	bacil	-	b	ba	bac	bací	bacíl	bacíle	-	bacil	acil	cil	il	l	acílek	cílek	ílek	lek	ek	k	zdrob.
bačkora	bačkorka	NN	FF	--	1	b	ba	bač	bačk	bačko	bačkor	b	ba	bač	bačk	bačko	bačkor	ačkora	čkora	kora	ora	ra	a	čkorka	korka	orka	rka	ka	a	zdrob.
bačkora	bačkůrka	NN	FF	--	1	b	ba	bač	bačk	bačko	bačkor	b	ba	bač	bačk	bačků	bačkůr	ačkora	čkora	kora	ora	ra	a	čkůrka	kůrka	ůrka	rka	ka	a	zdrob.
badatel	badatelka	NN	MF	--	1	b	ba	bad	bada	badat	badate	b	ba	bad	bada	badat	badate	adatel	datel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
Baeumler	Baeumlerův	NA	M-	--	1	B	Ba	Bae	Baeu	Baeum	Baeuml	B	Ba	Bae	Baeu	Baeum	Baeuml	eumler	umler	mler	ler	er	r	mlerův	lerův	erův	rův	ův	v	poses.
bafat	bafávat	VV	--	I-	1	b	ba	baf	bafa	bafat	-	b	ba	baf	bafá	bafáv	bafáva	-	bafat	afat	fat	at	t	afávat	fávat	ávat	vat	at	t	nás.
bafat	bafnout	VV	--	IP	1	b	ba	baf	bafa	bafat	-	b	ba	baf	bafn	bafno	bafnou	-	bafat	afat	fat	at	t	afnout	fnout	nout	out	ut	t	dok.
Bagač	Bagačův	NA	M-	--	1	B	Ba	Bag	Baga	Bagač	-	B	Ba	Bag	Baga	Bagač	Bagačů	-	Bagač	agač	gač	ač	č	agačův	gačův	ačův	čův	ův	v	poses.
bagatela	bagatelka	NN	FF	--	1	b	ba	bag	baga	bagat	bagate	b	ba	bag	baga	bagat	bagate	gatela	atela	tela	ela	la	a	atelka	telka	elka	lka	ka	a	zdrob.
Bagehot	Bagehotův	NA	M-	--	1	B	Ba	Bag	Bage	Bageh	Bageho	B	Ba	Bag	Bage	Bageh	Bageho	agehot	gehot	ehot	hot	ot	t	ehotův	hotův	otův	tův	ův	v	poses.
bahnice	bahnička	NN	FF	--	1	b	ba	bah	bahn	bahni	bahnic	b	ba	bah	bahn	bahni	bahnič	ahnice	hnice	nice	ice	ce	e	hnička	nička	ička	čka	ka	a	zdrob.
bahno	bahníčko	NN	NN	--	1	b	ba	bah	bahn	bahno	-	b	ba	bah	bahn	bahní	bahníč	-	bahno	ahno	hno	no	o	hníčko	níčko	íčko	čko	ko	o	zdrob.
bahno	bahýnko	NN	NN	--	1	b	ba	bah	bahn	bahno	-	b	ba	bah	bahý	bahýn	bahýnk	-	bahno	ahno	hno	no	o	ahýnko	hýnko	ýnko	nko	ko	o	zdrob.
bajadéra	bajadérka	NN	FF	--	1	b	ba	baj	baja	bajad	bajadé	b	ba	baj	baja	bajad	bajadé	jadéra	adéra	déra	éra	ra	a	adérka	dérka	érka	rka	ka	a	zdrob.
Bajan	Bajanův	NA	I-	--	1	B	Ba	Baj	Baja	Bajan	-	B	Ba	Baj	Baja	Bajan	Bajanů	-	Bajan	ajan	jan	an	n	ajanův	janův	anův	nův	ův	v	poses.
báječný	báječnost	AN	IF	--	1	b	bá	báj	báje	báječ	báječn	b	bá	báj	báje	báječ	báječn	áječný	ječný	ečný	čný	ný	ý	ečnost	čnost	nost	ost	st	t	podst.
bájit	bájívat	VV	--	I-	1	b	bá	báj	báji	bájit	-	b	bá	báj	bájí	bájív	bájíva	-	bájit	ájit	jit	it	t	ájívat	jívat	ívat	vat	at	t	nás.
bajkář	bajkářka	NN	MF	--	1	b	ba	baj	bajk	bajká	bajkář	b	ba	baj	bajk	bajká	bajkář	bajkář	ajkář	jkář	kář	ář	ř	jkářka	kářka	ářka	řka	ka	a	přech.
bajker	bajkerův	NA	M-	--	1	b	ba	baj	bajk	bajke	bajker	b	ba	baj	bajk	bajke	bajker	bajker	ajker	jker	ker	er	r	jkerův	kerův	erův	rův	ův	v	poses.
bakchant	bakchantka	NN	MF	--	1	b	ba	bak	bakc	bakch	bakcha	b	ba	bak	bakc	bakch	bakcha	kchant	chant	hant	ant	nt	t	hantka	antka	ntka	tka	ka	a	přech.
bakteriolog	bakterioložka	NN	MF	--	1	b	ba	bak	bakt	bakte	bakter	b	ba	bak	bakt	bakte	bakter	riolog	iolog	olog	log	og	g	oložka	ložka	ožka	žka	ka	a	přech.
bakterioložka	bakterioložčin	NA	F-	--	1	b	ba	bak	bakt	bakte	bakter	b	ba	bak	bakt	bakte	bakter	oložka	ložka	ožka	žka	ka	a	ložčin	ožčin	žčin	čin	in	n	poses.
balada	baladička	NN	FF	--	1	b	ba	bal	bala	balad	balada	b	ba	bal	bala	balad	baladi	balada	alada	lada	ada	da	a	adička	dička	ička	čka	ka	a	zdrob.
balancovat	vybalancovat	VV	--	IP	0	b	ba	bal	bala	balan	balanc	v	vy	vyb	vyba	vybal	vybala	ncovat	covat	ovat	vat	at	t	ncovat	covat	ovat	vat	at	t	dok.
Baldas	Baldasův	NA	M-	--	1	B	Ba	Bal	Bald	Balda	Baldas	B	Ba	Bal	Bald	Balda	Baldas	Baldas	aldas	ldas	das	as	s	ldasův	dasův	asův	sův	ův	v	poses.
Balderis	Balderisův	NA	M-	--	1	B	Ba	Bal	Bald	Balde	Balder	B	Ba	Bal	Bald	Balde	Balder	lderis	deris	eris	ris	is	s	erisův	risův	isův	sův	ův	v	poses.
baletit	baletívat	VV	--	I-	1	b	ba	bal	bale	balet	baleti	b	ba	bal	bale	balet	baletí	aletit	letit	etit	tit	it	t	etívat	tívat	ívat	vat	at	t	nás.
balíkářka	balíkářčin	NA	F-	--	1	b	ba	bal	balí	balík	balíká	b	ba	bal	balí	balík	balíká	íkářka	kářka	ářka	řka	ka	a	kářčin	ářčin	řčin	čin	in	n	poses.
balík	balíček	NN	II	--	1	b	ba	bal	balí	balík	-	b	ba	bal	balí	balíč	balíče	-	balík	alík	lík	ík	k	alíček	líček	íček	ček	ek	k	zdrob.
balit	balívat	VV	--	I-	1	b	ba	bal	bali	balit	-	b	ba	bal	balí	balív	balíva	-	balit	alit	lit	it	t	alívat	lívat	ívat	vat	at	t	nás.
balkón	balkónek	NN	II	--	1	b	ba	bal	balk	balkó	balkón	b	ba	bal	balk	balkó	balkón	balkón	alkón	lkón	kón	ón	n	lkónek	kónek	ónek	nek	ek	k	zdrob.
balneolog	balneoložka	NN	MF	--	1	b	ba	bal	baln	balne	balneo	b	ba	bal	baln	balne	balneo	neolog	eolog	olog	log	og	g	oložka	ložka	ožka	žka	ka	a	přech.
balneoložka	balneoložčin	NA	F-	--	1	b	ba	bal	baln	balne	balneo	b	ba	bal	baln	balne	balneo	oložka	ložka	ožka	žka	ka	a	ložčin	ožčin	žčin	čin	in	n	poses.
balonář	balonářův	NA	M-	--	1	b	ba	bal	balo	balon	baloná	b	ba	bal	balo	balon	baloná	alonář	lonář	onář	nář	ář	ř	onářův	nářův	ářův	řův	ův	v	poses.
balón	balónek	NN	II	--	1	b	ba	bal	baló	balón	-	b	ba	bal	baló	balón	balóne	-	balón	alón	lón	ón	n	alónek	lónek	ónek	nek	ek	k	zdrob.
balšán	balšánek	NN	II	--	1	b	ba	bal	balš	balšá	balšán	b	ba	bal	balš	balšá	balšán	balšán	alšán	lšán	šán	án	n	lšánek	šánek	ánek	nek	ek	k	zdrob.
Balun	Balunův	NA	M-	--	1	B	Ba	Bal	Balu	Balun	-	B	Ba	Bal	Balu	Balun	Balunů	-	Balun	alun	lun	un	n	alunův	lunův	unův	nův	ův	v	poses.
balvan	balvánek	NN	II	--	1	b	ba	bal	balv	balva	balvan	b	ba	bal	balv	balvá	balván	balvan	alvan	lvan	van	an	n	lvánek	vánek	ánek	nek	ek	k	zdrob.
balzamína	balzamínka	NN	FF	--	1	b	ba	bal	balz	balza	balzam	b	ba	bal	balz	balza	balzam	zamína	amína	mína	ína	na	a	amínka	mínka	ínka	nka	ka	a	zdrob.
balzamovač	balzamovačka	NN	MF	--	1	b	ba	bal	balz	balza	balzam	b	ba	bal	balz	balza	balzam	amovač	movač	ovač	vač	ač	č	ovačka	vačka	ačka	čka	ka	a	přech.
bambule	bambulka	NN	FF	--	1	b	ba	bam	bamb	bambu	bambul	b	ba	bam	bamb	bambu	bambul	ambule	mbule	bule	ule	le	e	mbulka	bulka	ulka	lka	ka	a	zdrob.
banán	banánek	NN	II	--	1	b	ba	ban	baná	banán	-	b	ba	ban	baná	banán	banáne	-	banán	anán	nán	án	n	anánek	nánek	ánek	nek	ek	k	zdrob.
banda	bandička	NN	FF	--	1	b	ba	ban	band	banda	-	b	ba	ban	band	bandi	bandič	-	banda	anda	nda	da	a	ndička	dička	ička	čka	ka	a	zdrob.
bandážistka	bandážistčin	NA	F-	--	1	b	ba	ban	band	bandá	bandáž	b	ba	ban	band	bandá	bandáž	žistka	istka	stka	tka	ka	a	istčin	stčin	tčin	čin	in	n	poses.
Bandello	Bandellův	NA	M-	--	1	B	Ba	Ban	Band	Bande	Bandel	B	Ba	Ban	Band	Bande	Bandel	ndello	dello	ello	llo	lo	o	dellův	ellův	llův	lův	ův	v	poses.
bandor	bandůrek	NN	II	--	1	b	ba	ban	band	bando	bandor	b	ba	ban	band	bandů	bandůr	bandor	andor	ndor	dor	or	r	ndůrek	důrek	ůrek	rek	ek	k	zdrob.
bandurský	bandurská	AN	IF	--	1	b	ba	ban	band	bandu	bandur	b	ba	ban	band	bandu	bandur	durský	urský	rský	ský	ký	ý	durská	urská	rská	ská	ká	á	zpodst.
bánit	bánívat	VV	--	I-	1	b	bá	bán	báni	bánit	-	b	bá	bán	bání	bánív	báníva	-	bánit	ánit	nit	it	t	ánívat	nívat	ívat	vat	at	t	nás.
baňka	baňčička	NN	FF	--	1	b	ba	baň	baňk	baňka	-	b	ba	baň	baňč	baňči	baňčič	-	baňka	aňka	ňka	ka	a	ňčička	čička	ička	čka	ka	a	zdrob.
bankéřka	bankéřčin	NA	F-	--	1	b	ba	ban	bank	banké	bankéř	b	ba	ban	bank	banké	bankéř	nkéřka	kéřka	éřka	řka	ka	a	kéřčin	éřčin	řčin	čin	in	n	poses.
bankéř	bankéřka	NN	MF	--	1	b	ba	ban	bank	banké	bankéř	b	ba	ban	bank	banké	bankéř	bankéř	ankéř	nkéř	kéř	éř	ř	nkéřka	kéřka	éřka	řka	ka	a	přech.
bankrotářka	bankrotářčin	NA	F-	--	1	b	ba	ban	bank	bankr	bankro	b	ba	ban	bank	bankr	bankro	otářka	tářka	ářka	řka	ka	a	tářčin	ářčin	řčin	čin	in	n	poses.
bankrotář	bankrotářka	NN	MF	--	1	b	ba	ban	bank	bankr	bankro	b	ba	ban	bank	bankr	bankro	krotář	rotář	otář	tář	ář	ř	otářka	tářka	ářka	řka	ka	a	přech.
bankrotovat	zbankrotovat	VV	--	IP	0	b	ba	ban	bank	bankr	bankro	z	zb	zba	zban	zbank	zbankr	otovat	tovat	ovat	vat	at	t	otovat	tovat	ovat	vat	at	t	dok.
barák	baráček	NN	II	--	1	b	ba	bar	bará	barák	-	b	ba	bar	bará	baráč	baráče	-	barák	arák	rák	ák	k	aráček	ráček	áček	ček	ek	k	zdrob.
Barath	Barathův	NA	M-	--	1	B	Ba	Bar	Bara	Barat	Barath	B	Ba	Bar	Bara	Barat	Barath	Barath	arath	rath	ath	th	h	rathův	athův	thův	hův	ův	v	poses.
barbar	barbarka	NN	MF	--	1	b	ba	bar	barb	barba	barbar	b	ba	bar	barb	barba	barbar	barbar	arbar	rbar	bar	ar	r	rbarka	barka	arka	rka	ka	a	přech.
barbarský	barbarskost	AN	MF	--	1	b	ba	bar	barb	barba	barbar	b	ba	bar	barb	barba	barbar	barský	arský	rský	ský	ký	ý	rskost	skost	kost	ost	st	t	podst.
Barbaš	Barbašův	NA	M-	--	1	B	Ba	Bar	Barb	Barba	Barbaš	B	Ba	Bar	Barb	Barba	Barbaš	Barbaš	arbaš	rbaš	baš	aš	š	rbašův	bašův	ašův	šův	ův	v	poses.
Bardotka	Bardotčin	NA	F-	--	1	B	Ba	Bar	Bard	Bardo	Bardot	B	Ba	Bar	Bard	Bardo	Bardot	rdotka	dotka	otka	tka	ka	a	dotčin	otčin	tčin	čin	in	n	poses.
baretuchtivec	baretuchtivcův	NA	M-	--	1	b	ba	bar	bare	baret	baretu	b	ba	bar	bare	baret	baretu	htivec	tivec	ivec	vec	ec	c	tivcův	ivcův	vcův	cův	ův	v	poses.
barevný	barevnost	AN	MF	--	1	b	ba	bar	bare	barev	barevn	b	ba	bar	bare	barev	barevn	arevný	revný	evný	vný	ný	ý	evnost	vnost	nost	ost	st	t	podst.
Barkašov	Barkašovův	NA	M-	--	1	B	Ba	Bar	Bark	Barka	Barkaš	B	Ba	Bar	Bark	Barka	Barkaš	rkašov	kašov	ašov	šov	ov	v	ašovův	šovův	ovův	vův	ův	v	poses.
Barmánec	Barmáncův	NA	M-	--	1	B	Ba	Bar	Barm	Barmá	Barmán	B	Ba	Bar	Barm	Barmá	Barmán	rmánec	mánec	ánec	nec	ec	c	máncův	áncův	ncův	cův	ův	v	poses.
barman	barmanka	NN	MF	--	1	b	ba	bar	barm	barma	barman	b	ba	bar	barm	barma	barman	barman	arman	rman	man	an	n	rmanka	manka	anka	nka	ka	a	přech.
barokní	baroknost	AN	FF	--	1	b	ba	bar	baro	barok	barokn	b	ba	bar	baro	barok	barokn	arokní	rokní	okní	kní	ní	í	oknost	knost	nost	ost	st	t	podst.
baron	baronka	NN	MF	--	1	b	ba	bar	baro	baron	-	b	ba	bar	baro	baron	baronk	-	baron	aron	ron	on	n	aronka	ronka	onka	nka	ka	a	přech.
Barot	Barotův	NA	M-	--	1	B	Ba	Bar	Baro	Barot	-	B	Ba	Bar	Baro	Barot	Barotů	-	Barot	arot	rot	ot	t	arotův	rotův	otův	tův	ův	v	poses.
Barruncho	Barrunchův	NA	M-	--	1	B	Ba	Bar	Barr	Barru	Barrun	B	Ba	Bar	Barr	Barru	Barrun	runcho	uncho	ncho	cho	ho	o	unchův	nchův	chův	hův	ův	v	poses.
Barsegian	Barsegianův	NA	M-	--	1	B	Ba	Bar	Bars	Barse	Barseg	B	Ba	Bar	Bars	Barse	Barseg	segian	egian	gian	ian	an	n	gianův	ianův	anův	nův	ův	v	poses.
Bartásek	Bartáskův	NA	M-	--	1	B	Ba	Bar	Bart	Bartá	Bartás	B	Ba	Bar	Bart	Bartá	Bartás	rtásek	tásek	ásek	sek	ek	k	táskův	áskův	skův	kův	ův	v	poses.
barva	barvička	NN	FF	--	1	b	ba	bar	barv	barva	-	b	ba	bar	barv	barvi	barvič	-	barva	arva	rva	va	a	rvička	vička	ička	čka	ka	a	zdrob.
barvíř	barvířka	NN	MF	--	1	b	ba	bar	barv	barví	barvíř	b	ba	bar	barv	barví	barvíř	barvíř	arvíř	rvíř	víř	íř	ř	rvířka	vířka	ířka	řka	ka	a	přech.
barvit	barvívat	VV	--	I-	1	b	ba	bar	barv	barvi	barvit	b	ba	bar	barv	barví	barvív	barvit	arvit	rvit	vit	it	t	rvívat	vívat	ívat	vat	at	t	nás.
basa	basička	NN	FF	--	1	b	ba	bas	basa	-	-	b	ba	bas	basi	basič	basičk	-	-	basa	asa	sa	a	asička	sička	ička	čka	ka	a	zdrob.
Bašar	Bašarův	NA	M-	--	1	B	Ba	Baš	Baša	Bašar	-	B	Ba	Baš	Baša	Bašar	Bašarů	-	Bašar	ašar	šar	ar	r	ašarův	šarův	arův	rův	ův	v	poses.
baseballistka	baseballistčin	NA	F-	--	1	b	ba	bas	base	baseb	baseba	b	ba	bas	base	baseb	baseba	listka	istka	stka	tka	ka	a	istčin	stčin	tčin	čin	in	n	poses.
báseň	básnička	NN	FF	--	1	b	bá	bás	báse	báseň	-	b	bá	bás	básn	básni	básnič	-	báseň	áseň	seň	eň	ň	snička	nička	ička	čka	ka	a	zdrob.
básnit	básnívat	VV	--	I-	1	b	bá	bás	básn	básni	básnit	b	bá	bás	básn	básní	básnív	básnit	ásnit	snit	nit	it	t	snívat	nívat	ívat	vat	at	t	nás.
bašta	baštička	NN	FF	--	1	b	ba	baš	bašt	bašta	-	b	ba	baš	bašt	bašti	baštič	-	bašta	ašta	šta	ta	a	štička	tička	ička	čka	ka	a	zdrob.
Bastienka	Bastienčin	NA	F-	--	1	B	Ba	Bas	Bast	Basti	Bastie	B	Ba	Bas	Bast	Basti	Bastie	tienka	ienka	enka	nka	ka	a	ienčin	enčin	nčin	čin	in	n	poses.
baštit	baštívat	VV	--	I-	1	b	ba	baš	bašt	bašti	baštit	b	ba	baš	bašt	baští	baštív	baštit	aštit	štit	tit	it	t	štívat	tívat	ívat	vat	at	t	nás.
baštýř	baštýřka	NN	MF	--	1	b	ba	baš	bašt	baštý	baštýř	b	ba	baš	bašt	baštý	baštýř	baštýř	aštýř	štýř	týř	ýř	ř	štýřka	týřka	ýřka	řka	ka	a	přech.
Bátěk	Bátěkův	NA	M-	--	1	B	Bá	Bát	Bátě	Bátěk	-	B	Bá	Bát	Bátě	Bátěk	Bátěků	-	Bátěk	átěk	těk	ěk	k	átěkův	těkův	ěkův	kův	ův	v	poses.
Batmanka	Batmančin	NA	F-	--	1	B	Ba	Bat	Batm	Batma	Batman	B	Ba	Bat	Batm	Batma	Batman	tmanka	manka	anka	nka	ka	a	mančin	ančin	nčin	čin	in	n	poses.
batoh	batůžek	NN	II	--	1	b	ba	bat	bato	batoh	-	b	ba	bat	batů	batůž	batůže	-	batoh	atoh	toh	oh	h	atůžek	tůžek	ůžek	žek	ek	k	zdrob.
batole	batolátko	NN	NN	--	1	b	ba	bat	bato	batol	batole	b	ba	bat	bato	batol	batolá	batole	atole	tole	ole	le	e	olátko	látko	átko	tko	ko	o	zdrob.
batolit	batolívat	VV	--	I-	1	b	ba	bat	bato	batol	batoli	b	ba	bat	bato	batol	batolí	atolit	tolit	olit	lit	it	t	olívat	lívat	ívat	vat	at	t	nás.
