parent	child	pos_P	pos_C	gender_P	gender_C	aspect_P	aspect_C	poses_P	poses_C	same_start	same_end	one_gram_P_start	two_gram_P_start	three_gram_P_start	four_gram_P_start	five_gram_P_start	six_gram_P_start	one_gram_C_start	two_gram_C_start	three_gram_C_start	four_gram_C_start	five_gram_C_start	six_gram_C_start	six_gram_P_end	five_gram_P_end	four_gram_P_end	three_gram_P_end	two_gram_P_end	one_gram_P_end	six_gram_C_end	five_gram_C_end	four_gram_C_end	three_gram_C_end	two_gram_C_end	one_gram_C_end	label
archeobotanička	archeobotaniččin	N	A	M	NA	NA	NA	0	1	1	0	a	ar	arc	arch	arche	archeo	a	ar	arc	arch	arche	archeo	anička	nička	ička	čka	ka	a	niččin	iččin	ččin	čin	in	n	POSSESSIVE
archeobotanik	archeobotanička	N	N	M	F	NA	NA	0	0	1	0	a	ar	arc	arch	arche	archeo	a	ar	arc	arch	arche	archeo	otanik	tanik	anik	nik	ik	k	anička	nička	ička	čka	ka	a	FEMALE
archeolog	archeoložka	N	N	M	F	NA	NA	0	0	1	0	a	ar	arc	arch	arche	archeo	a	ar	arc	arch	arche	archeo	heolog	eolog	olog	log	og	g	oložka	ložka	ožka	žka	ka	a	FEMALE
archeoložka	archeoložčin	N	A	F	NA	NA	NA	0	1	1	0	a	ar	arc	arch	arche	archeo	a	ar	arc	arch	arche	archeo	oložka	ložka	ožka	žka	ka	a	ložčin	ožčin	žčin	čin	in	n	POSSESSIVE
architekt	architektka	N	N	M	F	NA	NA	0	0	1	0	a	ar	arc	arch	archi	archit	a	ar	arc	arch	archi	archit	hitekt	itekt	tekt	ekt	kt	t	tektka	ektka	ktka	tka	ka	a	FEMALE
archivář	archivářka	N	N	M	F	NA	NA	0	0	1	0	a	ar	arc	arch	archi	archiv	a	ar	arc	arch	archi	archiv	chivář	hivář	ivář	vář	ář	ř	ivářka	vářka	ářka	řka	ka	a	FEMALE
arch	aršík	N	N	I	I	NA	NA	0	0	1	0	a	ar	arc	arch	NA	NA	a	ar	arš	arší	aršík	NA	NA	NA	arch	rch	ch	h	NA	aršík	ršík	šík	ík	k	DIMINUTIVE
arcikacířka	arcikacířčin	N	A	F	NA	NA	NA	0	1	1	0	a	ar	arc	arci	arcik	arcika	a	ar	arc	arci	arcik	arcika	acířka	cířka	ířka	řka	ka	a	cířčin	ířčin	řčin	čin	in	n	POSSESSIVE
arcirevolucionář	arcirevolucionářův	N	A	M	NA	NA	NA	0	1	1	0	a	ar	arc	arci	arcir	arcire	a	ar	arc	arci	arcir	arcire	cionář	ionář	onář	nář	ář	ř	onářův	nářův	ářův	řův	ův	v	POSSESSIVE
arcivikářka	arcivikářčin	N	A	F	NA	NA	NA	0	1	1	0	a	ar	arc	arci	arciv	arcivi	a	ar	arc	arci	arciv	arcivi	ikářka	kářka	ářka	řka	ka	a	kářčin	ářčin	řčin	čin	in	n	POSSESSIVE
areál	areálek	N	N	I	I	NA	NA	0	0	1	0	a	ar	are	areá	areál	NA	a	ar	are	areá	areál	areále	NA	areál	reál	eál	ál	l	reálek	eálek	álek	lek	ek	k	DIMINUTIVE
Arensberg	Arensbergův	N	A	M	NA	NA	NA	0	1	1	0	A	Ar	Are	Aren	Arens	Arensb	A	Ar	Are	Aren	Arens	Arensb	nsberg	sberg	berg	erg	rg	g	bergův	ergův	rgův	gův	ův	v	POSSESSIVE
arestantka	arestantčin	N	A	F	NA	NA	NA	0	1	1	0	a	ar	are	ares	arest	aresta	a	ar	are	ares	arest	aresta	tantka	antka	ntka	tka	ka	a	antčin	ntčin	tčin	čin	in	n	POSSESSIVE
arestant	arestantka	N	N	M	F	NA	NA	0	0	1	0	a	ar	are	ares	arest	aresta	a	ar	are	ares	arest	aresta	estant	stant	tant	ant	nt	t	tantka	antka	ntka	tka	ka	a	FEMALE
Argena	Argenin	N	A	F	NA	NA	NA	0	1	1	0	A	Ar	Arg	Arge	Argen	Argena	A	Ar	Arg	Arge	Argen	Argeni	Argena	rgena	gena	ena	na	a	rgenin	genin	enin	nin	in	n	POSSESSIVE
Argentinec	Argentinka	N	N	M	F	NA	NA	0	0	1	0	A	Ar	Arg	Arge	Argen	Argent	A	Ar	Arg	Arge	Argen	Argent	ntinec	tinec	inec	nec	ec	c	ntinka	tinka	inka	nka	ka	a	FEMALE
Argentinka	Argentinčin	N	A	F	NA	NA	NA	0	1	1	0	A	Ar	Arg	Arge	Argen	Argent	A	Ar	Arg	Arge	Argen	Argent	ntinka	tinka	inka	nka	ka	a	tinčin	inčin	nčin	čin	in	n	POSSESSIVE
árijec	árijka	N	N	M	F	NA	NA	0	0	1	0	á	ár	ári	árij	árije	árijec	á	ár	ári	árij	árijk	árijka	árijec	rijec	ijec	jec	ec	c	árijka	rijka	ijka	jka	ka	a	FEMALE
árijka	árijčin	N	A	F	NA	NA	NA	0	1	1	0	á	ár	ári	árij	árijk	árijka	á	ár	ári	árij	árijč	árijči	árijka	rijka	ijka	jka	ka	a	rijčin	ijčin	jčin	čin	in	n	POSSESSIVE
armáda	armádička	N	N	F	F	NA	NA	0	0	1	1	a	ar	arm	armá	armád	armáda	a	ar	arm	armá	armád	armádi	armáda	rmáda	máda	áda	da	a	ádička	dička	ička	čka	ka	a	DIMINUTIVE
Arménka	Arménčin	N	A	F	NA	NA	NA	0	1	1	0	A	Ar	Arm	Armé	Armén	Arménk	A	Ar	Arm	Armé	Armén	Arménč	rménka	ménka	énka	nka	ka	a	ménčin	énčin	nčin	čin	in	n	POSSESSIVE
Armén	Arménka	N	N	M	F	NA	NA	0	0	1	0	A	Ar	Arm	Armé	Armén	NA	A	Ar	Arm	Armé	Armén	Arménk	NA	Armén	rmén	mén	én	n	rménka	ménka	énka	nka	ka	a	FEMALE
Arpida	Arpidin	N	A	F	NA	NA	NA	0	1	1	0	A	Ar	Arp	Arpi	Arpid	Arpida	A	Ar	Arp	Arpi	Arpid	Arpidi	Arpida	rpida	pida	ida	da	a	rpidin	pidin	idin	din	in	n	POSSESSIVE
ascendentka	ascendentčin	N	A	F	NA	NA	NA	0	1	1	0	a	as	asc	asce	ascen	ascend	a	as	asc	asce	ascen	ascend	dentka	entka	ntka	tka	ka	a	entčin	ntčin	tčin	čin	in	n	POSSESSIVE
asijec	asijka	N	N	M	F	NA	NA	0	0	1	0	a	as	asi	asij	asije	asijec	a	as	asi	asij	asijk	asijka	asijec	sijec	ijec	jec	ec	c	asijka	sijka	ijka	jka	ka	a	FEMALE
asijka	asijčin	N	A	F	NA	NA	NA	0	1	1	0	a	as	asi	asij	asijk	asijka	a	as	asi	asij	asijč	asijči	asijka	sijka	ijka	jka	ka	a	sijčin	ijčin	jčin	čin	in	n	POSSESSIVE
asistent	asistentka	N	N	M	F	NA	NA	0	0	1	0	a	as	asi	asis	asist	asiste	a	as	asi	asis	asist	asiste	istent	stent	tent	ent	nt	t	tentka	entka	ntka	tka	ka	a	FEMALE
Aška	Aškův	N	A	M	NA	NA	NA	0	1	1	0	A	Aš	Ašk	Aška	NA	NA	A	Aš	Ašk	Ašků	Aškův	NA	NA	NA	Aška	ška	ka	a	NA	Aškův	škův	kův	ův	v	POSSESSIVE
aspirant	aspirantka	N	N	M	F	NA	NA	0	0	1	0	a	as	asp	aspi	aspir	aspira	a	as	asp	aspi	aspir	aspira	pirant	irant	rant	ant	nt	t	rantka	antka	ntka	tka	ka	a	FEMALE
astrofyzička	astrofyziččin	N	A	F	NA	NA	NA	0	1	1	0	a	as	ast	astr	astro	astrof	a	as	ast	astr	astro	astrof	yzička	zička	ička	čka	ka	a	ziččin	iččin	ččin	čin	in	n	POSSESSIVE
astrofyzik	astrofyzička	N	N	M	F	NA	NA	0	0	1	0	a	as	ast	astr	astro	astrof	a	as	ast	astr	astro	astrof	ofyzik	fyzik	yzik	zik	ik	k	yzička	zička	ička	čka	ka	a	FEMALE
astrolog	astroložka	N	N	M	F	NA	NA	0	0	1	0	a	as	ast	astr	astro	astrol	a	as	ast	astr	astro	astrol	trolog	rolog	olog	log	og	g	oložka	ložka	ožka	žka	ka	a	FEMALE
astroložka	astroložčin	N	A	F	NA	NA	NA	0	1	1	0	a	as	ast	astr	astro	astrol	a	as	ast	astr	astro	astrol	oložka	ložka	ožka	žka	ka	a	ložčin	ožčin	žčin	čin	in	n	POSSESSIVE
Atanasov	Atanasovův	N	A	M	NA	NA	NA	0	1	1	1	A	At	Ata	Atan	Atana	Atanas	A	At	Ata	Atan	Atana	Atanas	anasov	nasov	asov	sov	ov	v	asovův	sovův	ovův	vův	ův	v	POSSESSIVE
ateliér	ateliérek	N	N	I	I	NA	NA	0	0	1	0	a	at	ate	atel	ateli	atelié	a	at	ate	atel	ateli	atelié	teliér	eliér	liér	iér	ér	r	liérek	iérek	érek	rek	ek	k	DIMINUTIVE
atlet	atletka	N	N	M	F	NA	NA	0	0	1	0	a	at	atl	atle	atlet	NA	a	at	atl	atle	atlet	atletk	NA	atlet	tlet	let	et	t	tletka	letka	etka	tka	ka	a	FEMALE
Atterdag	Atterdagův	N	A	M	NA	NA	NA	0	1	1	0	A	At	Att	Atte	Atter	Atterd	A	At	Att	Atte	Atter	Atterd	terdag	erdag	rdag	dag	ag	g	rdagův	dagův	agův	gův	ův	v	POSSESSIVE
Audick	Audickův	N	A	M	NA	NA	NA	0	1	1	0	A	Au	Aud	Audi	Audic	Audick	A	Au	Aud	Audi	Audic	Audick	Audick	udick	dick	ick	ck	k	dickův	ickův	ckův	kův	ův	v	POSSESSIVE
auditek	auditeček	N	N	I	I	NA	NA	0	0	1	1	a	au	aud	audi	audit	audite	a	au	aud	audi	audit	audite	uditek	ditek	itek	tek	ek	k	iteček	teček	eček	ček	ek	k	DIMINUTIVE
augustinián	augustiniánka	N	N	M	F	NA	NA	0	0	1	0	a	au	aug	augu	augus	august	a	au	aug	augu	augus	august	tinián	inián	nián	ián	án	n	niánka	iánka	ánka	nka	ka	a	FEMALE
auskultant	auskultantka	N	N	M	F	NA	NA	0	0	1	0	a	au	aus	ausk	ausku	auskul	a	au	aus	ausk	ausku	auskul	ultant	ltant	tant	ant	nt	t	tantka	antka	ntka	tka	ka	a	FEMALE
auťák	auťáček	N	N	I	I	NA	NA	0	0	1	1	a	au	auť	auťá	auťák	NA	a	au	auť	auťá	auťáč	auťáče	NA	auťák	uťák	ťák	ák	k	uťáček	ťáček	áček	ček	ek	k	DIMINUTIVE
autodidaktka	autodidaktčin	N	A	F	NA	NA	NA	0	1	1	0	a	au	aut	auto	autod	autodi	a	au	aut	auto	autod	autodi	daktka	aktka	ktka	tka	ka	a	aktčin	ktčin	tčin	čin	in	n	POSSESSIVE
autodidakt	autodidaktka	N	N	M	F	NA	NA	0	0	1	0	a	au	aut	auto	autod	autodi	a	au	aut	auto	autod	autodi	didakt	idakt	dakt	akt	kt	t	daktka	aktka	ktka	tka	ka	a	FEMALE
autokrosařka	autokrosařčin	N	A	F	NA	NA	NA	0	1	1	0	a	au	aut	auto	autok	autokr	a	au	aut	auto	autok	autokr	osařka	sařka	ařka	řka	ka	a	sařčin	ařčin	řčin	čin	in	n	POSSESSIVE
auto	autíčko	N	N	N	N	NA	NA	0	0	1	1	a	au	aut	auto	NA	NA	a	au	aut	autí	autíč	autíčk	NA	NA	auto	uto	to	o	utíčko	tíčko	íčko	čko	ko	o	DIMINUTIVE
autor	autorka	N	N	M	F	NA	NA	0	0	1	0	a	au	aut	auto	autor	NA	a	au	aut	auto	autor	autork	NA	autor	utor	tor	or	r	utorka	torka	orka	rka	ka	a	FEMALE
autosklářka	autosklářčin	N	A	F	NA	NA	NA	0	1	1	0	a	au	aut	auto	autos	autosk	a	au	aut	auto	autos	autosk	klářka	lářka	ářka	řka	ka	a	lářčin	ářčin	řčin	čin	in	n	POSSESSIVE
Avetisyan	Avetisyanův	N	A	M	NA	NA	NA	0	1	1	0	A	Av	Ave	Avet	Aveti	Avetis	A	Av	Ave	Avet	Aveti	Avetis	tisyan	isyan	syan	yan	an	n	syanův	yanův	anův	nův	ův	v	POSSESSIVE
aviatička	aviatiččin	N	A	M	NA	NA	NA	0	1	1	0	a	av	avi	avia	aviat	aviati	a	av	avi	avia	aviat	aviati	atička	tička	ička	čka	ka	a	tiččin	iččin	ččin	čin	in	n	POSSESSIVE
aviatik	aviatička	N	N	M	F	NA	NA	0	0	1	0	a	av	avi	avia	aviat	aviati	a	av	avi	avia	aviat	aviati	viatik	iatik	atik	tik	ik	k	atička	tička	ička	čka	ka	a	FEMALE
Avnon	Avnonův	N	A	M	NA	NA	NA	0	1	1	0	A	Av	Avn	Avno	Avnon	NA	A	Av	Avn	Avno	Avnon	Avnonů	NA	Avnon	vnon	non	on	n	vnonův	nonův	onův	nův	ův	v	POSSESSIVE
Ázerbajdžánec	Ázerbajdžánka	N	N	M	F	NA	NA	0	0	1	0	Á	Áz	Áze	Ázer	Ázerb	Ázerba	Á	Áz	Áze	Ázer	Ázerb	Ázerba	džánec	žánec	ánec	nec	ec	c	džánka	žánka	ánka	nka	ka	a	FEMALE
Ázerbajdžánka	Ázerbajdžánčin	N	A	F	NA	NA	NA	0	1	1	0	Á	Áz	Áze	Ázer	Ázerb	Ázerba	Á	Áz	Áze	Ázer	Ázerb	Ázerba	džánka	žánka	ánka	nka	ka	a	žánčin	ánčin	nčin	čin	in	n	POSSESSIVE
Ázerbájdžánkyně	Ázerbájdžánkynin	N	A	F	NA	NA	NA	0	1	1	0	Á	Áz	Áze	Ázer	Ázerb	Ázerbá	Á	Áz	Áze	Ázer	Ázerb	Ázerbá	ánkyně	nkyně	kyně	yně	ně	ě	nkynin	kynin	ynin	nin	in	n	POSSESSIVE
bába	babka	N	N	F	F	NA	NA	0	0	0	1	b	bá	báb	bába	NA	NA	b	ba	bab	babk	babka	NA	NA	NA	bába	ába	ba	a	NA	babka	abka	bka	ka	a	DIMINUTIVE
Babič	Babičův	N	A	M	NA	NA	NA	0	1	1	0	B	Ba	Bab	Babi	Babič	NA	B	Ba	Bab	Babi	Babič	Babičů	NA	Babič	abič	bič	ič	č	abičův	bičův	ičův	čův	ův	v	POSSESSIVE
Babilon	Babilonův	N	A	M	NA	NA	NA	0	1	1	0	B	Ba	Bab	Babi	Babil	Babilo	B	Ba	Bab	Babi	Babil	Babilo	abilon	bilon	ilon	lon	on	n	ilonův	lonův	onův	nův	ův	v	POSSESSIVE
babizna	babiznička	N	N	F	F	NA	NA	0	0	1	1	b	ba	bab	babi	babiz	babizn	b	ba	bab	babi	babiz	babizn	abizna	bizna	izna	zna	na	a	znička	nička	ička	čka	ka	a	DIMINUTIVE
bábovka	bábovička	N	N	F	F	NA	NA	0	0	1	1	b	bá	báb	bábo	bábov	bábovk	b	bá	báb	bábo	bábov	bábovi	ábovka	bovka	ovka	vka	ka	a	ovička	vička	ička	čka	ka	a	DIMINUTIVE
Babylóňan	Babylóňanův	N	A	M	NA	NA	NA	0	1	1	0	B	Ba	Bab	Baby	Babyl	Babyló	B	Ba	Bab	Baby	Babyl	Babyló	ylóňan	lóňan	óňan	ňan	an	n	óňanův	ňanův	anův	nův	ův	v	POSSESSIVE
báchorkář	báchorkářka	N	N	M	F	NA	NA	0	0	1	0	b	bá	bác	bách	bácho	báchor	b	bá	bác	bách	bácho	báchor	horkář	orkář	rkář	kář	ář	ř	rkářka	kářka	ářka	řka	ka	a	FEMALE
bacil	bacílek	N	N	I	I	NA	NA	0	0	1	0	b	ba	bac	baci	bacil	NA	b	ba	bac	bací	bacíl	bacíle	NA	bacil	acil	cil	il	l	acílek	cílek	ílek	lek	ek	k	DIMINUTIVE
bačkora	bačkorka	N	N	F	F	NA	NA	0	0	1	1	b	ba	bač	bačk	bačko	bačkor	b	ba	bač	bačk	bačko	bačkor	ačkora	čkora	kora	ora	ra	a	čkorka	korka	orka	rka	ka	a	DIMINUTIVE
bačkora	bačkůrka	N	N	F	F	NA	NA	0	0	1	1	b	ba	bač	bačk	bačko	bačkor	b	ba	bač	bačk	bačků	bačkůr	ačkora	čkora	kora	ora	ra	a	čkůrka	kůrka	ůrka	rka	ka	a	DIMINUTIVE
badatel	badatelka	N	N	M	F	NA	NA	0	0	1	0	b	ba	bad	bada	badat	badate	b	ba	bad	bada	badat	badate	adatel	datel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	FEMALE
Baeumler	Baeumlerův	N	A	M	NA	NA	NA	0	1	1	0	B	Ba	Bae	Baeu	Baeum	Baeuml	B	Ba	Bae	Baeu	Baeum	Baeuml	eumler	umler	mler	ler	er	r	mlerův	lerův	erův	rův	ův	v	POSSESSIVE
bafat	bafávat	V	V	NA	NA	I	I	0	0	1	1	b	ba	baf	bafa	bafat	NA	b	ba	baf	bafá	bafáv	bafáva	NA	bafat	afat	fat	at	t	afávat	fávat	ávat	vat	at	t	ITERATIVE
bafat	bafnout	V	V	NA	NA	I	P	0	0	1	1	b	ba	baf	bafa	bafat	NA	b	ba	baf	bafn	bafno	bafnou	NA	bafat	afat	fat	at	t	afnout	fnout	nout	out	ut	t	ASPECT
Bagač	Bagačův	N	A	M	NA	NA	NA	0	1	1	0	B	Ba	Bag	Baga	Bagač	NA	B	Ba	Bag	Baga	Bagač	Bagačů	NA	Bagač	agač	gač	ač	č	agačův	gačův	ačův	čův	ův	v	POSSESSIVE
bagatela	bagatelka	N	N	F	F	NA	NA	0	0	1	1	b	ba	bag	baga	bagat	bagate	b	ba	bag	baga	bagat	bagate	gatela	atela	tela	ela	la	a	atelka	telka	elka	lka	ka	a	DIMINUTIVE
Bagehot	Bagehotův	N	A	M	NA	NA	NA	0	1	1	0	B	Ba	Bag	Bage	Bageh	Bageho	B	Ba	Bag	Bage	Bageh	Bageho	agehot	gehot	ehot	hot	ot	t	ehotův	hotův	otův	tův	ův	v	POSSESSIVE
bahnice	bahnička	N	N	F	F	NA	NA	0	0	1	0	b	ba	bah	bahn	bahni	bahnic	b	ba	bah	bahn	bahni	bahnič	ahnice	hnice	nice	ice	ce	e	hnička	nička	ička	čka	ka	a	DIMINUTIVE
bahno	bahníčko	N	N	N	N	NA	NA	0	0	1	1	b	ba	bah	bahn	bahno	NA	b	ba	bah	bahn	bahní	bahníč	NA	bahno	ahno	hno	no	o	hníčko	níčko	íčko	čko	ko	o	DIMINUTIVE
bahno	bahýnko	N	N	N	N	NA	NA	0	0	1	1	b	ba	bah	bahn	bahno	NA	b	ba	bah	bahý	bahýn	bahýnk	NA	bahno	ahno	hno	no	o	ahýnko	hýnko	ýnko	nko	ko	o	DIMINUTIVE
bajadéra	bajadérka	N	N	F	F	NA	NA	0	0	1	1	b	ba	baj	baja	bajad	bajadé	b	ba	baj	baja	bajad	bajadé	jadéra	adéra	déra	éra	ra	a	adérka	dérka	érka	rka	ka	a	DIMINUTIVE
Bajan	Bajanův	N	A	I	NA	NA	NA	0	1	1	0	B	Ba	Baj	Baja	Bajan	NA	B	Ba	Baj	Baja	Bajan	Bajanů	NA	Bajan	ajan	jan	an	n	ajanův	janův	anův	nův	ův	v	POSSESSIVE
bájit	bájívat	V	V	NA	NA	I	I	0	0	1	1	b	bá	báj	báji	bájit	NA	b	bá	báj	bájí	bájív	bájíva	NA	bájit	ájit	jit	it	t	ájívat	jívat	ívat	vat	at	t	ITERATIVE
bajkář	bajkářka	N	N	M	F	NA	NA	0	0	1	0	b	ba	baj	bajk	bajká	bajkář	b	ba	baj	bajk	bajká	bajkář	bajkář	ajkář	jkář	kář	ář	ř	jkářka	kářka	ářka	řka	ka	a	FEMALE
bajker	bajkerův	N	A	M	NA	NA	NA	0	1	1	0	b	ba	baj	bajk	bajke	bajker	b	ba	baj	bajk	bajke	bajker	bajker	ajker	jker	ker	er	r	jkerův	kerův	erův	rův	ův	v	POSSESSIVE
bakchant	bakchantka	N	N	M	F	NA	NA	0	0	1	0	b	ba	bak	bakc	bakch	bakcha	b	ba	bak	bakc	bakch	bakcha	kchant	chant	hant	ant	nt	t	hantka	antka	ntka	tka	ka	a	FEMALE
bakteriolog	bakterioložka	N	N	M	F	NA	NA	0	0	1	0	b	ba	bak	bakt	bakte	bakter	b	ba	bak	bakt	bakte	bakter	riolog	iolog	olog	log	og	g	oložka	ložka	ožka	žka	ka	a	FEMALE
bakterioložka	bakterioložčin	N	A	F	NA	NA	NA	0	1	1	0	b	ba	bak	bakt	bakte	bakter	b	ba	bak	bakt	bakte	bakter	oložka	ložka	ožka	žka	ka	a	ložčin	ožčin	žčin	čin	in	n	POSSESSIVE
balada	baladička	N	N	F	F	NA	NA	0	0	1	1	b	ba	bal	bala	balad	balada	b	ba	bal	bala	balad	baladi	balada	alada	lada	ada	da	a	adička	dička	ička	čka	ka	a	DIMINUTIVE
Baldas	Baldasův	N	A	M	NA	NA	NA	0	1	1	0	B	Ba	Bal	Bald	Balda	Baldas	B	Ba	Bal	Bald	Balda	Baldas	Baldas	aldas	ldas	das	as	s	ldasův	dasův	asův	sův	ův	v	POSSESSIVE
Balderis	Balderisův	N	A	M	NA	NA	NA	0	1	1	0	B	Ba	Bal	Bald	Balde	Balder	B	Ba	Bal	Bald	Balde	Balder	lderis	deris	eris	ris	is	s	erisův	risův	isův	sův	ův	v	POSSESSIVE
baletit	baletívat	V	V	NA	NA	I	I	0	0	1	1	b	ba	bal	bale	balet	baleti	b	ba	bal	bale	balet	baletí	aletit	letit	etit	tit	it	t	etívat	tívat	ívat	vat	at	t	ITERATIVE
balíkářka	balíkářčin	N	A	F	NA	NA	NA	0	1	1	0	b	ba	bal	balí	balík	balíká	b	ba	bal	balí	balík	balíká	íkářka	kářka	ářka	řka	ka	a	kářčin	ářčin	řčin	čin	in	n	POSSESSIVE
balík	balíček	N	N	I	I	NA	NA	0	0	1	1	b	ba	bal	balí	balík	NA	b	ba	bal	balí	balíč	balíče	NA	balík	alík	lík	ík	k	alíček	líček	íček	ček	ek	k	DIMINUTIVE
balit	balívat	V	V	NA	NA	I	I	0	0	1	1	b	ba	bal	bali	balit	NA	b	ba	bal	balí	balív	balíva	NA	balit	alit	lit	it	t	alívat	lívat	ívat	vat	at	t	ITERATIVE
balkón	balkónek	N	N	I	I	NA	NA	0	0	1	0	b	ba	bal	balk	balkó	balkón	b	ba	bal	balk	balkó	balkón	balkón	alkón	lkón	kón	ón	n	lkónek	kónek	ónek	nek	ek	k	DIMINUTIVE
balneolog	balneoložka	N	N	M	F	NA	NA	0	0	1	0	b	ba	bal	baln	balne	balneo	b	ba	bal	baln	balne	balneo	neolog	eolog	olog	log	og	g	oložka	ložka	ožka	žka	ka	a	FEMALE
balneoložka	balneoložčin	N	A	F	NA	NA	NA	0	1	1	0	b	ba	bal	baln	balne	balneo	b	ba	bal	baln	balne	balneo	oložka	ložka	ožka	žka	ka	a	ložčin	ožčin	žčin	čin	in	n	POSSESSIVE
balonář	balonářův	N	A	M	NA	NA	NA	0	1	1	0	b	ba	bal	balo	balon	baloná	b	ba	bal	balo	balon	baloná	alonář	lonář	onář	nář	ář	ř	onářův	nářův	ářův	řův	ův	v	POSSESSIVE
balón	balónek	N	N	I	I	NA	NA	0	0	1	0	b	ba	bal	baló	balón	NA	b	ba	bal	baló	balón	balóne	NA	balón	alón	lón	ón	n	alónek	lónek	ónek	nek	ek	k	DIMINUTIVE
balšán	balšánek	N	N	I	I	NA	NA	0	0	1	0	b	ba	bal	balš	balšá	balšán	b	ba	bal	balš	balšá	balšán	balšán	alšán	lšán	šán	án	n	lšánek	šánek	ánek	nek	ek	k	DIMINUTIVE
Balun	Balunův	N	A	M	NA	NA	NA	0	1	1	0	B	Ba	Bal	Balu	Balun	NA	B	Ba	Bal	Balu	Balun	Balunů	NA	Balun	alun	lun	un	n	alunův	lunův	unův	nův	ův	v	POSSESSIVE
balvan	balvánek	N	N	I	I	NA	NA	0	0	1	0	b	ba	bal	balv	balva	balvan	b	ba	bal	balv	balvá	balván	balvan	alvan	lvan	van	an	n	lvánek	vánek	ánek	nek	ek	k	DIMINUTIVE
balzamína	balzamínka	N	N	F	F	NA	NA	0	0	1	1	b	ba	bal	balz	balza	balzam	b	ba	bal	balz	balza	balzam	zamína	amína	mína	ína	na	a	amínka	mínka	ínka	nka	ka	a	DIMINUTIVE
balzamovač	balzamovačka	N	N	M	F	NA	NA	0	0	1	0	b	ba	bal	balz	balza	balzam	b	ba	bal	balz	balza	balzam	amovač	movač	ovač	vač	ač	č	ovačka	vačka	ačka	čka	ka	a	FEMALE
bambule	bambulka	N	N	F	F	NA	NA	0	0	1	0	b	ba	bam	bamb	bambu	bambul	b	ba	bam	bamb	bambu	bambul	ambule	mbule	bule	ule	le	e	mbulka	bulka	ulka	lka	ka	a	DIMINUTIVE
banán	banánek	N	N	I	I	NA	NA	0	0	1	0	b	ba	ban	baná	banán	NA	b	ba	ban	baná	banán	banáne	NA	banán	anán	nán	án	n	anánek	nánek	ánek	nek	ek	k	DIMINUTIVE
banda	bandička	N	N	F	F	NA	NA	0	0	1	1	b	ba	ban	band	banda	NA	b	ba	ban	band	bandi	bandič	NA	banda	anda	nda	da	a	ndička	dička	ička	čka	ka	a	DIMINUTIVE
bandážistka	bandážistčin	N	A	F	NA	NA	NA	0	1	1	0	b	ba	ban	band	bandá	bandáž	b	ba	ban	band	bandá	bandáž	žistka	istka	stka	tka	ka	a	istčin	stčin	tčin	čin	in	n	POSSESSIVE
Bandello	Bandellův	N	A	M	NA	NA	NA	0	1	1	0	B	Ba	Ban	Band	Bande	Bandel	B	Ba	Ban	Band	Bande	Bandel	ndello	dello	ello	llo	lo	o	dellův	ellův	llův	lův	ův	v	POSSESSIVE
bandor	bandůrek	N	N	I	I	NA	NA	0	0	1	0	b	ba	ban	band	bando	bandor	b	ba	ban	band	bandů	bandůr	bandor	andor	ndor	dor	or	r	ndůrek	důrek	ůrek	rek	ek	k	DIMINUTIVE
bánit	bánívat	V	V	NA	NA	I	I	0	0	1	1	b	bá	bán	báni	bánit	NA	b	bá	bán	bání	bánív	báníva	NA	bánit	ánit	nit	it	t	ánívat	nívat	ívat	vat	at	t	ITERATIVE
baňka	baňčička	N	N	F	F	NA	NA	0	0	1	1	b	ba	baň	baňk	baňka	NA	b	ba	baň	baňč	baňči	baňčič	NA	baňka	aňka	ňka	ka	a	ňčička	čička	ička	čka	ka	a	DIMINUTIVE
bankéřka	bankéřčin	N	A	F	NA	NA	NA	0	1	1	0	b	ba	ban	bank	banké	bankéř	b	ba	ban	bank	banké	bankéř	nkéřka	kéřka	éřka	řka	ka	a	kéřčin	éřčin	řčin	čin	in	n	POSSESSIVE
bankéř	bankéřka	N	N	M	F	NA	NA	0	0	1	0	b	ba	ban	bank	banké	bankéř	b	ba	ban	bank	banké	bankéř	bankéř	ankéř	nkéř	kéř	éř	ř	nkéřka	kéřka	éřka	řka	ka	a	FEMALE
bankrotářka	bankrotářčin	N	A	F	NA	NA	NA	0	1	1	0	b	ba	ban	bank	bankr	bankro	b	ba	ban	bank	bankr	bankro	otářka	tářka	ářka	řka	ka	a	tářčin	ářčin	řčin	čin	in	n	POSSESSIVE
bankrotář	bankrotářka	N	N	M	F	NA	NA	0	0	1	0	b	ba	ban	bank	bankr	bankro	b	ba	ban	bank	bankr	bankro	krotář	rotář	otář	tář	ář	ř	otářka	tářka	ářka	řka	ka	a	FEMALE
barák	baráček	N	N	I	I	NA	NA	0	0	1	1	b	ba	bar	bará	barák	NA	b	ba	bar	bará	baráč	baráče	NA	barák	arák	rák	ák	k	aráček	ráček	áček	ček	ek	k	DIMINUTIVE
Barath	Barathův	N	A	M	NA	NA	NA	0	1	1	0	B	Ba	Bar	Bara	Barat	Barath	B	Ba	Bar	Bara	Barat	Barath	Barath	arath	rath	ath	th	h	rathův	athův	thův	hův	ův	v	POSSESSIVE
