word	etymology	is_loan
delikátní	fra,lat	loan
delikt	deu,lat	loan
delimitovat	lat	loan
delirium	deu,lat	loan
dělit		native
délka		native
dělo		native
děloha		native
delta	ell	loan
demagog	deu,ell	loan
démant	deu,fra	loan
demarkace	fra,spa	loan
demarše	fra	loan
demaskovat	fra	loan
demence	lat	loan
dementi	fra,lat	loan
deminutivum	lat	loan
demise	fra,lat	loan
demiurg	lat,ell	loan
demižon	eng,fra	loan
demografie	ell	loan
demokracie	ell	loan
demolovat	deu,lat	loan
démon	lat,ell	loan
demonstrovat	lat	loan
den		native
denár	lat	loan
denaturovaný	fra	loan
dentální	lat	loan
denuncovat	deu,lat	loan
deodorant	eng,lat	loan
depeše	fra	loan
depilace	lat	loan
depo	fra,lat	loan
deponovat	lat	loan
deportovat	lat	loan
depozice	lat	loan
deprese	lat	loan
deprivace	lat	loan
deptat		native
deputace	lat	loan
deratizace	fra	loan
derivace	lat	loan
dermatologie	ell	loan
derniéra	fra	loan
děs		native
-desát		native
deset		native
design	eng,fra,lat	loan
designovat	lat	loan
děsit		native
deska		native
deskriptivní	deu,lat	loan
despekt	lat	loan
desperát	lat	loan
despota	ell	loan
destilovat	lat	loan
destinace	lat	loan
destrukce	lat	loan
dešifrovat	fra	loan
déšť		native
detail	fra	loan
detašovaný	fra	loan
detektiv	eng,lat	loan
determinovat	lat	loan
děti		native
detonace	fra,lat	loan
deuterium	ell	loan
děva		native
devalvovat	eng,fra,lat	loan
devastovat	lat	loan
devět		native
deviace	lat	loan
deviza	deu,fra	loan
devíza	fra,lat	loan
devon	eng	loan
devótní	deu,lat	loan
dezert	fra,lat	loan
dezertovat	fra,lat	loan
deziluze	fra	loan
dezinfekce	fra	loan
dezinformace	fra	loan
dezintegrace	fra	loan
dezodorant	fra	loan
dezolátní	deu,lat	loan
dezorientovat	fra	loan
di-1	ell	loan
dia-	ell	loan
diabetik	lat,ell	loan
diabol(k)a	ita	loan
diadém	lat,ell	loan
diafilm	eng	loan
diagnóza	ell	loan
diagonála	deu,lat,ell	loan
diagram	deu,ell	loan
diachronní	ell	loan
diákon	goh,lat,ell	loan
diakritický	deu,ell	loan
dialekt	deu,ell	loan
dialektika	lat,ell	loan
dialog	lat,ell	loan
dialýza	ell	loan
diamant	deu,fro,lat	loan
diametrální	deu,lat,ell	loan
dianetika	eng,ell	loan
diář	lat	loan
diaspora	ell	loan
diastola	ell	loan
diatermie	ell	loan
diblík		native
didaktika	deu,ell	loan
diecéze	lat,ell	loan
diesel	deu	loan
dieta1	deu,lat,ell	loan
dieta2	lat	loan
diference	lat	loan
diftong	lat,ell	loan
difúze	lat	loan
digestoř	lat	loan
digitální	eng,lat	loan
diglosie	ell	loan
digrese	lat	loan
dichotomie	ell	loan
dík	goh	loan
dikce	lat	loan
dikobraz	rus	loan
diktafon	eng	loan
diktát	deu,lat	loan
díl		native
dilatace	lat	loan
dilema	lat,ell	loan
diletant	deu,ita,lat	loan
dílo		native
diluvium	lat	loan
dimenze	lat	loan
dinár	lat	loan
dinosaurus	ell	loan
dioptrie	ell	loan
diplom	deu,lat,ell	loan
diplomat	fra	loan
diptych	lat,ell	loan
díra		native
direkt	eng,lat	loan
direktiva	fra,lat	loan
direktor	deu,lat	loan
dirigent	deu,lat	loan
dis-	lat	loan
disciplína	lat	loan
disent	eng,lat	loan
disertace	lat	loan
disgustovat	ita,lat	loan
disharmonie	lat,ell	loan
disident	lat	loan
disimilace	lat	loan
disjunkce	lat	loan
disk	lat,ell	loan
diskant	deu,lat	loan
disketa	eng	loan
diskotéka	eng,fra,ell	loan
diskreditovat	fra	loan
diskrepance	deu,lat	loan
diskrétní	fra,lat	loan
diskriminovat	lat	loan
diskurs	lat	loan
diskuse	lat	loan
diskvalifikovat	lat	loan
diskžokej	eng	loan
dislokovat	lat	loan
disonance	lat	loan
disparátní	lat	loan
dispečer	eng,spa	loan
dispens	lat	loan
displej	eng,fro,lat	loan
disponovat	lat	loan
disproporce	lat	loan
disputace	lat	loan
distance	deu,lat	loan
distichon	lat,ell	loan
disting(v)ovaný	fra,lat	loan
distinkce	lat	loan
distorze	lat	loan
distribuce	lat	loan
distrikt	lat	loan
díško	fra	loan
dišputát	lat	loan
dít	ine	loan
dít se		native
dítě		native
div		native
diva	ita,lat	loan
divan	fra,tur,pes	loan
dívat se	ine	loan
divergence	lat	loan
diverze	rus,deu,lat	loan
dividenda	deu	loan
divis	lat	loan
divize	fra,lat	loan
divizna		native
dívka		native
divoký		native
díže		native
dlabat		native
dlaha		native
dlaň		native
dlask		native
dláto		native
dláždit		native
dle		loan
dlít		native
dloubat		native
dlouhý		native
dluh		native
dmout (se)		native
dmýchat		native
dna		native
dnes		native
dno		native
do		native
doba		native
dobrodiní		native
dobrodruh		native
dobrý	fra	loan
dobytek		native
docent	lat	loan
doga	eng	loan
dogma	lat,ell	loan
dohoda		native
dojit		native
dok	eng,gem	loan
dokavad		native
dokonalý		native
dokořán		native
doktor	lat	loan
doktrína	deu,lat	loan
dokud		native
dokument	lat	loan
dolar	eng,deu	loan
-dolat		native
dole		native
doličný		native
dolmen	bre	loan
dolomit	fra	loan
dolů		native
dóm	deu,fra,ita,lat	loan
doma		native
doména	deu,fra,lat	loan
domestikace	eng,lat	loan
dominikán	lat	loan
dominovat	lat	loan
domnívat se	pol,chu	loan
domov		native
domů		native
don	lat	loan
donace	lat	loan
donchuán	spa	loan
donkichot	lat	loan
dopovat	eng	loan
dorota	ell	loan
dort		native
dorzální	lat	loan
dosavad		native
dospělý		native
dost(i)		native
dostatek		native
dosud		native
došek		native
dotace	lat	loan
ďoubat		native
doubrava		native
doufat		native
doupě		native
ďoura		native
douška		native
dout		native
doutnat		native
doyen	fra,lat	loan
dóza	deu	loan
doze	lat,ell	loan
dóže	ita,lat	loan
dráb		native
drabař	deu	loan
draft	eng	loan
dragoun	fra,lat	loan
dráha		native
drahný		native
drahý		native
drachma	ell	loan
drajv	eng	loan
drak	lat	loan
drama	deu,lat,ell	loan
dramaturg	lat,ell	loan
drancovat		native
drandit		native
dranžírovat	deu,fra	loan
drápat		native
draperie	fra	loan
drásat		native
drastický	deu,fra,ell	loan
drát1		native
drát2		native
dravý		native
dráždit		native
dražé	fra,ell	loan
dražit		native
drbat		native
drcat		native
drdol		native
drek	deu	loan
drenáž	fra,eng,ang	loan
dres	eng,fra,lat	loan
dresink	eng	loan
drezína	deu	loan
drezura	deu,fra,lat	loan
drhnout		native
drchat		native
driblovat	eng	loan
dril	deu	loan
drink	eng	loan
drkotat		native
drmolit		native
drn		native
drncat		native
drnčet		native
drndat		native
drnkat		native
drobit		native
droby		native
droga	deu,fra	loan
drogerie	deu,fra	loan
drolit		native
-drom	ell	loan
dromedár	lat,ell	loan
drop		native
drops	eng	loan
drozd		native
droždí		native
drožka	rus	loan
drsný		native
dršťka		native
drtit		native
drůbež		native
drůbky		native
druh1		native
druh2		native
druhý		native
druid	lat	loan
drvoštěp		native
dryáda	ell	loan
dryák	lat,ell	loan
drzý		native
držet		native
dřeň	hsb	loan
dřepět		native
dřevní		native
dřevo		native
dřez		native
dřík		native
dřímat		native
dřín		native
dřišťál		native
dřít		native
dříve		native
dštít		native
dtto	ita,lat	loan
dů-		native
duál	lat	loan
dub		native
duben		native
dubiózní	lat	loan
ďubka		native
dubleta	deu,fra,lat	loan
dublovat	eng	loan
ducat		native
ducatý		native
dudek	hsb	loan
dudlík		native
dudy	hsb	loan
duel	fra,lat	loan
duet	ita	loan
*duh		native
duha		native
duch		native
duchna		native
dukát	ita,lat	loan
důl		native
důležitý		native
dům		native
dumat	pol,rus	loan
dumdum	eng	loan
dumlat		native
dumping	eng	loan
duna	gem	loan
dunět		native
duo	ita,lat	loan
dupat		native
duplikát	deu,lat	loan
dur	lat	loan
důra		native
dural	lat	loan
durativní	lat	loan
durdit se		native
durch	deu	loan
durman	rus	loan
duřet	rus	loan
dusat		native
dusík		native
dusit		native
důstojný		native
duše		native
*dutat		native
důtka		native
důtky		native
dutý		native
duž(n)ina		native
dva		native
dvanáct(er)ník		native
dveře		native
dvůr		native
dyftýn	fra	loan
dýha		native
dýchat		native
dychtit		native
dýka	gmh,fra	loan
dým		native
dýměj		native
dymián	gmh,lat,ell	loan
dynamický	deu,fra,ell	loan
dynamit	ell	loan
dynamo	eng,deu	loan
dynastie	deu,ell	loan
dýně		native
dýnko		native
dys-	ell	loan
dysfemismus	ell	loan
dyslexie	ell	loan
dyspepsie	ell	loan
dýza	deu	loan
džajv	eng	loan
džbán		native
džber	lit	loan
džem	eng	loan
džentlmen	eng	loan
džez	eng	loan
džin1	eng,fra,lat	loan
džin2	ara	loan
džín(s)y	eng	loan
džíp	eng,pol	loan
džiu-džitsu	eng,jpn	loan
džob	eng	loan
džudo	eng,jpn	loan
džungle	eng	loan
džunka	eng	loan
džus	eng,fra,lat	loan
džuveč	srp,hrv,tur	loan
eben	lat,ell	loan
ebonit	eng,lat	loan
ecu	eng	loan
edém	lat,ell	loan
eden	heb	loan
edice	lat	loan
edikt	lat	loan
efekt	lat	loan
efemérní	deu,ell	loan
efervescent	lat	loan
egalizace	fra,lat	loan
egoismus	fra,lat	loan
ech		native
echo	lat,ell	loan
ejakulace	lat	loan
ejhle		native
eklektický	deu,ell	loan
ekliptika	lat,ell	loan
ekloga	lat,ell	loan
ekologie	ell	loan
ekonomie		loan
ekrazit	fra,enm	loan
ekumenismus	lat,ell	loan
ekvátor	lat	loan
ekvilibristika	fra,lat	loan
ekvivalentní	lat	loan
ekzém	deu,ell	loan
elaborát	deu,lat	loan
elán	fra	loan
elastický	lat,ell	loan
eldorádo	spa,lat	loan
elegán	fra,lat	loan
elegance	lat	loan
elegie	lat,ell	loan
elektro-	ell	loan
elektron	eng	loan
elektřina	ell	loan
element	lat	loan
elév	fra,lat	loan
elevace	lat	loan
elf	eng,ang	loan
eliminovat	lat	loan
elipsa	lat,ell	loan
elita	fra,lat	loan
elixír	lat,ara,ell	loan
elokvence	lat	loan
email	fra,gem	loan
emanace	lat	loan
emancipace	lat	loan
embargo	deu,spa,lat	loan
emblém	fra,lat,ell	loan
embolie	ell	loan
embryo	lat,ell	loan
emeritní	lat	loan
emfáze	lat,ell	loan
emigrant	deu,lat	loan
Eminence	lat	loan
eminentní	lat	loan
emír	ara	loan
emisar	lat	loan
emise	lat	loan
emoce	fra,frm,fro,lat	loan
empír	fra,lat	loan
empirický	deu,lat,ell	loan
emu	por	loan
emulze	lat	loan
en-	ell	loan
encefalitida	ell	loan
encián	deu,lat	loan
encyklika	lat,ell	loan
encyklopedie	fra,lat,ell	loan
endo-	ell	loan
endokrinologie	ell	loan
energetika	ell	loan
energie	fra,lat,ell	loan
enkláva	fra,lat	loan
enormní	deu,lat	loan
entita	lat	loan
entomologie	ell	loan
entropie	ell	loan
entuziasmus	deu,ell	loan
enumerace	lat	loan
enzym	ell	loan
epenteze	ell	loan
epi-	ell	loan
epický	ell	loan
epidemie	lat,ell	loan
epifýza	ell	loan
epigon	deu,ell	loan
epigram	lat,ell	loan
epilepsie	lat,ell	loan
epilog	lat,ell	loan
episkopální	lat	loan
epištola	lat,ell	loan
epitaf	lat,ell	loan
epitel	lat,ine	loan
epiteton	ell	loan
epizoda	fra,ell	loan
epocha	deu,ell	loan
epoleta	fra,lat,ell	loan
epopej	ell	loan
epos	ell	loan
éra	lat	loan
erár	deu,lat	loan
erb	gmh,ine	loan
erekce	lat	loan
erg	ell	loan
eror	eng,lat	loan
erotický	fra,ell	loan
erotomanie	ell	loan
eroze	lat	loan
errata	lat	loan
erteple	deu,fra	loan
erudice	lat	loan
erupce	lat	loan
erytém	ell	loan
esej	eng,fro,lat	loan
esence	lat	loan
esesák	deu	loan
eschatologie	ell	loan
eskadra	fra,spa,lat	loan
eskadrona	fra,ita,lat	loan
eskalace	eng,fra,lat	loan
eskalátor	eng	loan
eskamotáž	fra,lat	loan
eskapáda	fra,spa,lat	loan
eskorta	fra,ita,lat	loan
eso	gmh,fra,lat	loan
esoterický	ell	loan
esperanto	spa,fra	loan
espreso	ita,lat	loan
esprit	fra,lat	loan
estakáda	fra,ita	loan
estét	fra	loan
estetika	ell	loan
estráda	fra,spa,lat	loan
estrogen	lat,ell	loan
ešus	deu	loan
etamín	fra,fro,lat	loan
etan	lat,ell	loan
etapa	deu,fra,dum	loan
etáž	fra	loan
éter	lat,ell	loan
eternit	lat	loan
etika	deu,lat,ell	loan
etiketa	fra,fro	loan
etiologie	lat,ell	loan
etnický	ell	loan
etno-	ell	loan
étos	ell	loan
etuda	fra,fro,lat	loan
etuje	fra,fro,lat	loan
etymologie	lat,ell	loan
eu-	ell	loan
eufemismus	ell	loan
eufonie	lat,ell	loan
euforie	ell	loan
eugenika	ell	loan
eucharistie	lat,ell	loan
eukalypt	ell	loan
eunuch	lat,ell	loan
eutanazie	ell	loan
evakuovat	lat	loan
evangelium	lat,ell	loan
eventualita	fra,lat	loan
evidence	lat	loan
evokovat	lat	loan
evoluce	lat	loan
ex	lat	loan
ex-	lat,ell	loan
exaktní	deu,lat	loan
exaltovaný	lat	loan
examinátor	lat	loan
Excelence	lat	loan
excelentní	deu,lat,ine	loan
excentrický	lat	loan
excerpovat	lat	loan
exces	deu,lat	loan
excitace	lat	loan
exegeze	lat,ell	loan
exekuce	lat	loan
exekutiva	deu,fra,lat	loan
exemplář	deu,lat	loan
exercicie	lat	loan
exhalace	lat	loan
exhibice	lat	loan
exhumace	lat	loan
exil	lat	loan
existovat	lat	loan
exit(us)	lat	loan
exkavátor	lat	loan
exklamace	lat	loan
exkluzivní	deu,eng,lat	loan
exkomunikovat	lat	loan
exkrement	lat	loan
exkurs	lat	loan
exkurze	lat	loan
exlibris	lat	loan
exo-	ell	loan
exodus	lat,ell	loan
exorcismus	lat,ell	loan
exotický	deu,lat,ell	loan
expanze	lat	loan
expedice	lat	loan
experiment	lat	loan
expert	deu,lat	loan
explicitní	lat	loan
explikace	lat	loan
exploatace	fra,lat	loan
exploze	lat	loan
exponát	deu,lat	loan
exponent	lat	loan
export	eng,lat	loan
expozé	fra,lat	loan
expozice	lat	loan
expres	fra,lat	loan
expresionismus	fra,lat	loan
expresivní	fra	loan
extáze	lat,ell	loan
extempore	lat	loan
extenzivní	lat	loan
exteriér	fra,lat	loan
externí	lat	loan
extra	lat	loan
extrakt	lat	loan
extravagantní	fra,lat	loan
extrém	deu,fra,lat	loan
extrovert	lat	loan
exulant	lat	loan
fábor		native
fabrika	deu,lat	loan
fabrikát	deu,lat	loan
fabule	lat	loan
facka		native
fáč	bar	loan
fádní	fra,lat	loan
fagocyt	ell	loan
fagot	deu,ita	loan
facha	deu	loan
fachman	deu	loan
fajáns	fra,ita	loan
fajfka	deu,lat	loan
fajn	deu,fro,lat	loan
fajrovat	deu	loan
fakan		native
fakír	ara	loan
faksimile	lat	loan
fakt	lat	loan
faktor		native
faktura	deu,lat	loan
fakule	lat	loan
fakulta	lat	loan
falanga	ell	loan
fald	gmh	loan
faleš	gmh,fro,lat	loan
falický	ell	loan
falírovat	deu,ita,lat	loan
falzet	ita,lat	loan
falzifikovat	lat	loan
falzum	lat	loan
fáma	lat	loan
famfárum	fra,spa	loan
familiární	deu,lat	loan
famílie	lat	loan
famózní	deu,lat	loan
fámulus	lat	loan
fanatik	deu,lat	loan
fanda	eng	loan
fanfára	deu,fra	loan
fanfarón	fra,spa	loan
fangle	deu	loan
fanka	deu,lat	loan
fanoušek	eng	loan
fant	deu,lat	loan
fantaz	fra,ell	loan
fantazie	deu	loan
fantazmagorie	fra,ell	loan
fantom	fra,fro,ell	loan
fanynka	eng	loan
fara	gmh,lat,ell	loan
farad	eng	loan
farao	lat	loan
fárat	deu	loan
farizej	lat,ell,arc	loan
farma	eng,fro,lat	loan
farmacie	lat,ell	loan
farmako-	ell	loan
fáro	deu	loan
faryngitida	ell	loan
fasáda	deu,fra,ita,lat	loan
fascikl	deu,lat	loan
fascinovat	lat	loan
faseta	fra,lat	loan
fasovat	deu	loan
fasuněk	deu	loan
fašank		native
fašírka	deu,fra,lat	loan
fašismus	ita,lat	loan
fata morgána	ita	loan
fatální	deu,lat	loan
faul	eng	loan
faun	lat	loan
fauna	lat	loan
favorit	fra,ita,lat	loan
fax	eng	loan
fáze	deu,ell	loan
fazole	deu,lat,ell	loan
fazona	fra,lat	loan
federace	lat	loan
fedrovat	deu	loan
féerie	fra,lat	loan
fejeton	fra,lat	loan
fekálie	deu,fra,lat	loan
felčar	deu	loan
femininum	lat	loan
feminismus	fra	loan
fén	deu	loan
fena		native
fenik	deu	loan
fénix	lat,ell	loan
fenol	fra,ell	loan
fenomén	deu,lat,ell	loan
fenykl	lat	loan
fér	eng	loan
ferbl	deu	loan
ferina	dsb	loan
ferment	lat	loan
fermež	gmh,fra	loan
fero-	lat	loan
fertilita	lat	loan
fěrtoch	gmh	loan
fest	deu	loan
festival	eng,fro,lat	loan
fešný	deu,eng,fra	loan
fetiš	fra,por,lat	loan
fetovat	deu	loan
feudalismus	deu,lat,gem	loan
fiakr	fra	loan
fiala	gmh,lat	loan
fiála	deu,lat,ell	loan
fiasko	ita	loan
fičet		native
fidlat	deu	loan
fiflena		native
fifty fifty	eng	loan
fígl		native
figura	lat	loan
figurína	ita	loan
fík	lat	loan
-fikace	lat	loan
fikaný		loan
fikce	lat	loan
fíkus	lat	loan
-fil	ell	loan
filantrop	ell	loan
filatelie	fra,ell	loan
filc	deu	loan
filcka	deu	loan
filé	fra,lat	loan
filek	pol	loan
filharmonie	ell	loan
filiálka	deu,lat	loan
filigránský	deu,ita	loan
*filip		loan
filipika	ell	loan
film	eng	loan
filodendron	ell	loan
filologie	ell	loan
filozofie	ell	loan
filtr	deu,lat,gem	loan
filumenie	lat	loan
filuta	fra	loan
fimóza	ell	loan
finále	deu,ita,lat	loan
finance	deu,fra,fro,lat	loan
fiňáry	fra	loan
finesa	fra	loan
fingovat	deu,lat	loan
finiš	eng,fro,lat	loan
finta	ita	loan
fintit (se)		native
firma	ita,lat	loan
firn	lit,deu	loan
fiskální	lat	loan
fistule	lat	loan
fiší	fra,lat	loan
fiškus		native
fištrón	deu	loan
fit	eng,fra,lat	loan
fitink	eng	loan
fix	lat	loan
fix(a)	lat	loan
fixlovat	deu	loan
fixovat	lat	loan
fízl	deu,gmh	loan
fiží	fra,lat	loan
fjord	nor	loan
fládr	gmh	loan
flagrantní	lat	loan
flákat se		native
fláknout		native
flaksa	deu	loan
flambovat	fra,fro,lat	loan
flámovat	deu	loan
flanděra	gmh	loan
flanel	deu,eng	loan
flastr	gmh,lat,ell	loan
flašinet		native
flaška	gmh	loan
flauš	deu,gml	loan
flauta	ita,lat	loan
flažolet	fra	loan
flegmatik	lat,ell	loan
flek	deu	loan
flektivní	lat	loan
fleret	fra,lat	loan
flétna	deu,fro	loan
flexe	lat	loan
flíghorna	deu	loan
flikovat	deu	loan
flinkat se	deu	loan
flinta	deu	loan
flirt	eng	loan
flísna	deu,ine	loan
flitr	deu	loan
flok	deu	loan
flór1	deu,nld,fra	loan
*flór2	lat	loan
flóra	lat	loan
floskule	lat	loan
flotila	deu,spa,fro,gem	loan
floutek	deu,spa,fro,gem	loan
fluidum	lat	loan
fluktuace	lat	loan
flundra	deu	loan
fluor	lat	loan
flusat	deu	loan
fňukat		native
fobie	ell	loan
fofr	deu,lat	loan
foch	deu	loan
fokus	lat	loan
foliant	deu,lat	loan
fólie	lat	loan
folk	eng	loan
folklor	eng	loan
-fon	ell	loan
fond	deu,fra,lat	loan
fondán	fra,lat	loan
fondue	fra	loan
foném	ell	loan
fonetika	ell	loan
foniatrie	ell	loan
fonologie	ell	loan
fontána	deu,lat	loan
fór	deu	loan
forčeking	eng	loan
forhend	eng	loan
forhont	deu	loan
forint	deu,ita	loan
forma	lat	loan
formaldehyd	lat	loan
formalin	lat	loan
formalita	lat	loan
forman	gmh	loan
formát	lat	loan
formulář	lat	loan
formule	lat	loan
forota	deu	loan
forsírovat	deu,fra	loan
foršus	deu	loan
forte	ita,lat	loan
fortel	gmh	loan
fortifikace	lat	loan
fortna	deu,lat	loan
fortuna	lat	loan
fórum	lat	loan
forvard	eng	loan
forzýtie	eng	loan
fořt	deu	loan
fosfát	fra	loan
fosfor	deu,ell	loan
fosgen	ell	loan
fosilie	lat	loan
fošna	deu,lat	loan
fotbal	eng	loan
fotel	fra,fro,frk	loan
foto-1	ell	loan
fotobuňka		native
fotosyntéza	lat,ell	loan
fotr	bar	loan
foukat		native
fouňa		native
fous		native
foxteriér	eng	loan
foxtrot	eng	loan
foyer	fra,fro,lat	loan
fracek	deu	loan
fragment	lat	loan
fraj	deu	loan
frajer	deu	loan
frajle	deu	loan
frak	deu,eng,fro	loan
frakce	lat	loan
fraktura	lat	loan
francovka	deu	loan
frank	fra,gem	loan
franko	ita,gem	loan
františek	eng,deu	loan
františkán	ita	loan
frapantní	fra	loan
fraška	ita	loan
fráter	lat	loan
fráze	deu,lat,ell	loan
frazeologie	deu,lat,ell	loan
frc	deu	loan
frčet		native
frčka		native
fregata	ita	loan
frekvence	lat	loan
frenetický	lat,ell	loan
freska	ita,gem	loan
fretka	deu,fra,lat	loan
fréza	deu,fra	loan
frigidní	lat	loan
frikativa	lat	loan
frikce	lat	loan
fritovat	fra,lat	loan
frivolní	fra,lat	loan
frizúra	deu,fra	loan
frkat		native
frňák		native
frnknout		native
fronta	deu,fra,ita,lat	loan
frontispis	fra,lat	loan
froté	fra	loan
fruktóza	lat	loan
frustrace	lat	loan
fuč	deu	loan
fučet		native
fuga	lat	loan
fuchsie	deu	loan
fuj		native
fujara	ron,hun,sqi	loan
fujavice		native
fuk2	lat	loan
fukar	deu	loan
fukýř		native
fundamentální	lat	loan
fundovaný	lat	loan
funebrák	lat	loan
funět		native
fungl(nový)	deu	loan
fungovat	lat	loan
funus	lat	loan
fůra	gmh	loan
furiant	lat	loan
fúrie	lat	loan
furóre	ita,lat	loan
furt	deu	loan
furunkl	deu,lat	loan
fusekle	deu,lat,ell	loan
fušovat	deu	loan
futrál	deu,lat,gmh	loan
futro	deu	loan
futrovat (se)	deu	loan
futurum	lat,ell,ine	loan
fúze	lat	loan
fyto-	ell	loan
fyzika	lat,ell	loan
fyziognomie	deu,lat,ell	loan
fyziologie	ell	loan
gabardén	deu,fra,spa	loan
gábl(ík)	deu	loan
gabro	ita	loan
gag	eng	loan
gajdy		native
gala	deu,fra,spa	loan
galán	deu,spa,fro	loan
galanterie	deu,fra	loan
galantní	deu,fra,fro	loan
galaxie	lat,ell	loan
galeje	lat,ell	loan
galéra	ita,lat	loan
galerie	ita,lat	loan
galimatyáš	deu,fra	loan
galon	eng,fro	loan
galoše	deu,fra	loan
galvanický	ita	loan
gamba	ita,lat	loan
gambit	spa,ita	loan
game	eng	loan
gang	eng	loan
ganglie	lat,ell	loan
gangréna	lat,ell	loan
gangster	eng	loan
garance	deu,fra,fro,gem	loan
garáž	fra,gem	loan
garda	fra	loan
garde	gem	loan
garde(dáma)	fra	loan
garden party	eng	loan
garderoba	fra	loan
garnát	deu,nld	loan
garnitura	deu,fra,fro,gem	loan
garsoniéra	fra	loan
gastronomie	fra,ell	loan
gatě		native
gauč	eng,fra,lat	loan
gaučo	spa	loan
gaudium	lat	loan
gauner	deu	loan
gavota	fra	loan
gáz	fra,spa,ara,pes	loan
gazda	hun	loan
gazela	fra,spa,ara	loan
gáže	fra,fro	loan
gejša	jpn	loan
gejzír	isl	loan
gel	lat	loan
geminace	lat	loan
gen	ell	loan
genealogie	ell	loan
generace	lat	loan
generál	lat	loan
generální	lat	loan
generátor	lat	loan
genetika	ell	loan
geneze	fra,lat,ell	loan
geniální	lat	loan
genitál	lat	loan
genitiv	lat	loan
génius	lat	loan
genocida	lat	loan
geo-	ell	loan
geodezie	fra,ell	loan
geografie	ell	loan
geometrie	ell	loan
gepard	deu,fra,ita	loan
gerila	spa,gem	loan
germanismus	gem	loan
gerontologie	ell	loan
gestapo		loan
gestikulovat	lat	loan
gesto	ita,lat	loan
ghetto	ita	loan
gib(b)on	fra	loan
gigant	lat,ell	loan
gigolo	fra	loan
gilotina	fra	loan
gin	eng,fra,lat	loan
girlanda	fra,ita	loan
glaciál	lat	loan
