,index,první.rodič,druhý.rodič,třetí.rodič,čtvrtý.rodič,neoklasické.kompozitum,číslovka,počet.rodičů,chemické.názvosloví,není.kompozitum,přejaté.jako.celek..ne.z.GR.nebo.LA,Derivát,reverse_lemma,Struktura,první.rodič.v.search3,druhý.rodič.v.search3
1352,protiposudek,proti,posudek,,,0,0,2,0,0,0,0,kedusopitorp,,True,True
1391,protiprůvanový,proti,průvan.průvanový,,,0,0,2,0,0,0,0,ývonavůrpitorp,,True,False
262,protireformace,proti,reformace,,,0,0,2,0,0,0,0,ecamroferitorp,,True,True
1046,protiřímský,proti,Řím.římský,,,0,0,2,0,0,0,0,ýksmířitorp,,True,True
939,protisíla,proti,síla,,,0,0,2,0,0,0,0,alísitorp,,True,True
1318,protismykový,proti,smyk.smykový,,,0,0,2,0,0,0,0,ývokymsitorp,,True,True
585,protistanice,proti,stanice,,,0,0,2,0,0,0,0,ecinatsitorp,,True,True
605,protitalibanský,proti,Taliban.talibanský,,,0,0,2,0,0,0,0,ýksnabilatitorp,,True,True
840,protitoxický,proti,toxický,,,0,0,2,0,0,0,0,ýkcixotitorp,,True,True
1088,protivzteklinový,proti,vzteklina.vzteklinový,,,0,0,2,0,0,0,0,ývonilketzvitorp,,True,True
1220,protiwalderovský,proti,Walder.walderovský,,,0,0,2,0,0,0,0,ýksvoredlawitorp,,True,False
707,protiwalderodovský,proti,Walderode.walderodovský,,,0,0,2,0,0,0,0,ýksvodoredlawitorp,,True,False
1099,protizávaží,proti,závaží,,,0,0,2,0,0,0,0,ížavázitorp,,True,True
1331,protizemanovský,proti,Zeman.zemanovský,,,0,0,2,0,0,0,0,ýksvonamezitorp,,True,True
747,protizvuk,proti,zvuk,,,0,0,2,0,0,0,0,kuvzitorp,,True,True
1425,prvočinitel,prvý,činitel,,,0,0,2,0,0,0,0,letiničovrp,,True,True
11,přímotažný,přímo,tažný,,,0,0,2,0,0,0,0,ýnžatomířp,,True,True
83,poloadministrativní,půl,administrativa.administrativní,,,0,0,2,0,0,0,0,ínvitartsinimdaolop,,True,True
826,poloarénový,půl,aréna.arénový,,,0,0,2,0,0,0,0,ývonéraolop,,True,True
1377,poločeský,půl,Čech.český,,,0,0,2,0,0,0,0,ýksečolop,,True,True
417,polodivočák,půl,divočák,,,0,0,2,0,0,0,0,káčovidolop,,True,True
1285,půlhektolitrový,půl,hektolitr.hektolitrový,,,0,1,2,0,0,0,0,ývortilotkehlůp,,True,True
158,polohustý,půl,hustý,,,0,0,2,0,0,0,0,ýtsuholop,,True,True
589,polokomunistický,půl,komunistický.komunismus.komunizmus,,,0,0,2,0,0,0,0,ýkcitsinumokolop,,True,True
1148,polokurzíva,půl,kurzíva,,,0,0,2,0,0,0,0,avízrukolop,,True,True
922,polomafiánský,půl,mafián.mafiánský,,,0,0,2,0,0,0,0,ýksnáifamolop,,True,True
528,polonahota,půl,nahota,,,0,0,2,0,0,0,0,atohanolop,,True,True
163,polorozevřený,půl,rozevřít.rozevřený,,,0,0,2,0,0,0,0,ýneřvezorolop,,True,True
484,polorytmika,půl,rytmika,,,0,0,2,0,0,0,0,akimtyrolop,,True,True
1072,polosirota,půl,sirota,,,0,0,2,0,0,0,0,atorisolop,,True,True
794,polototalitní,půl,totalita.totalitní,,,0,0,2,0,0,0,0,íntilatotolop,,True,True
813,polotyp,půl,typ,,,0,0,2,0,0,0,0,pytolop,,True,True
950,polouzavřít,půl,uzavřít,,,0,0,2,0,0,0,0,tířvazuolop,,True,True
1472,polovoják,půl,voják,,,0,0,2,0,0,0,0,kájovolop,,True,True
471,radiooperatér,radio.rádio,operatér,,,1,0,2,0,0,0,0,rétarepooidar,,True,True
551,radiosonda,radio.rádio,sonda,,,0,0,2,0,0,0,0,adnosoidar,,True,True
758,radiospoj,radio.rádio,spoj,,,0,0,2,0,0,0,0,jopsoidar,,True,True
786,rádobyspiklenecký,rádoby,spiklenec.spiklenecký,,,0,0,2,0,0,0,0,ýkcenelkipsybodár,,False,True
1112,raněstředověký,raný,středověk.středověký,,,0,0,2,0,0,0,0,ýkěvodeřtsěnar,,True,True
226,rautuchtivý,raut,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcutuar,,True,True
61,reálněsocialistický,reálný,socialismus.sicialistický,,,0,0,2,0,0,0,0,ýkcitsilaicosěnláer,,True,True
1328,rovnoúhelník,rovný,úhel,,,0,0,2,0,0,0,0,kínlehúonvor,,True,False
1364,rudotvorný,rud,tvořit,,,0,0,2,0,0,0,0,ýnrovtodur,,False,False
880,rudodřevitý,rudý,dřevo.dřevitý,,,0,0,2,0,0,0,0,ýtiveřdodur,,True,True
753,různočnělečnost,různý,čnělečný.čnělka,,,0,0,2,0,1,0,různočnělečný,tsončelěnčonzůr,,True,True
587,rychločlun,rychlý,člun,,,0,0,2,0,0,0,0,nulčolhcyr,,True,True
1326,rychlokurs,rychlý,kurs,,,0,0,2,0,0,0,0,srukolhcyr,,True,True
1235,rychlolezení,rychlý,lezení,,,0,0,2,0,0,0,0,ínezelolhcyr,,True,True
659,rychloobčerstvení,rychlý,občerstvení,,,0,0,2,0,0,0,0,ínevtsrečboolhcyr,,True,True
1386,rychlopoma,rychlý,poma,,,0,0,2,0,0,0,0,amopolhcyr,,True,True
547,rychloportrét,rychlý,portrét,,,0,0,2,0,0,0,0,tértropolhcyr,,True,True
1283,rychlopřesun,rychlý,přesun,,,0,0,2,0,0,0,0,nuseřpolhcyr,,True,True
592,rychlosoustružník,rychlý,soustružník,,,0,0,2,0,0,0,0,kínžurtsuosolhcyr,,True,True
332,rychlotest,rychlý,test,,,0,0,2,0,0,0,0,tsetolhcyr,,True,True
410,řeckoturecký,řecký,turecký,,,0,0,2,0,0,0,0,ýkcerutokceř,,True,True
139,říšskoněmecký,říšský,německý,,,0,0,2,0,0,0,0,ýkceměnoksšíř,,True,True
1363,samodokumentovat,sám,dokumentovat,,,0,0,2,0,0,0,0,tavotnemukodomas,,False,True
613,samohojit,sám,hojit,,,0,0,2,0,0,0,0,tijohomas,,True,True
98,samochvála,sám,chvála,,,0,0,2,0,0,0,0,alávhcomas,,True,True
1484,samoklopný,sám,klopit,,,0,0,2,0,0,0,0,ýnpolkomas,,True,False
1058,samomluva,sám,mluva,,,0,0,2,0,0,0,0,avulmomas,,True,True
1055,samonabíjet,sám,nabíjet,,,0,0,2,0,0,0,0,tejíbanomas,,True,True
1448,samorozšiřovat,sám,rozšiřovat,,,0,0,2,0,0,0,0,tavořišzoromas,,True,True
452,samostříl,sám,střílet,,,0,0,2,0,0,0,0,lířtsomas,,True,True
318,samozesilovat,sám,zesilovat,,,0,0,2,0,0,0,0,tavolisezomas,,True,True
176,samozhutnitelný,sám,zhutnitelný,,,0,0,2,0,0,0,samozhutnit,ýnletintuhzomas,,True,True
1189,sebeaktivnější,sebe,aktivní,,,0,0,2,0,0,0,0,íšjěnvitkaebes,,True,True
652,sebeaktualizovat,sebe,aktualizovat,,,0,0,2,0,0,0,0,tavozilautkaebes,,True,True
381,sebeanalýza,sebe,analýza,,,0,0,2,0,0,0,0,azýlanaebes,,True,True
231,sebeblýskavější,sebe,blýskavý,,,0,0,2,0,0,0,0,íšjěvaksýlbebes,,True,True
352,sebecitlivější,sebe,citlivý,,,0,0,2,0,0,0,0,íšjěvilticebes,,True,True
203,sebečastější,sebe,častý,,,0,0,2,0,0,0,0,íšjětsačebes,,True,True
248,sebedémoničtěji,sebe,démonický,,,0,0,2,0,0,0,0,ijětčinomédebes,,True,True
68,sebediskreditace,sebe,diskreditace,,,0,0,2,0,0,0,0,ecatiderksidebes,,True,True
1011,sebenedostupněji,sebe,dostupný,,,0,0,2,0,0,0,0,ijěnputsodenebes,,True,False
720,sebedramatičtěji,sebe,dramaticky,,,0,0,2,0,0,0,0,ijětčitamardebes,,True,True
614,sebedůležitější,sebe,důležitý,,,0,0,2,0,0,0,0,íšjětiželůdebes,,True,True
1396,sebedůslednější,sebe,důsledný,,,0,0,2,0,0,0,0,íšjěndelsůdebes,,True,True
1461,sebeexekuce,sebe,exekuce,,,0,0,2,0,0,0,0,ecukexeebes,,True,True
112,sebegeniálněji,sebe,geniální,,,0,0,2,0,0,0,0,ijěnláinegebes,,True,True
1382,sebeglorifikace,sebe,glorifikace,,,0,0,2,0,0,0,0,ecakifirolgebes,,True,True
1175,sebeideálnější,sebe,ideální,,,0,0,2,0,0,0,0,íšjěnláediebes,,True,True
17,sebekonfliktnější,sebe,konfliktní,,,0,0,2,0,0,0,0,íšjěntkilfnokebes,,True,True
160,sebelaskavější,sebe,laskavý,,,0,0,2,0,0,0,0,íšjěvaksalebes,,True,True
1400,sebelítostný,sebe,lítostný,,,0,0,2,0,0,0,0,ýntsotílebes,,True,True
791,sebemalicherněji,sebe,malicherný,,,0,0,2,0,0,0,0,ijěnrehcilamebes,,True,True
307,sebemódnější,sebe,módní,,,0,0,2,0,0,0,0,íšjěndómebes,,True,True
591,sebenápaditější,sebe,nápaditý,,,0,0,2,0,0,0,0,íšjětidapánebes,,True,True
625,sebenapínavější,sebe,napínavý,,,0,0,2,0,0,0,0,íšjěvanípanebes,,True,False
953,sebenaplnění,sebe,naplněný,,,0,0,2,0,0,0,0,íněnlpanebes,,True,True
698,sebenormalizace,sebe,normalizace,,,0,0,2,0,0,0,0,ecazilamronebes,,True,True
1111,sebeobhájce,sebe,obhájce,,,0,0,2,0,0,0,0,ecjáhboebes,,True,True
296,sebeobjímavý,sebe,objímavý,,,0,0,2,0,0,0,0,ývamíjboebes,,True,True
901,sebeobrana,sebe,obrana,,,0,0,2,0,0,0,0,anarboebes,,True,True
434,sebeobsloužit,sebe,obsloužit,,,0,0,2,0,0,0,0,tižuolsboebes,,True,True
370,sebeocenění,sebe,ocenění,,,0,0,2,0,0,0,0,íněnecoebes,,True,True
1203,sebeočišťovat,sebe,očišťovat,,,0,0,2,0,0,0,0,tavoťšičoebes,,True,True
1241,sebeohlupovat,sebe,ohlupovat,,,0,0,2,0,0,0,0,tavopulhoebes,,True,True
292,sebeohrožení,sebe,ohrožení,,,0,0,2,0,0,0,0,ínežorhoebes,,True,True
1067,sebeomezenější,sebe,omezený,,,0,0,2,0,0,0,0,íšjěnezemoebes,,True,True
1107,sebeošálení,sebe,ošálení,,,0,0,2,0,0,0,0,ínelášoebes,,True,True
510,sebeplošnější,sebe,plošný,,,0,0,2,0,0,0,0,íšjěnšolpebes,,True,True
506,sebepoctivěji,sebe,poctivý,,,0,0,2,0,0,0,0,ijěvitcopebes,,True,True
947,sebenepodstatnější,sebe,podstatný,,,0,0,2,0,0,0,0,íšjěntatsdopenebes,,True,False
1069,sebepodvádět,sebe,podvádět,,,0,0,2,0,0,0,0,tědávdopebes,,True,True
844,sebeponičenější,sebe,poničený,,,0,0,2,0,0,0,0,íšjěnečinopebes,,True,True
1320,sebepošetilejší,sebe,pošetilý,,,0,0,2,0,0,0,0,íšjelitešopebes,,True,True
531,sebepoškodit,sebe,poškodit,,,0,0,2,0,0,0,0,tidokšopebes,,True,True
114,sebezpoznání,sebe,poznání,,,0,0,2,0,0,0,0,ínánzopzebes,,True,True
200,sebeprestižnější,sebe,prestižní,,,0,0,2,0,0,0,0,íšjěnžitserpebes,,True,True
989,sebeproducírování,sebe,producírování,,,0,0,2,0,0,0,0,ínávorícudorpebes,,True,True
628,sebeprokazatelný,sebe,prokazatelný,,,0,0,2,0,0,0,0,ýnletazakorpebes,,True,True
738,sebeproměna,sebe,proměna,,,0,0,2,0,0,0,0,aněmorpebes,,True,True
290,sebepřesahovat,sebe,přesahovat,,,0,0,2,0,0,0,0,tavohaseřpebes,,True,True
455,sebepřesvědčivější,sebe,přesvědčivý,,,0,0,2,0,0,0,0,íšjěvičděvseřpebes,,True,True
1383,sebepřísnější,sebe,přísný,,,0,0,2,0,0,0,0,íšjěnsířpebes,,True,False
908,sebenepřístupný,sebe,přístupný,,,0,0,2,0,0,0,0,ýnputsířpenebes,,True,False
1133,sebereflektivní,sebe,reflektivní,,,0,0,2,0,0,0,0,ínvitkelferebes,,True,True
730,seberespekt,sebe,respekt,,,0,0,2,0,0,0,0,tkepserebes,,True,True
847,seberozkládat,sebe,rozkládat,,,0,0,2,0,0,0,0,tadálkzorebes,,True,True
208,seberozkolísaněji,sebe,rozkolísaný,,,0,0,2,0,0,0,0,ijěnasílokzorebes,,True,True
1315,seberozmělňovat,sebe,rozmělňovat,,,0,0,2,0,0,0,0,tavoňlěmzorebes,,True,True
207,seberozptýlenější,sebe,rozptýlený,,,0,0,2,0,0,0,0,íšjěnelýtpzorebes,,True,True
1298,sebesakrálnější,sebe,sakrální,,,0,0,2,0,0,0,0,íšjěnlárkasebes,,True,True
715,sebesešlejší,sebe,sešlý,,,0,0,2,0,0,0,0,íšjelšesebes,,True,True
1260,sebeskvělejší,sebe,skvělý,,,0,0,2,0,0,0,0,íšjelěvksebes,,True,True
690,sebenesmyslnější,sebe,smyslný,,,0,0,2,0,0,0,0,íšjěnlsymsenebes,,True,True
820,sebesnazší,sebe,snadný,,,0,0,2,0,0,0,0,íšzansebes,,True,False
1047,sebesoustředěnější,sebe,soustředěný,,,0,0,2,0,0,0,0,íšjěnědeřtsuosebes,,True,True
661,sebestřízlivější,sebe,střízlivý,,,0,0,2,0,0,0,0,íšjěvilzířtsebes,,True,True
339,sebesubtilnější,sebe,subtilní,,,0,0,2,0,0,0,0,íšjěnlitbusebes,,True,True
864,sebeneškodnější,sebe,škodný,,,0,0,2,0,0,0,0,íšjěndokšenebes,,True,True
1251,sebetlustší,sebe,tlustý,,,0,0,2,0,0,0,0,íštsultebes,,True,True
1469,sebetradičnější,sebe,tradiční,,,0,0,2,0,0,0,0,íšjěnčidartebes,,True,True
1040,sebetrapnější,sebe,trapný,,,0,0,2,0,0,0,0,íšjěnpartebes,,True,True
1488,sebetvrdší,sebe,tvrdý,,,0,0,2,0,0,0,0,íšdrvtebes,,True,True
1169,sebeudavač,sebe,udavač,,,0,0,2,0,0,0,0,čavaduebes,,True,True
1323,sebeupřímnější,sebe,upřímný,,,0,0,2,0,0,0,0,íšjěnmířpuebes,,True,True
1447,sebeuvedení,sebe,uvedení,,,0,0,2,0,0,0,0,ínedevuebes,,True,True
1397,sebevřelejší,sebe,vřelý,,,0,0,2,0,0,0,0,íšjeleřvebes,,True,True
595,sebevydařenější,sebe,vydařený,,,0,0,2,0,0,0,0,íšjěneřadyvebes,,True,True
420,sebevyváženěji,sebe,vyvážený,,,0,0,2,0,0,0,0,ijěnežávyvebes,,True,True
694,sebevznešeněji,sebe,vznešený,,,0,0,2,0,0,0,0,ijěnešenzvebes,,True,True
711,sebezávažněji,sebe,závažný,,,0,0,2,0,0,0,0,ijěnžavázebes,,True,True
1357,sebenezáživnější,sebe,záživný,,,0,0,2,0,0,0,0,íšjěnvižázenebes,,True,False
933,sebezbožňovat,sebe,zbožňovat,,,0,0,2,0,0,0,0,tavoňžobzebes,,True,True
475,sebezelenější,sebe,zelený,,,0,0,2,0,0,0,0,íšjěnelezebes,,True,True
392,sebezesměšňovat,sebe,zesměšňovat,,,0,0,2,0,0,0,0,tavoňšěmsezebes,,True,True
1441,sebezkaženěji,sebe,zkažený,,,0,0,2,0,0,0,0,ijěnežakzebes,,True,True
424,sebeztrapnění,sebe,ztrapnění,,,0,0,2,0,0,0,0,íněnpartzebes,,True,True
301,sebezvládnutí,sebe,zvládnutí,,,0,0,2,0,0,0,0,ítundálvzebes,,True,True
66,sebežrání,sebe,žraní,,,0,0,2,0,0,0,0,ínáržebes,,True,True
97,sedmičlenný,sedm,člen,,,0,1,2,0,0,0,0,ýnnelčimdes,,True,True
1141,sedmikorunový,sedm,koruna.korunový,,,1,0,2,0,0,0,0,ývonurokimdes,,True,True
957,sedmilůžkový,sedm,lůžko.lůžkový,,,0,1,2,0,0,0,0,ývokžůlimdes,,True,True
1172,sedmasedmdesátka,sedm,sedmdesátka,,,0,0,2,0,0,0,sedmasedmdesát,aktásedmdesamdes,,True,True
567,sedmivrstvý,sedm,vrstva.vrstvý,,,0,1,2,0,0,0,0,ývtsrvimdes,,True,False
676,sedmapůlprocentní,sedm+půl,procento.procentní,,,0,1,2,0,0,0,0,íntnecorplůpamdes,[[sedm půl] procento.procentní],True,True
450,sedmdesátiletý,sedmdesát,léto.letý,,,1,1,2,0,0,0,0,ýtelitásedmdes,,True,True
949,sedmdesátimilimetrový,sedmdesát,milimetr.milimetrový,,,0,1,2,0,0,0,0,ývortemilimitásedmdes,,True,True
522,sedmnáctičlenný,sedmnáct,člen.členný,,,0,1,2,0,0,0,0,ýnnelčitcánmdes,,True,True
1078,sedmnáctigólový,sedmnáct,gól.gólový,,,0,1,2,0,0,0,0,ývológitcánmdes,,True,True
685,sedmnáctihlavý,sedmnáct,hlava,,,0,1,2,0,0,0,0,ývalhitcánmdes,,True,True
291,sedmnáctilitrový,sedmnáct,litr.litrový,,,0,0,2,0,0,0,0,ývortilitcánmdes,,True,True
1087,servohlava,servo,hlava,,,0,0,2,0,0,0,0,avalhovres,,False,True
315,severoíránský,sever,Írán.íránský.Irán.iránský,,,0,0,2,0,0,0,0,ýksnáríoreves,,True,True
834,severokambodžský,sever,Kambodža.kambodžský,,,0,0,2,0,0,0,0,ýksždobmakoreves,,True,True
237,severosomálský,sever,Somálsko.somálský,,,0,0,2,0,0,0,0,ýkslámosoreves,,True,True
348,severošvýcarský,sever,Švýcarsko.švýcarský,,,0,0,2,0,0,0,0,ýksracývšoreves,,True,True
156,severotádžický,sever,Tádžik.tádžický,,,0,0,2,0,0,0,0,ýkciždátoreves,,True,True
1163,severozápad,sever,západ,,,0,0,2,0,0,0,0,dapázoreves,,True,True
633,sexyhrátky,sexy,hrátky,,,0,0,2,0,0,0,0,yktárhyxes,,True,True
1178,sexyklip,sexy,klip,,,0,0,2,0,0,0,0,pilkyxes,,True,True
553,skorodospělý,skoro,dospělý,,,0,0,2,0,0,0,0,ýlěpsodoroks,,True,True
70,skorokandidát,skoro,kandidát,,,0,0,2,0,0,0,0,tádidnakoroks,,True,True
1137,slaboproud,slabý,proud,,,0,0,2,0,0,0,0,duorpobals,,True,True
119,sladkolistý,sladký,list,,,0,0,2,0,0,0,0,ýtsilokdals,,True,True
1186,sladkoplodý,sladký,plod,,,0,1,2,0,0,0,0,ýdolpokdals,,True,True
259,slovnědruhový,slovní,druh.druhový,,,0,0,2,0,0,0,0,ývohurděnvols,,True,True
581,smluvněprávní,smluvní,právo.právní,,,0,0,2,0,0,0,0,ínvárpěnvulms,,True,True
105,sociálněvýchovný,sociální.sociálně,výchovný,,,0,0,2,0,0,0,0,ýnvohcývěnláicos,,True,True
550,spasmolytický,spasmos,lyó,,,1,0,2,0,0,0,spasmolýza,ýkcitylomsaps,,False,False
182,společenskohistorický,společenský.společnost,historie.historický,,,0,0,2,0,0,0,0,ýkcirotsihoksnečelops,,True,True
887,společenskotřídní,společenský.společnost,třídní.třída,,,0,0,2,0,0,0,0,índířtoksnečelops,,True,True
520,spolubydlící,spolu,bydlet.bydlící,,,0,0,2,0,0,0,0,ícíldybulops,,True,True
706,spolufarník,spolu,farník,,,0,0,2,0,0,0,0,kínrafulops,,True,True
1257,spoluinvestice,spolu,investice,,,0,0,2,0,0,0,0,ecitsevniulops,,True,False
387,spolukontrolovat,spolu,kontrolovat,,,0,0,2,0,0,0,0,tavolortnokulops,,True,True
1149,spolumluvčí,spolu,mluvčí,,,0,0,2,0,0,0,0,íčvulmulops,,True,True
295,spolumukl,spolu,mukl,,,0,0,2,0,0,0,0,lkumulops,,True,True
818,spolupartajník,spolu,partajník,,,0,0,2,0,0,0,0,kínjatrapulops,,True,True
968,spolupoutník,spolu,poutník,,,0,0,2,0,0,0,0,kíntuopulops,,True,True
819,spolupředsedat,spolu,předsedat,,,0,0,2,0,0,0,0,tadesdeřpulops,,True,True
469,spoluředitel,spolu,ředitel,,,0,0,2,0,0,0,0,letideřulops,,True,True
574,spolusignatář,spolu,signatář,,,0,0,2,0,0,0,0,řátangisulops,,True,True
944,spoluúčastnit,spolu,účastnit,,,0,0,2,0,0,0,0,tintsačúulops,,True,True
1250,spoluužívat,spolu,užívat,,,0,0,2,0,0,0,0,tavížuulops,,True,True
113,spolužadatel,spolu,žadatel,,,0,0,2,0,0,0,0,letadažulops,,True,True
1164,sportregion,sport,region,,,0,0,2,0,0,0,0,noigertrops,,True,True
637,sprintrallye,sprint,rallye,,,0,0,2,0,0,0,0,eyllartnirps,,True,True
1,srbochorvátský,Srb.srbský,Chorvat.chorvatský.chorvátský,,,0,0,2,0,0,0,0,ýkstávrohcobrs,,True,True
1343,staroasyrský,starý,Asýrie.asyrský,,,0,0,2,0,0,0,0,ýksrysaorats,,True,True
143,staroegyptský,starý,Egypt.egyptský,,,0,0,2,0,0,0,0,ýkstpygeorats,,True,True
672,starokomický,starý,komika.komický,,,0,0,2,0,0,0,0,ýkcimokorats,,True,True
810,staroměstký,starý,město.městský,,,0,0,2,0,0,0,0,ýktsěmorats,,True,True
841,staromódní,starý,móda.módní,,,0,0,2,0,0,0,0,índómorats,,True,True
983,staromoravský,starý,Morava.moravský,,,0,0,2,0,0,0,0,ýksvaromorats,,True,True
2,stavbychtivý,stavba,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcybvats,,True,True
289,Stavoúdržba,stavba,údržba,,,0,0,2,0,0,0,0,abžrdúovatS,,False,True
827,stejnonožec,stejný,noha,,,0,0,2,0,0,0,0,cežononjets,,True,False
861,stejnopis,stejný,psát,,,0,0,2,0,0,0,0,siponjets,,True,False
859,stejnoslabičný,stejný,slabika.slabičný,,,0,0,2,0,0,0,0,ýnčibalsonjets,,True,True
644,stihomam,stíhat,mámit,,,0,0,2,0,0,0,0,mamohits,,True,True
1001,stokoňový,sto,kůň,,,0,1,2,0,0,0,0,ývoňokots,,True,True
1354,stomililitrový,sto,mililitr.mililitrový,,,0,1,2,0,0,0,0,ývortililimots,,True,True
804,stoprocentní,sto,procento.procentní,,,0,1,2,0,0,0,0,íntnecorpots,,True,True
335,stotunový,sto,tuna.tunový,,,0,0,2,0,0,0,0,ývonutots,,True,True
1229,stolnětenisový,stolní,tenis.tenisový,,,0,0,2,0,0,0,0,ývosinetěnlots,,True,True
682,stoptlačítko,stop,tlačítko,,,0,0,2,0,0,0,0,oktíčaltpots,,True,True
503,středohoří,střed,hora,,,0,0,2,0,0,0,0,ířohodeřts,,True,True
784,středooceánický,střed,Oceán.oceánický,,,0,0,2,0,0,0,0,ýkcináecoodeřts,,True,True
35,středozairský,střed,Zair.zairský,,,0,0,2,0,0,0,0,ýksriazodeřts,,True,True
287,stříbrnobílý,stříbrný,bílý,,,0,0,2,0,0,0,0,ýlíbonrbířts,,True,True
1016,stříbronosný,stříbro,nosný.nést,,,0,0,2,0,0,0,0,ýnsonorbířts,,True,True
122,stříbrorudný,stříbro,ruda.rudný,,,0,0,2,0,0,0,0,ýndurorbířts,,True,True
330,stříbroústý,stříbro,ústa.ústý,,,0,0,2,0,0,0,0,ýtsúorbířts,,True,True
654,studiachtivý,studium,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcaiduts,,True,True
247,styluchtivý,styl,chtít.chtivý,,,0,0,2,0,0,0,0,ývithculyts,,True,True
825,suchokvět,suchý,květ,,,0,0,2,0,0,0,0,těvkohcus,,True,True
645,superoyal,super,royal,,,0,0,2,0,0,0,0,layorepus,,True,True
1299,svatokrádež,svatý,krádež,,,0,0,2,0,0,0,0,žedárkotavs,,True,True
1359,svatomartinský,svatý,Martin.martinský,,,0,0,2,0,0,0,0,ýksnitramotavs,,True,True
1025,svatostánek,svatý,stánek,,,0,0,2,0,0,0,0,kenátsotavs,,True,True
110,svatováclavský,svatý.Svatý,Václav.václavský,,,0,0,2,0,0,0,0,ýksvalcávotavs,,True,True
909,světoběžný,svět,běh.běhat,,,0,0,2,0,0,0,0,ýnžěbotěvs,,True,False
186,světaborný,svět,bořit.borný,,,0,0,2,0,0,0,0,ýnrobatěvs,,True,True
331,světovládce,svět,vládce,,,0,0,2,0,0,0,0,ecdálvotěvs,,True,True
1161,světlobojný,světlo,bát,,,0,0,2,0,0,0,0,ýnjoboltěvs,,True,True
464,svezeníchtivý,svezení,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcínezevs,,True,True
1020,svrchuřečený,svrchu,řečený.říct,,,0,0,2,0,0,0,0,ýnečeřuhcrvs,,True,True
1232,svémoc,svůj,moc,,,0,0,2,0,0,0,0,comévs,,True,True
557,symfonickodramatický,symfonický,dramatický,,,0,0,2,0,0,0,0,ýkcitamardokcinofmys,,True,True
214,šedesátiletý,šedesát,léto.letý,,,0,0,2,0,0,0,0,ýtelitásedeš,,True,True
1334,šedesátistránkový,šedesát,stránka.stránkový,,,0,1,2,0,0,0,0,ývoknártsitásedeš,,True,True
24,šéfkreslič,šéf,kreslič,,,0,0,2,0,0,0,0,čilserkféš,,True,True
739,šéflektor,šéf,lektor,,,0,0,2,0,0,0,0,rotkelféš,,True,True
1012,šéfodborář,šéf,odborář,,,0,0,2,0,0,0,0,řárobdoféš,,True,True
999,šéfporadce,šéf,poradce,,,0,0,2,0,0,0,0,ecdaropféš,,True,True
769,šéfředitel,šéf,ředitel,,,0,0,2,0,0,0,0,letideřféš,,True,True
180,šesticentimetrový,šest,centimetr.centimetrový,,,0,1,2,0,0,0,0,ývortemitnecitseš,,True,False
579,šestilistý,šest,list,,,0,1,2,0,0,0,0,ýtsilitseš,,True,True
1471,šestilistový,šest,list.listový,,,0,0,2,0,0,0,0,ývotsilitseš,,True,True
858,šestiminutový,šest,minuta.minutový,,,0,1,2,0,0,0,0,ývotunimitseš,,True,True
897,šestimístný,šest,místo.místný,,,0,1,2,0,0,0,0,ýntsímitseš,,True,False
1190,šestiportový,šest,port.portový,,,0,1,2,0,0,0,0,ývotropitseš,,True,True
405,šestiposádkový,šest,posádka.posádkový,,,0,1,2,0,0,0,0,ývokdásopitseš,,True,True
828,šestiprostorový,šest,prostor.prostorový,,,0,1,2,0,0,0,0,ývorotsorpitseš,,True,True
1345,šestiprvkový,šest,prvek.prvkový,,,0,1,2,0,0,0,0,ývokvrpitseš,,True,True
334,šestirychlostní,šest,rychlost.rychlostní,,,1,0,2,0,0,0,0,íntsolhcyritseš,,True,True
266,šestispřežný,šest,spřeží.spřežný,,,0,0,2,0,0,0,0,ýnžeřpsitseš,,True,False
199,šestistovka,šest,sto,,,0,0,2,0,0,0,0,akvotsitseš,,True,True
42,šestistranný,šest,strana.stranný,,,0,1,2,0,0,0,0,ýnnartsitseš,,True,True
1208,šestiuncový,šest,unce.uncový,,,0,1,2,0,0,0,0,ývocnuitseš,,True,False
13,šestivazebný,šest,vazba.vazebný,,,0,1,2,0,0,0,0,ýnbezavitseš,,True,True
1499,šestivětvový,šest,větev.větvový,,,0,1,2,0,0,0,0,ývovtěvitseš,,True,True
836,šestivoltový,šest,volt.voltový,,,0,1,2,0,0,0,0,ývotlovitseš,,True,True
1455,šestisethlavý,šest+sto,hlava,,,0,1,2,0,0,0,0,ývalhtesitseš,,True,True
680,šestapadesáticentimetrový,šestapadesát,centimetr.centimetrový,,,0,1,2,0,0,0,0,ývortemitnecitásedapatseš,,True,False
1103,šestnáctifinále,šestnáct,finále,,,0,1,2,0,0,0,0,elánifitcántseš,,True,True
1154,školkychtivý,školka,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcyklokš,,True,True
1034,šrotuchtivý,šrot,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcutorš,,True,True
787,štýrskohradecký,štýrský,Hradec.hradecký,,,0,0,2,0,0,0,0,ýkcedarhoksrýtš,,True,True
1193,tajnokřídlý,tajný,křídlo,,,0,0,2,0,0,0,0,ýldířkonjat,,True,False
