novy par: afakie --> afakický	 pravidlo: N-e --> A-cký
novy par: antigravitace --> antigravitační	 pravidlo: N-ce --> A-ční
novy par: antikoncepce --> antikoncepční	 pravidlo: N-ce --> A-ční
novy par: apelace --> apelační	 pravidlo: N-ce --> A-ční
novy par: aplikace --> aplikační	 pravidlo: N-ce --> A-ční
novy par: apozice --> apoziční	 pravidlo: N-ce --> A-ční
novy par: aproximace --> aproximační	 pravidlo: N-ce --> A-ční
novy par: aretace --> aretační	 pravidlo: N-ce --> A-ční
novy par: argumentace --> argumentační	 pravidlo: N-ce --> A-ční
novy par: archivace --> archivační	 pravidlo: N-ce --> A-ční
novy par: artikulace --> artikulační	 pravidlo: N-ce --> A-ční
novy par: asanace --> asanační	 pravidlo: N-ce --> A-ční
novy par: asimilace --> asimilační	 pravidlo: N-ce --> A-ční
novy par: asistence --> asistenční	 pravidlo: N-ce --> A-ční
novy par: asociace --> asociační	 pravidlo: N-ce --> A-ční
novy par: aspirace --> aspirační	 pravidlo: N-ce --> A-ční
novy par: atestace --> atestační	 pravidlo: N-ce --> A-ční
novy par: atrakce --> atrakční	 pravidlo: N-ce --> A-ční
novy par: audience --> audienční	 pravidlo: N-ce --> A-ční
novy par: augmentace --> augmentační	 pravidlo: N-ce --> A-ční
novy par: aukce --> aukční	 pravidlo: N-ce --> A-ční
novy par: autentizace --> autentizační	 pravidlo: N-ce --> A-ční
novy par: automatizace --> automatizační	 pravidlo: N-ce --> A-ční
novy par: autoregulace --> autoregulační	 pravidlo: N-ce --> A-ční
novy par: autorizace --> autorizační	 pravidlo: N-ce --> A-ční
novy par: benefice --> benefiční	 pravidlo: N-ce --> A-ční
novy par: bilance --> bilanční	 pravidlo: N-ce --> A-ční
novy par: bioakumulace --> bioakumulační	 pravidlo: N-ce --> A-ční
novy par: biodegradace --> biodegradační	 pravidlo: N-ce --> A-ční
novy par: biokoncentrace --> biokoncentrační	 pravidlo: N-ce --> A-ční
novy par: biotransformace --> biotransformační	 pravidlo: N-ce --> A-ční
novy par: blokace --> blokační	 pravidlo: N-ce --> A-ční
novy par: bonifikace --> bonifikační	 pravidlo: N-ce --> A-ční
novy par: bránice --> brániční	 pravidlo: N-ce --> A-ční
novy par: certifikace --> certifikační	 pravidlo: N-ce --> A-ční
novy par: cirkulace --> cirkulační	 pravidlo: N-ce --> A-ční
novy par: citace --> citační	 pravidlo: N-ce --> A-ční
novy par: civilizace --> civilizační	 pravidlo: N-ce --> A-ční
novy par: dálnice --> dálniční	 pravidlo: N-ce --> A-ční
novy par: deaktivace --> deaktivační	 pravidlo: N-ce --> A-ční
novy par: decelerace --> decelerační	 pravidlo: N-ce --> A-ční
novy par: decentralizace --> decentralizační	 pravidlo: N-ce --> A-ční
novy par: dedukce --> dedukční	 pravidlo: N-ce --> A-ční
novy par: definice --> definiční	 pravidlo: N-ce --> A-ční
novy par: deflace --> deflační	 pravidlo: N-ce --> A-ční
novy par: deformace --> deformační	 pravidlo: N-ce --> A-ční
novy par: defragmentace --> defragmentační	 pravidlo: N-ce --> A-ční
novy par: defraudace --> defraudační	 pravidlo: N-ce --> A-ční
novy par: degenerace --> degenerační	 pravidlo: N-ce --> A-ční
novy par: degradace --> degradační	 pravidlo: N-ce --> A-ční
novy par: degustace --> degustační	 pravidlo: N-ce --> A-ční
novy par: dehydratace --> dehydratační	 pravidlo: N-ce --> A-ční
novy par: deinstalace --> deinstalační	 pravidlo: N-ce --> A-ční
novy par: dekantace --> dekantační	 pravidlo: N-ce --> A-ční
novy par: dekarboxylace --> dekarboxylační	 pravidlo: N-ce --> A-ční
novy par: deklamace --> deklamační	 pravidlo: N-ce --> A-ční
novy par: deklarace --> deklarační	 pravidlo: N-ce --> A-ční
novy par: dekompozice --> dekompoziční	 pravidlo: N-ce --> A-ční
novy par: dekomprimace --> dekomprimační	 pravidlo: N-ce --> A-ční
novy par: dekontaminace --> dekontaminační	 pravidlo: N-ce --> A-ční
novy par: dekorace --> dekorační	 pravidlo: N-ce --> A-ční
novy par: delegace --> delegační	 pravidlo: N-ce --> A-ční
novy par: demarkace --> demarkační	 pravidlo: N-ce --> A-ční
novy par: demobilizace --> demobilizační	 pravidlo: N-ce --> A-ční
novy par: demokratizace --> demokratizační	 pravidlo: N-ce --> A-ční
novy par: demolice --> demoliční	 pravidlo: N-ce --> A-ční
novy par: demonstrace --> demonstrační	 pravidlo: N-ce --> A-ční
novy par: demotivace --> demotivační	 pravidlo: N-ce --> A-ční
novy par: demyelinizace --> demyelinizační	 pravidlo: N-ce --> A-ční
novy par: denaturace --> denaturační	 pravidlo: N-ce --> A-ční
novy par: denitrifikace --> denitrifikační	 pravidlo: N-ce --> A-ční
novy par: depilace --> depilační	 pravidlo: N-ce --> A-ční
novy par: deportace --> deportační	 pravidlo: N-ce --> A-ční
novy par: depozice --> depoziční	 pravidlo: N-ce --> A-ční
novy par: deratizace --> deratizační	 pravidlo: N-ce --> A-ční
novy par: deregulace --> deregulační	 pravidlo: N-ce --> A-ční
novy par: derivace --> derivační	 pravidlo: N-ce --> A-ční
novy par: derogace --> derogační	 pravidlo: N-ce --> A-ční
novy par: desinfekce --> desinfekční	 pravidlo: N-ce --> A-ční
novy par: destabilizace --> destabilizační	 pravidlo: N-ce --> A-ční
novy par: destilace --> destilační	 pravidlo: N-ce --> A-ční
novy par: destinace --> destinační	 pravidlo: N-ce --> A-ční
novy par: destrukce --> destrukční	 pravidlo: N-ce --> A-ční
novy par: detekce --> detekční	 pravidlo: N-ce --> A-ční
novy par: detence --> detenční	 pravidlo: N-ce --> A-ční
novy par: determinace --> determinační	 pravidlo: N-ce --> A-ční
novy par: detonace --> detonační	 pravidlo: N-ce --> A-ční
novy par: detoxikace --> detoxikační	 pravidlo: N-ce --> A-ční
novy par: devalvace --> devalvační	 pravidlo: N-ce --> A-ční
novy par: devastace --> devastační	 pravidlo: N-ce --> A-ční
novy par: deviace --> deviační	 pravidlo: N-ce --> A-ční
novy par: devoluce --> devoluční	 pravidlo: N-ce --> A-ční
novy par: dezinfekce --> dezinfekční	 pravidlo: N-ce --> A-ční
novy par: dezinformace --> dezinformační	 pravidlo: N-ce --> A-ční
novy par: dezinsekce --> dezinsekční	 pravidlo: N-ce --> A-ční
novy par: dezintegrace --> dezintegrační	 pravidlo: N-ce --> A-ční
novy par: dezorganizace --> dezorganizační	 pravidlo: N-ce --> A-ční
novy par: dezorientace --> dezorientační	 pravidlo: N-ce --> A-ční
novy par: diference --> diferenční	 pravidlo: N-ce --> A-ční
novy par: diferenciace --> diferenciační	 pravidlo: N-ce --> A-ční
novy par: difrakce --> difrakční	 pravidlo: N-ce --> A-ční
novy par: digitalizace --> digitalizační	 pravidlo: N-ce --> A-ční
novy par: dikce --> dikční	 pravidlo: N-ce --> A-ční
novy par: dilatace --> dilatační	 pravidlo: N-ce --> A-ční
novy par: disfunkce --> disfunkční	 pravidlo: N-ce --> A-ční
novy par: diskrece --> diskreční	 pravidlo: N-ce --> A-ční
novy par: diskreditace --> diskreditační	 pravidlo: N-ce --> A-ční
novy par: diskriminace --> diskriminační	 pravidlo: N-ce --> A-ční
novy par: diskvalifikace --> diskvalifikační	 pravidlo: N-ce --> A-ční
novy par: dislokace --> dislokační	 pravidlo: N-ce --> A-ční
novy par: disociace --> disociační	 pravidlo: N-ce --> A-ční
novy par: dispozice --> dispoziční	 pravidlo: N-ce --> A-ční
novy par: disproporce --> disproporční	 pravidlo: N-ce --> A-ční
novy par: disputace --> disputační	 pravidlo: N-ce --> A-ční
novy par: distance --> distanční	 pravidlo: N-ce --> A-ční
novy par: distinkce --> distinkční	 pravidlo: N-ce --> A-ční
novy par: distribuce --> distribuční	 pravidlo: N-ce --> A-ční
novy par: diverzifikace --> diverzifikační	 pravidlo: N-ce --> A-ční
novy par: divinace --> divinační	 pravidlo: N-ce --> A-ční
novy par: dizertace --> dizertační	 pravidlo: N-ce --> A-ční
novy par: dokumentace --> dokumentační	 pravidlo: N-ce --> A-ční
novy par: dotace --> dotační	 pravidlo: N-ce --> A-ční
novy par: duplikace --> duplikační	 pravidlo: N-ce --> A-ční
novy par: dysfunkce --> dysfunkční	 pravidlo: N-ce --> A-ční
novy par: edice --> ediční	 pravidlo: N-ce --> A-ční
novy par: editace --> editační	 pravidlo: N-ce --> A-ční
novy par: edukace --> edukační	 pravidlo: N-ce --> A-ční
novy par: ejekce --> ejekční	 pravidlo: N-ce --> A-ční
novy par: ekvivalence --> ekvivalenční	 pravidlo: N-ce --> A-ční
novy par: elektroinstalace --> elektroinstalační	 pravidlo: N-ce --> A-ční
novy par: elektroluminiscence --> elektroluminiscenční	 pravidlo: N-ce --> A-ční
novy par: elevace --> elevační	 pravidlo: N-ce --> A-ční
novy par: eliminace --> eliminační	 pravidlo: N-ce --> A-ční
novy par: emanace --> emanační	 pravidlo: N-ce --> A-ční
novy par: emancipace --> emancipační	 pravidlo: N-ce --> A-ční
novy par: emigrace --> emigrační	 pravidlo: N-ce --> A-ční
novy par: emoce --> emoční	 pravidlo: N-ce --> A-ční
novy par: emulace --> emulační	 pravidlo: N-ce --> A-ční
novy par: erekce --> erekční	 pravidlo: N-ce --> A-ční
novy par: erupce --> erupční	 pravidlo: N-ce --> A-ční
novy par: esence --> esenční	 pravidlo: N-ce --> A-ční
novy par: eskalace --> eskalační	 pravidlo: N-ce --> A-ční
novy par: evakuace --> evakuační	 pravidlo: N-ce --> A-ční
novy par: evaluace --> evaluační	 pravidlo: N-ce --> A-ční
novy par: evangelizace --> evangelizační	 pravidlo: N-ce --> A-ční
novy par: evidence --> evidenční	 pravidlo: N-ce --> A-ční
novy par: evoluce --> evoluční	 pravidlo: N-ce --> A-ční
novy par: excitace --> excitační	 pravidlo: N-ce --> A-ční
novy par: exekuce --> exekuční	 pravidlo: N-ce --> A-ční
novy par: exhalace --> exhalační	 pravidlo: N-ce --> A-ční
novy par: exhibice --> exhibiční	 pravidlo: N-ce --> A-ční
novy par: exhumace --> exhumační	 pravidlo: N-ce --> A-ční
novy par: existence --> existenční	 pravidlo: N-ce --> A-ční
novy par: exkrece --> exkreční	 pravidlo: N-ce --> A-ční
novy par: expedice --> expediční	 pravidlo: N-ce --> A-ční
novy par: expirace --> expirační	 pravidlo: N-ce --> A-ční
novy par: exploatace --> exploatační	 pravidlo: N-ce --> A-ční
novy par: expozice --> expoziční	 pravidlo: N-ce --> A-ční
novy par: exspirace --> exspirační	 pravidlo: N-ce --> A-ční
novy par: extinkce --> extinkční	 pravidlo: N-ce --> A-ční
novy par: extradice --> extradiční	 pravidlo: N-ce --> A-ční
novy par: extrakce --> extrakční	 pravidlo: N-ce --> A-ční
novy par: extrapolace --> extrapolační	 pravidlo: N-ce --> A-ční
novy par: fabulace --> fabulační	 pravidlo: N-ce --> A-ční
novy par: faktorizace --> faktorizační	 pravidlo: N-ce --> A-ční
novy par: fakturace --> fakturační	 pravidlo: N-ce --> A-ční
novy par: federace --> federační	 pravidlo: N-ce --> A-ční
novy par: fermentace --> fermentační	 pravidlo: N-ce --> A-ční
novy par: fikce --> fikční	 pravidlo: N-ce --> A-ční
novy par: filtrace --> filtrační	 pravidlo: N-ce --> A-ční
novy par: finalizace --> finalizační	 pravidlo: N-ce --> A-ční
novy par: finance --> finanční	 pravidlo: N-ce --> A-ční
novy par: fixace --> fixační	 pravidlo: N-ce --> A-ční
novy par: flokulace --> flokulační	 pravidlo: N-ce --> A-ční
novy par: flotace --> flotační	 pravidlo: N-ce --> A-ční
novy par: fluktuace --> fluktuační	 pravidlo: N-ce --> A-ční
novy par: fluorescence --> fluorescenční	 pravidlo: N-ce --> A-ční
novy par: fokusace --> fokusační	 pravidlo: N-ce --> A-ční
novy par: formace --> formační	 pravidlo: N-ce --> A-ční
novy par: formalizace --> formalizační	 pravidlo: N-ce --> A-ční
novy par: formulace --> formulační	 pravidlo: N-ce --> A-ční
novy par: fragmentace --> fragmentační	 pravidlo: N-ce --> A-ční
novy par: frakce --> frakční	 pravidlo: N-ce --> A-ční
novy par: frakcionace --> frakcionační	 pravidlo: N-ce --> A-ční
novy par: frekvence --> frekvenční	 pravidlo: N-ce --> A-ční
novy par: fundace --> fundační	 pravidlo: N-ce --> A-ční
novy par: funkce --> funkční	 pravidlo: N-ce --> A-ční
novy par: galvanizace --> galvanizační	 pravidlo: N-ce --> A-ční
novy par: garance --> garanční	 pravidlo: N-ce --> A-ční
novy par: generace --> generační	 pravidlo: N-ce --> A-ční
novy par: gestace --> gestační	 pravidlo: N-ce --> A-ční
novy par: globalizace --> globalizační	 pravidlo: N-ce --> A-ční
novy par: granulace --> granulační	 pravidlo: N-ce --> A-ční
novy par: gratulace --> gratulační	 pravidlo: N-ce --> A-ční
novy par: gravitace --> gravitační	 pravidlo: N-ce --> A-ční
novy par: habilitace --> habilitační	 pravidlo: N-ce --> A-ční
novy par: halucinace --> halucinační	 pravidlo: N-ce --> A-ční
novy par: harmonizace --> harmonizační	 pravidlo: N-ce --> A-ční
novy par: hibernace --> hibernační	 pravidlo: N-ce --> A-ční
novy par: homogenizace --> homogenizační	 pravidlo: N-ce --> A-ční
novy par: homologace --> homologační	 pravidlo: N-ce --> A-ční
novy par: hospitalizace --> hospitalizační	 pravidlo: N-ce --> A-ční
novy par: hranice --> hraniční	 pravidlo: N-ce --> A-ční
novy par: humanizace --> humanizační	 pravidlo: N-ce --> A-ční
novy par: hybridizace --> hybridizační	 pravidlo: N-ce --> A-ční
novy par: hydratace --> hydratační	 pravidlo: N-ce --> A-ční
novy par: hydrogenace --> hydrogenační	 pravidlo: N-ce --> A-ční
novy par: hydroizolace --> hydroizolační	 pravidlo: N-ce --> A-ční
novy par: hydromeliorace --> hydromeliorační	 pravidlo: N-ce --> A-ční
novy par: hyperinflace --> hyperinflační	 pravidlo: N-ce --> A-ční
novy par: charakterizace --> charakterizační	 pravidlo: N-ce --> A-ční
novy par: identifikace --> identifikační	 pravidlo: N-ce --> A-ční
novy par: iluminace --> iluminační	 pravidlo: N-ce --> A-ční
novy par: ilustrace --> ilustrační	 pravidlo: N-ce --> A-ční
novy par: imatrikulace --> imatrikulační	 pravidlo: N-ce --> A-ční
novy par: imigrace --> imigrační	 pravidlo: N-ce --> A-ční
novy par: imitace --> imitační	 pravidlo: N-ce --> A-ční
novy par: imobilizace --> imobilizační	 pravidlo: N-ce --> A-ční
novy par: impedance --> impedanční	 pravidlo: N-ce --> A-ční
novy par: implantace --> implantační	 pravidlo: N-ce --> A-ční
novy par: implementace --> implementační	 pravidlo: N-ce --> A-ční
novy par: implikace --> implikační	 pravidlo: N-ce --> A-ční
novy par: impregnace --> impregnační	 pravidlo: N-ce --> A-ční
novy par: improvizace --> improvizační	 pravidlo: N-ce --> A-ční
novy par: imputace --> imputační	 pravidlo: N-ce --> A-ční
novy par: imunizace --> imunizační	 pravidlo: N-ce --> A-ční
novy par: imunomodulace --> imunomodulační	 pravidlo: N-ce --> A-ční
novy par: inaugurace --> inaugurační	 pravidlo: N-ce --> A-ční
novy par: incidence --> incidenční	 pravidlo: N-ce --> A-ční
novy par: indexace --> indexační	 pravidlo: N-ce --> A-ční
novy par: indikace --> indikační	 pravidlo: N-ce --> A-ční
novy par: indoktrinace --> indoktrinační	 pravidlo: N-ce --> A-ční
novy par: indukce --> indukční	 pravidlo: N-ce --> A-ční
novy par: industrializace --> industrializační	 pravidlo: N-ce --> A-ční
novy par: inervace --> inervační	 pravidlo: N-ce --> A-ční
novy par: infekce --> infekční	 pravidlo: N-ce --> A-ční
novy par: inference --> inferenční	 pravidlo: N-ce --> A-ční
novy par: infiltrace --> infiltrační	 pravidlo: N-ce --> A-ční
novy par: inflace --> inflační	 pravidlo: N-ce --> A-ční
novy par: informace --> informační	 pravidlo: N-ce --> A-ční
novy par: informatizace --> informatizační	 pravidlo: N-ce --> A-ční
novy par: inhalace --> inhalační	 pravidlo: N-ce --> A-ční
novy par: inhibice --> inhibiční	 pravidlo: N-ce --> A-ční
novy par: iniciace --> iniciační	 pravidlo: N-ce --> A-ční
novy par: inicializace --> inicializační	 pravidlo: N-ce --> A-ční
novy par: injekce --> injekční	 pravidlo: N-ce --> A-ční
novy par: inklinace --> inklinační	 pravidlo: N-ce --> A-ční
novy par: inkubace --> inkubační	 pravidlo: N-ce --> A-ční
novy par: inkvizice --> inkviziční	 pravidlo: N-ce --> A-ční
novy par: inovace --> inovační	 pravidlo: N-ce --> A-ční
novy par: inscenace --> inscenační	 pravidlo: N-ce --> A-ční
novy par: inseminace --> inseminační	 pravidlo: N-ce --> A-ční
novy par: insolvence --> insolvenční	 pravidlo: N-ce --> A-ční
novy par: inspekce --> inspekční	 pravidlo: N-ce --> A-ční
novy par: inspirace --> inspirační	 pravidlo: N-ce --> A-ční
novy par: instalace --> instalační	 pravidlo: N-ce --> A-ční
novy par: instance --> instanční	 pravidlo: N-ce --> A-ční
novy par: instituce --> instituční	 pravidlo: N-ce --> A-ční
novy par: instrukce --> instrukční	 pravidlo: N-ce --> A-ční
novy par: instrumentace --> instrumentační	 pravidlo: N-ce --> A-ční
novy par: integrace --> integrační	 pravidlo: N-ce --> A-ční
novy par: inteligence --> inteligenční	 pravidlo: N-ce --> A-ční
novy par: intence --> intenční	 pravidlo: N-ce --> A-ční
novy par: intenzifikace --> intenzifikační	 pravidlo: N-ce --> A-ční
novy par: interakce --> interakční	 pravidlo: N-ce --> A-ční
novy par: interference --> interferenční	 pravidlo: N-ce --> A-ční
