lemma	parents
dvouapůlkilogramový	dva půl kilogram
dvouapůlkilometrový	dva půl kilometr
dvouapůlpalcový	dva půl palec
dvouapůlpokojový	dva půl pokoj
dvouapůlprocentní	dva půl procento
dvouapůltisíciletý	dva půl tisíc léto
dvouapůltunový	dva půl tuna
dvouargumentový	dva argument
dvouarový	dva ar
dvouatomový	dva atom
dvouatriový	dva atrium
dvouautorský	dva autor
dvoubarevný	dva barva
dvoubříškový	dva bříško
dvoucestný	dva cesta
dvoučlánkový	dva článek
dvoučlenný	dva člen
dvoudějový	dva děj
dvoudesítkový	dva desítka
dvoudřez	dva dřez
dvoudvorcový	dva dvorec
dvouetážový	dva etáž
dvoueurovka	dva euro
dvoufázový	dva fáze
dvougenerační	dva generace
dvouhodnotový	dva hodnota
dvouklíčový	dva klíč
dvoukošový	dva koš
dvoukvětý	dva květ
dvoulaločnatý	dva lalok
dvoulaločný	dva lalok
dvouletý	dva rok
dvoumotor	dva motor
dvouocasý	dva ocas
dvouodrůdový	dva odrůda
dvouohniskový	dva ohnisko
dvouoký	dva oko
dvouoperátorový	dva operátor
dvouostruhý	dva ostruha
dvoupásmový	dva pásmo
dvoupavilon	dva pavilon
dvoupedálový	dva pedál
dvoupilířový	dva pilíř
dvouplaneta	dva planeta
dvouplošný	dva plocha
dvoupouzdří	dva pouzdro
dvoupouzdrý	dva pouzdro
dvoupříjmový	dva příjem
dvouprogram	dva program
dvouprstencový	dva prstenec
dvoupyský	dva pysk
dvouranový	dva rána
dvourázový	dva ráz
dvourežimní	dva režim
dvourozhledna	dva rozhledna
dvourozsahový	dva rozsah
dvousborový	dva sbor
dvousegmentový	dva segment
dvousekundový	dva sekunda
dvousetčtyřicetimiliardový	dva sto čtyřicet miliarda
dvousetčtyřicetiprocentní	dva sto čtyřicet procento
dvousetčtyřicetistránkový	dva sto čtyřicet stránka
dvousetčtyřicetitisícový	dva sto čtyřicet tisíc
dvousetdílkový	dva sto dílek
dvousetdolarový	dva sto dolar
dvousetdrachmový	dva sto drachma
dvousethektarový	dva sto hektar
dvousetkolový	dva sto kolo
dvousetnohý	dvě sto noha
dvousetosmimilionový	dva sto osm milion
jednodížový	jeden díž
jednodobý	jeden doba
jednodolarový	jeden dolar
jednodomý	jeden dům
jednodotykový	jeden dotykový
jednodruhový	jeden druh
jednoduchý	jeden duch
jednodvéřový	jeden dveře
jednoetapový	jeden etapa
jednofaktorový	jeden faktor
jednoformulářový	jeden formulář
jednofotonový	jeden foton
jednofunkční	jeden funkce
jednogenerační	jeden generace
jednogólový	jeden gól
jednohadicový	jeden hadice
jednohektarový	jeden hektar
jednohlas	jeden hlas
jednohláskový	jeden hláska
jednohlavňový	jeden hlaveň
jednohlavý	jeden hlava
jednohodinový	jeden hodina
jednohrbě	jednohrbý
jednohrbý	jeden hrb
jednohubka	jeden huba
jednohvězdičkový	jeden hvězdička
jednoinstanční	jeden instance
jednojaderný	jeden jádro
jednojazýčkový	jeden jazýček
jednojazyčný	jeden jazyk
jednojehlový	jedno jehla
acidofobie	-acid- -fob-
aerofobie	-aer- -fob-
agorafobie	-agora- -fob-
aichmofobie	-aichm- -fob-
alopecie	-alopek-
anageneze	-ana- geneze
androkracie	-andr- -krat-
anglofobie	Anglie -fob-
anglosas	Anglie Sas
antropofobie	-anthrop- -fob-
arachnofobie	-arachn- -fob-
architektura	-arch- -takt-
aristokracie	-arist- -krat-
autokracie	-aut- -krat-
automacie	automacie
autožárovka	auto žárovka
babochlap	baba chlap
balkanolog	Balkán -log-
bifida	-bi- -fid-
bigarádie	bigarádie
bílobéžový	bílý béžový
bíločernohnědý	bílý černý hnědý
bíločervenohnědý	bílý červený hnědý
bíločervenomodrý	bílý červený modrý
bíločervenozelený	bílý červený zelený
bíločervenožlutý	bílý červený žlutý
bílofialovorůžový	bílý fialový růžový
bílofialový	bílý fialový
bílohnědočerný	bílý hnědý černý
bílohnědý	bílý hnědý
bílokarmínový	bílý karmínový
bílokarpatský	bílý Karpaty
bílokostelecký	bílý Kostelec
bílokostelský	bílý Kostel
bílomasý	bílý maso
bílomodro	bílý modrý
bílomodročervený	bílý modrý červený
bílomodrofialový	bílý modrý fialový
bílomodrošedý	bílý modrý šedý
bílonachový	bílý nachový
bílonohý	bílý noha
bílopesíkatý	bílý pesík
bíloplášťový	bílý plášť
bíloplodý	bílý plod
bílopodolský	bílý Podolí
bílopotocký	bílý potok
bílorudý	bílý rudý
bílorůžový	bílý růžový
bílošedomodrý	bílý šedý modrý
bílošedý	bílý šedý
bílozelenohnědý	bílý zelený hnědý
bíložlutomodrý	bílý žlutý modrý
bíložlutozelený	bílý žlutý zelený
biochlapeček	-bio- chlapeček
biofacie	-bio- -fac-
biofobie	-bio- -fob-
biokafe	-bio- kafe
bipedie	-bi- -pes-
blankoakceptant	blank akceptant
bohočlověk	bůh člověk
brestlitevský	Brest Litva
bronchologie	-bronch- -log-
buzerplac	buzerovat plac
byrokracie	-byr- -krat-
čechofobie	Čech -fob-
centrifuga	-centr- -fug-
černokaspický	černý Kaspik
cholelithiáza	-chol- -lith-
chromniklový	chrom nikl
cykloakrobacie	-cykl- akrobacie
cyklopolicie	-cykl- policie
cyklorozcestník	-cykl- rozcestník
dělbuch	dělo bouchat
demokracie	-dem- -krat-
diskomelodie	disko melodie
divukrásný	div krásný
donkichot	don Quijote
donquijotský	don Quijote
drátosklo	drát sklo
dysmorfofobie	-dys- -morf- -fob-
ekopodnikatel	-eko- podnikatel
etnokracie	-etn- -krat-
etopedie	-etho- -paid-
eurobyrokracie	-eur- -byr- -krat-
eurokracie	-eur- -krat-
exmonarcha	-ex- monarcha
faxmodem	fax modem
ferdomravencovský	Ferda mravenec
fízlokracie	fízl -krat-
frankofobie	-frank- -fob-
gelotofobie	-tol- -fob-
geomancie	-geo- -mant-
germanofobie	Germán -fob-
gerontokracie	-geront- -krat-
gestaltpsychologie	gestalt psychologie
gnoseologie	-gnos- -log-
gonokok	-gon- -kok-
gymnaestráda	-gymn- estráda
heteroploidie	-heter- -plo-
hlubotisk	hluboký tisk
holoenzym	-hol- enzym
hypnopedie	-hypn- -paid-
ideopolicie	idea policie
idiosynkracie	-idio- -syn- -krat-
intimsprej	intimní sprej
intramuskulární	-intra- muskulární
jetelotravní	jetel tráva
jódškrobový	jód škrob
kamenotisk	kámen tisk
kancerofobie	-kancer- -fob-
karcinofobie	-karcin- -fob-
karpologie	-karp- -log-
kaštanozem	kaštan zem
kolopásový	kolo pás
kolovrat	kolo vrtět
konkávkonvexní	konkávní konvexní
kovomodelář	kov modelář
kovotepec	kov tepat
kožojed	kůže jíst
kremlologie	Kreml -log-
krimikomedie	-krimi- komedie
krvotok	krev tok
kryptobolševik	-krypt- bolševik
kulturnětechnický	kulturní technický
kvazizednářský	-kvazi- zednář
laliofobie	-lali- -fob-
lalokoploutvý	lalok ploutev
letlampa	letovat lampa
letokruh	léto kruh
leukosafír	-leuk- safír
litofacie	-lith- -fac-
logofobie	-log- -fob-
logopedie	-log- -paid-
lužickosrbský	lužický Srbsko
lymforetikulární	lymfa retikulární
makrodoncie	-makr- -odont-
mammologie	-mamm- -log-
meritokracie	-merit- -krat-
metanefridie	metanefridie
mikrocie	-mikr- -ot-
mikrodoncie	-mikr- -odont-
mikrowatthodina	mikrowatt hodina
mimoabonentní	mimo abonent
mimoakademický	mimo akademie
mimoodvolací	mimo odvolání
mimoohniskový	mimo ohnisko
mimoolomoucký	mimo Olomouc
mimooperní	mimo opera
mimoosobní	mimo osoba
mimoosový	mimo osa
mimoostravský	mimo Ostrava
mimopánevní	mimo pánev
mimopardubický	mimo Pardubice
mimoparlamentní	mimo parlament
mimopecní	mimo pec
mimoplatový	mimo plat
mimoplicní	mimo plíce
mimoplzeňský	mimo Plzeň
mimopočítačový	mimo počítač
mimopodnikový	mimo podnik
mimopolicejní	mimo policie
mimopolitický	mimo politika
mimopoštovní	mimo pošta
mimopracovní	mimo práce
mimopražský	mimo Praha
mimoprodejní	mimo prodej
mimoprodukční	mimo produkce
mimoprostějovský	mimo Prostějov
mimoprostor	mimo prostor
mimoprostorový	mimoprostor
mimopstruhový	mimo pstruh
mimoracionální	mimo racionální
mimořádný	mimo řád
mimorakouský	mimo Rakousko
mimorakovnický	mimo Rakovník
mimorámový	mimo rám
mimořečový	mimo řeč
mimoregionální	mimo region
mimorevoluční	mimo revoluce
mimoringový	mimo ring
mimořitní	mimo řiť
mimorozhlasový	mimo rozhlas
mimorozpočtový	mimo rozpočet
mimorozumový	mimo rozum
mimosemilský	mimo Semily
mimosezonní	mimo sezona
mimosezónní	mimo sezóna
mimosilniční	mimo silnice
mimoškolní	mimo škola
mimoškolský	mimo škola
mimoskupinový	mimo skupina
mimoslovenský	mimo Slovensko
mimoslovní	mimo slovo
mimoslužební	mimo služba
mimosměnečný	mimo směnka
mimosmluvní	mimo smlouva
mimosmyslový	mimo smysl
mimosoudní	mimo soud
mimosoustavový	mimo soustava
mimošpičkový	mimo špička
mimospolečenský	mimo společnost
mimosportovní	mimo sport
mimostátní	mimo stát
mimostaveništní	mimo staveniště
mimostranický	mimo strana
mimostředný	mimo střed
mimostřevní	mimo střevo
mimosvazový	mimo svaz
mimosvětský	mimo svět
mimosystémový	mimo systém
mimotarifní	mimo tarif
mimotělní	mimo tělo
mimotextový	mimo text
mimoto	mimo to
mimotopný	mimo topit
mimotropický	mimo tropy
mimotržní	mimo trh
mimoučební	mimo učebna
mimoúčetní	mimo účet
mimoumělecký	mimo umělec
mimouniverzitní	mimo univerzita
mimoúřední	mimo úřad
mimoúrovňový	mimo úroveň
mimoústavní	mimo ústava
mimoúvěrový	mimo úvěr
mimovědecký	mimo věda
mimovědní	mimo věda
mimovegetační	mimo vegetace
mimovládní	mimo vláda
mimovojenský	mimo vojín
mimovolní	mimo vůle
mimovýcvikový	mimo výcvik
mimovýrobní	mimo výroba
mimovyučovací	mimo vyučování
mimozákonný	mimo zákon
mimozaměstnanecký	mimo zaměstnanec
mimozáruční	mimo záruka
mimozávodní	mimo závod
mimozávodový	mimo závod
mimozemský	mimo země
mimozemšťan	mimozemský
mimozkušenostní	mimo zkušenost
mimozlínský	mimo Zlín
mimózovitý	mimóza
mimozrakový	mimo zrak
mincmistr	mince mistr
mineralogie	minerál -log-
mineralokortikoid	minerál kortikoid
mineraloterapie	minerál terapie
minerogenní	minerál -gen-
minesängr	minesängr
miniaféra	-mini- aféra
miniagentura	-mini- agentura
miniaktovka	-mini- aktovka
minialbum	-mini- album
minialiance	-mini- aliance
minianketa	-mini- anketa
miniaplikace	-mini- aplikace
miniarboretum	-mini- arboretum
miniaréna	-mini- aréna
miniarmáda	-mini- armáda
miniatlásek	-mini- atlásek
miniaturgolf	miniatura golf
miniaukce	-mini- aukce
miniautíčko	-mini- autíčko
minibar	-mini- bar
minibasketbal	-mini- basketbal
minibazárek	-mini- bazárek
minibáze	-mini- báze
minibible	-mini- bible
minibikař	-mini- bike
minibook	-mini- book
minibox	-mini- box
minibus	-mini- bus
minibusta	-mini- busta
minibyt	-mini- byt
minibyteček	-mini- byteček
minicartridge	-mini- cartridge
minicartridgový	minicartridge
minicartridžový	minicartridge
minicentrum	-mini- centrum
minicívka	-mini- cívka
minicopánek	-mini- copánek
minicvičák	-mini- cvičák
minicyklus	-mini- cyklus
minidelegace	-mini- delegace
minidélka	-mini- délka
miniderby	-mini- derby
minidesert	-mini- desert
minideska	-mini- deska
minidesktop	-mini- desktop
minidílko	-mini- dílko
minidisk	-mini- disk
minidisketa	-mini- disketa
minidistributor	-mini- distributor
minidivadlo	-mini- divadlo
minidomek	-mini- domek
minidrama	-mini- drama
minidružice	-mini- družice
minidružstvo	-mini- družstvo
minidvorek	-mini- dvorek
minieditor	-mini- editor
minielektrárna	-mini- elektrárna
miniepos	-mini- epos
miniexpozice	-mini- expozice
minifederace	-mini- federace
minifestival	-mini- festival
minifestiválek	-mini- festiválek
minifigurka	-mini- figurka
minifilm	-mini- film
minifirma	-mini- firma
minifontánka	-mini- fontánka
miniformace	-mini- formace
miniformát	-mini- formát
minigalerie	-mini- galerie
minigraf	-mini- graf
minigril	-mini- gril
miniheparinizace	-mini- heparinizace
miniherna	-mini- herna
minihokej	-mini- hokej
minihokejka	-mini- hokejka
minihotýlek	-mini- hotýlek
minihuť	-mini- huť
minihydraulika	-mini- hydraulika
miniimpérium	-mini- impérium
miniinterrupce	-mini- interrupce
miniinterview	-mini- interview
minijeviště	-mini- jeviště
minikalkulačka	-mini- kalkulačka
minikamera	-mini- kamera
minikampaň	-mini- kampaň
minikárista	-mini- kára
minikarta	-mini- karta
minikartridž	-mini- kartridž
minikavárna	-mini- kavárna
minikazeta	-mini- kazeta
minikino	-mini- kino
miniklan	-mini- klan
miniklávesnice	-mini- klávesnice
miniklobáska	-mini- klobáska
minikmen	-mini- kmen
miniknížečka	-mini- knížečka
miniknížka	-mini- kníže
minikobylčin	-mini- kobylka
minikoláček	-mini- koláček
minikolonie	-mini- kolonie
minikomedie	-mini- komedie
minikomise	-mini- komise
minikopie	-mini- kopie
minikošíková	-mini- košík
minikosmodrom	-mini- kosmodrom
minikraťoučký	-mini- kratoučký
minikrize	-mini- krize
minikuchyně	-mini- kuchyně
minikuchyňka	-mini- kuchyňka
minikufřík	-mini- kufřík
minikulečník	-mini- kulečník
minikuře	-mini- kuře
minikurz	-mini- kurz
minilab	-mini- alba
minilaboratoř	-mini- laboratoř
minilampička	-mini- lampička
minilebčička	-mini- lebčička
minilékárna	-mini- lékárna
minilekce	-mini- lekce
miniletadlo	-mini- letadlo
miniliga	-mini- liga
miniložnice	-mini- ložnice
minimainframe	-mini- mainframe
minimanuál	-mini- manuál
minimax	-mini- max
minimedailonek	-mini- medailonek
minimeditace	-mini- meditace
minimenšina	-mini- menšina
miniměstečko	-mini- městečko
miniměsto	-mini- město
minimetro	-mini- metro
minimlékárna	-mini- lékárna
minimodul	-mini- modul
minimonografie	-mini- monografie
minimotocykl	-mini- motocykl
minimotorka	-mini- motorka
minimotůrek	-mini- motorek
minimozaika	-mini- mozaika
minimuzeum	-mini- muzeum
minimuzikál	-mini- muzikál
mininárod	-mini- národ
mininotebook	-mini- notebook
mininovela	-mini- novela
miniobchod	-mini- obchod
miniobchůdek	-mini- obchod
miniokénko	-mini- okénko
miniopera	-mini- opera
minioperace	-mini- operace
miniorchestr	-mini- orchestr
miniorganizace	-mini- organizace
minipartie	-mini- partie
minipivovar	-mini- pivovar
minipivovárek	-mini- pivovárek
miniplátno	-mini- plátno
miniplavečky	-mini- plavečky
minipočítač	-mini- počítač
minipódium	-mini- pódium
minipodnik	-mini- podnik
minipodoba	-mini- podoba
miniponorka	-mini- ponorka
miniposádka	-mini- posádka
minipostava	-mini- postava
minipotůček	-mini- potůček
minipovídka	-mini- povídka
minipovstání	-mini- povstání
minipozemeček	-mini- pozemeček
minipředsíňka	-mini- předsíňka
minipředstavení	-mini- představení
minipřehlídka	-mini- přehlídka
minipřevrat	-mini- převrat
minipřípravek	-mini- přípravek
minipříručka	-mini- příručka
minipříslušenství	-mini- příslušenství
miniprocesor	-mini- procesor
miniprodukce	-mini- produkce
miniprogram	-mini- program
miniprohlížeč	-mini- prohlížeč
miniproslov	-mini- proslov
miniprostor	-mini- prostor
miniprůzkum	-mini- průzkum
minipuchýř	-mini- puchýř
miniradiátor	-mini- radiátor
minirampa	-mini- rampa
minirecenze	-mini- recenze
minireceptář	-mini- receptář
minirecitál	-mini- recitál
minireflexe	-mini- reflexe
miniregion	-mini- region
minirelé	-mini- relé
miniremoska	-mini- remoska
minireportáž	-mini- reportáž
minirepro	-mini- repro
minirepublika	-mini- republika
miniretrospektiva	-mini- retrospektiva
minirevolta	-mini- revolta
miniromán	-mini- román
minirozcvička	-mini- rozcvička
minirozhovor	-mini- rozhovor
minirozměr	-mini- rozměr
minirozpočet	-mini- rozpočet
miniruleta	-mini- ruleta
minirypadlo	-mini- rypadlo
minirýpadlo	-mini- rýpadlo
minisádka	-mini- sádka
minisága	-mini- sága
minisalón	-mini- salón
minisalonek	-mini- salonek
minišaty	-mini- šaty
minisbírka	-mini- sbírka
minischodek	-mini- schodek
minisekce	-mini- sekce
minisen	-mini- sen
miniseriál	-mini- seriál
minisérie	-mini- série
miniseznam	-mini- seznam
minishow	-mini- show
minisídliště	-mini- sídliště
minisignál	-mini- signál
minisíť	-mini- síť
miniskalka	-mini- skalka
miniskansen	-mini- skanzen
miniskanzen	-mini- skanzen
miniskládka	-mini- skládka
miniskok	-mini- skok
miniskupina	-mini- skupina
minislabikář	-mini- slabikář
minislovník	-mini- slovník
minisluchátko	-mini- sluchátko
minisněm	-mini- sněm
minišňůra	-mini- šňůra
minisoft	-mini- soft
minisonda	-mini- sonda
minisopka	-mini- sopka
minisouboj	-mini- souboj
minisoubor	-mini- soubor
minisporťák	-mini- sporťák
ministánek	-mini- stánek
ministanice	-mini- stanice
ministát	-mini- stát
ministavba	-mini- stavba
ministávka	-mini- stávka
ministoleček	-mini- stoleček
ministrana	-mini- strana
ministromek	-mini- stromek
ministrovávání	ministrovávat
ministudio	-mini- studio
minisukně	-mini- sukně
minisukýnka	minisukně
minisummit	-mini- summit
minisuperpočítač	-mini- superpočítač
minisvět	-mini- svět
minisympozium	-mini- sympozium
minitablet	-mini- tablet
minitabletka	-mini- tabletka
minitabulka	-mini- tabulka
minitaháček	-mini- taháček
minitelevizor	-mini- televizor
minitělísko	-mini- tělísko
minitělocvična	-mini- tělocvična
minitéma	-mini- téma
minitest	-mini- test
minitext	-mini- text
minitiskárna	-mini- tiskárna
minitower	-mini- tower
minitrackball	-mini- trackball
minitribuna	-mini- tribuna
minitřída	-mini- třída
miniturné	-mini- turné
miniúhloměr	-mini- úhloměr
miniuložení	-mini- uložení
miniuložený	-mini- uložený
miniuložit	-mini- uložit
miniuložitelný	-mini- uložit
miniuloživší	-mini- uložit
miniústředna	-mini- ústředna
miniutkání	-mini- utkání
miniúzemí	-mini- území
miniválka	-mini- válka
minivan	-mini- van
minivana	-mini- vana
minivarhany	-mini- varhany
minivečírek	-mini- večírek
miniveletrh	-mini- veletrh
minivětráček	-mini- větráček
minivěž	-mini- věž
minivozidlo	-mini- vozidlo
minivozítko	-mini- vozítko
minivrtulník	-mini- vrtulník
minivůz	-mini- vůz
minivysavač	-mini- vysavač
minivysílačka	-mini- vysílačka
minivýsledek	-mini- výsledek
minivýstavka	-mini- výstavka
miniworkshop	-mini- workshop
minižáček	-mini- žáček
minizáchodek	-mini- záchodek
minizahrada	-mini- zahrada
minizahrádka	-mini- zahrádka
minižák	-mini- žák
minizákusek	-mini- zákusek
minizápas	-mini- zápas
minižárovka	-mini- žárovka
minizásoba	-mini- zásoba
minizávod	-mini- závod
minizkouška	-mini- zkouška
miniznačka	-mini- značka
minizoo	-mini- zoo
minizrcadlo	-mini- zrcadlo
monokracie	-mon- -krat-
monokulár	-mon- okulár
monopol	-mon- -pol-
monorchidie	-mon- -orchi-
multimixér	-multi- mixér
nekromancie	-nekr- -mant-
neznaboh	znát bůh
nigerokordofánský	Niger Kordofán
nízkokvalitní	nízký kvalita
nízkopásmový	nízký pásmo
nomokracie	-nom- -krat-
ofiomancie	-ofi- -mant-
oftalmopedie	-ofthalm- -paid-
olejotisk	olej tisk
omfalomancie	-omfal- -mant-
opočlověk	op člověk
optočlen	-opt- člen
oranžovočelý	oranžový čelo
organologie	orgán -log-
orlosup	orel sup
orthopedie	-orth- -pes-
ortodoncie	-orth- -odont-
ortopedie	-orth- -paid-
osteomalacie	-oste- -malak-
ozembouch	zem bouchat
palilogie	-pali- -log-
pantofobie	-pant- -fob-
paraskupina	-para- skupina
pecivál	pec válet
pětatřicátník	pětatřicet
pěticoulový	pět coul
petrklíč	Petr klíč
pevnolátkový	pevný látka
plavovlasý	plavý vlas
plnostěnný	plný stěna
ploskozubec	ploský zub
plutokracie	-plut- -krat-
polykracie	-poly- -krat-
polyodoncie	-poly- -odont-
pomelo	pomelo
pomologie	-pom- -log-
pornokino	porno kino
postdemokracie	-post- demokracie
postpozice	-post- pozice
praxeologie	-prax- -log-
předozadní	přední zadní
pršinos	pršet nos
prvomájový	prvý máj
prvotisk	prvý tisk
psychofarmacie	-psych- farmacie
psychopedie	-psych- -paid-
půdopokryvný	půda pokrývat
půdotok	půda tok
radiofobie	-radi- -fob-
radiofóbie	-radi- -fob-
rádobykomedie	rádoby komedie
retrokomedie	-retr- komedie
rozumbrada	rozum brada
rusofobie	Rus -fob-
šalinkarta	šalina karta
samochladit	sám chladit
samochod	sám chodit
samochválit	samochvála
samočinný	sám činný
samočistit	sám čistit
samodefinovat	sám definovat
samodezinfekční	sám dezinfekční
samodokumentovat	sám dokumentovat
samodruhý	sám druhý
samodružný	sám družný
samodržný	sám držet
samofinancovat	sám financovat
samofokusace	sám fokusace
samohláska	sám hláska
samohojení	samohojit
samohojit	sám hojit
samohonka	samohonka
samohrajka	sám hrát
samohyb	sám hýbat
samoidentifikovat	sám identifikovat
samoindukce	sám indukce
samoinstalovat	sám instalovat
samojed	sám jíst
samojediný	sám jediný
samojistit	sám jistit
samojízdný	sám jezdit
samokalibrovat	sám kalibrovat
samoklopný	sám klopit
samokonfigurovat	sám konfigurovat
samokontrola	sám kontrola
samokřídlo	sám křídlo
samoléčit	sám léčit
samolez	sám lézt
samolikvidovat	sám likvidovat
samomat	sám mat
samomazný	sám mazat
samonabíjet	sám nabíjet
samonakladatel	sám nakladatel
samonapadnout	sám napadnout
samonasávat	sám nasávat
samonaštvat	sám naštvat
samonavádět	sám navádět
samoobčerstvovat	sám občerstvovat
samoobjevitelský	sám objevitelský
samoobnova	sám obnova
samoobsloužit	sám obsloužit
samoočišťovat	sám očišťovat
samoodbavovat	sám odbavovat
samoodečet	sám odečet
samoodmrazovat	sám odmrazovat
samooplodnění	sám oplodnění
samooplození	sám oplození
samoopravit	sám opravit
samoopylit	sám opylit
samoorganizovat	sám organizovat
samootevírat	sám otevírat
samoparkovat	sám parkovat
samopasovat	sám pasovat
samopěstitel	sám pěstitel
samoplátce	sám plátce
samoplodit	sám plodit
samoplodivý	samoplodit
samoplozený	samoplodit
samopohyb	sám pohyb
samopojištění	sám pojištění
samopojízdný	sám pojízdný
samoposilovat	sám posilovat
samoposuvný	sám posuvný
samopotrat	sám potrat
samopoznat	sám poznat
samoprezentovat	sám prezentovat
samoprivatizovat	sám privatizovat
samoprodukovat	sám produkovat
samopropisovat	sám propisovat
samoregulovat	sám regulovat
samorelokabilita	sám relokabilita
samoreprodukovat	sám reprodukovat
samoreturnovat	sám returnovat
samořídit	sám řídit
samorostlík	samorostlý
samorozbalit	sám rozbalit
samorozpad	sám rozpad
samorozpínat	sám rozpínat
samorozpouštět	sám rozpouštět
samorozpoznat	sám rozpoznat
samorozpustit	sám rozpustit
samorozšiřovat	sám rozšiřovat
samorozvinovat	sám rozvinovat
samoschnout	sám schnout
samoshromážděný	samoshromáždit
samoshromáždit	sám shromáždit
samosmršťovací	samosmršťovat
samosmršťovaný	samosmršťovat
samosmršťovat	sám smršťovat
samosmršťovávací	samosmršťovávat
samosmršťovávání	samosmršťovávat
samosmršťovávaný	samosmršťovávat
samosmršťovávat	samosmršťovat
samosmršťovávatelný	samosmršťovávat
samospád	sám spád
samospasit	sám spasit
samosplodit	sám splodit
samospotřebitel	sám spotřebitel
samospoušť	sám spoušť
samospravovat	sám spravovat
samospustit	sám spustit
samostatný	sám stát
samostmívat	sám stmívat
samostříl	sám střílet
samostudovat	sám studovat
samosvěrný	sám svírat
samosvor	sám svírat
samosypný	sám sypat
samotíha	sám tíha
samotitulovat	sám titulovat
samotřetí	sám třetí
samotřídit	sám třídit
samotuhnoucí	sám tuhnoucí
samotvrdnout	sám tvrdnout
samoúčel	sám účel
samoučit	sám učit
samouk	sám učit
samoúnos	sám únos
samouzavírat	sám uzavírat
samovar	sám vařit
samovazba	sám vazba
samovláda	sám vláda
samovlastník	sám vlastník
samovod	sám vést
samovolný	sám volný
samovrah	sám vrah
samovražda	sám vražda
samovstup	sám vstup
samovýběr	sám výběr
samovybíjet	sám vybíjet
samovýčep	sám výčep
samovydavatel	sám vydavatel
samovýklopný	sám výklopný
samovyléčení	sám vyléčení
samovyměření	sám vyměření
samovyměřovat	sám vyměřovat
samovyříkat	sám vyříkat
samovyrobit	sám vyrobit
samovyšetřit	sám vyšetřit
samovýsypný	sám výsypný
samovyvažovací	sám vyvažovací
samovývoj	sám vývoj
samovzdělat	sám vzdělat
samovznítit	sám vznítit
samozahřát	sám zahřát
samozaměstnat	sám zaměstnat
samozamykat	sám zamykat
samozásobit	sám zásobit
samozatmavovat	sám zatmavovat
samozatmívat	sám zatmívat
sebeabsurdněji	se absurdně
sebeabsurdnější	se absurdní
sebeadorace	se adorace
sebeafirmace	se afirmace
sebeaktivnější	se aktivní
sebeaktualizovat	se aktualizovat
sebeambicióznější	se ambiciozní
sebeanalýza	se analýza
sebeatraktivnější	se atraktivní
sebeautentičtěji	se autenticky
sebeautonomněji	se autonomně
sebeautonomnější	se autonomní
sebebanálněji	se banálně
sebebanálnější	se banální
sebebarevnější	se barevný
sebebarvitější	se barvitý
sebebedlivěji	se bedlivě
sebebedlivější	se bedlivý
sebebenevolentnější	se benevolentní
sebebezmocný	se bezmocný
sebebezpečnější	se bezpečný
sebebezvýznamný	se bezvýznamný
sebebičování	se bičování
sebebizarnější	se bizarní
sebebláznivější	se bláznivý
sebeblbější	se blbý
sebeblýskavější	se blýskavý
sebebohatší	se bohatý
sebebolestněji	se bolestně
sebebolestnější	se bolestný
sebebouřlivější	se bouřlivý
sebebujařejší	se bujarý
sebečarovnější	se čarovný
sebečastěji	se často
sebečastější	se častý
sebecenzura	se cenzura
sebečerstvější	se čerstvý
sebečestnější	se čestný
sebechápání	se chápání
sebechápavější	se chápavý
sebecharakteristika	se charakteristika
sebechatrnější	se chatrný
sebechlácholivý	se chlácholivý
sebechmurnější	se chmurný
sebechoulostivější	se choulostivý
sebechudší	se chudý
sebechvála	se chvála
sebechválit	se chválit
sebechytřeji	se chytře
sebechytřejší	se chytrý
sebečileji	se čile
sebečilejší	se čilý
sebečistěji	se čistě
sebečistit	se čistit
sebečistší	se čistý
sebecit	se cit
sebecitace	se citace
sebecítění	se cítění
sebecitlivěji	se citlivě
sebecitlivější	se citlivý
sebecivilizovanější	se civilizovaný
sebecizejší	se cizí
sebectihodnější	se ctihodný
sebecyničtější	se cynický
sebedál	se dál
sebedávnější	se dávný
sebedbalý	se dbalý
sebedefenestrace	se defenestrace
sebedefinovat	se definovat
sebedehonestovat	se dehonestovat
sebedéle	se dlouho
sebedelší	se dlouhý
sebedementnější	se dementní
sebedemokratičtější	se demokratický
sebedemolice	se demolice
sebedémoničtěji	se démonický
sebeděsivější	se děsivý
sebedestruovat	se destruovat
sebedetailnější	se detailní
sebedevastace	se devastace
sebedeviantnější	se deviantní
sebediagnóza	se diagnóza
sebedisciplína	se disciplina
sebediskreditace	se diskreditace
sebediskvalifikující	se diskvalifikovat
sebedivnější	se divný
sebedivočeji	se divoce
sebedivočejší	se divoký
sebedoceňování	se doceňování
sebedojímat	se dojímat
sebedokonaleji	se dokonale
sebedokonalejší	se dokonalý
sebedomestikace	se domestikace
sebedramatičtěji	se dramaticky
sebedramatičtější	se dramatický
sebedrásat	se drásat
sekeromlat	sekera mlátit
sémiologie	-sem- -log-
semitologie	semita -log-
sexykomedie	sexy komedie
silnostěnný	silný stěna
silokřivka	síla křivka
sírodusičnan	síra dusičnan
sklopísek	sklo písek
skoptofobie	-skop- -fob-
skorokomedie	skoro komedie
slepotisk	slepý tisk
službodárce	služba dárce
šmajchlkabinet	šmajchlovat kabinet
somatopedie	-somat- -paid-
sosiekologie	-sosi- ekologie
soudcokracie	soudce -krat-
