lemma	Best_parents	Annotated	sorted_parents	Best_parents_reversed	lemma_reversed	candidate_sorting_score	one_parent_in_lexicon	one_parent_in_lexicon_nosuffix	space_in_parent_candidates	PaReNT_Compound_probability	is_comp_w_known_parents	is_comp_w_known_status	all_parents_in_data_source	annotation_score
audiověž	audio věž	True	['audio věž', 'audio věžen', 'věžový', 'audio věžet', 'věž', 'věžově', 'audio věže', 'audio víž', 'audiověž', 'věžovat', 'věžověž', 'vědověž', 'věžovež', 'věždověž', 'věže']	žěv oidua	žěvoidua	[21.0, 19.142857142857142, 10.25, 10.2, 10.166666666666666, 10.1, 10.090909090909092, 10.083333333333334, 10.076923076923077, 9.125, 0.5, 0.3333333333333333, 0.1111111111111111, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.97546	False	True	True	2.97546
audiovstup	audio vstup	True	['audio vstup', 'výstup', 'vstup', 'vastup', 'vistup', 'věstup', 'vástup', 'vístup', 'vůstup', 'vostup', 'vastupa', 'výst', 'vinostup', 'vystup', 'vastupe']	putsv oidua	putsvoidua	[20.2, 11.0, 10.083333333333334, 0.5, 0.3333333333333333, 0.25, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.98468	False	True	True	2.98468
audiovýstup	audio výstup	True	['audio výstup', '-audi- výstup', 'audiový stup', '-audio výstup', 'výstup', 'vatový', '-adio výstup', 'audiovýstup', '-adiový stup', '-diový stup', '-adirový stup', 'vastup', 'vadiostup', 'vatuda', 'vadostup']	putsýv oidua	putsývoidua	[21.0, 20.166666666666668, 19.333333333333332, 10.125, 10.11111111111111, 10.1, 10.090909090909092, 10.076923076923077, 9.2, 9.142857142857142, 9.066666666666666, 0.5, 0.25, 0.08333333333333333, 0.07142857142857142]	True	True	True	0.97044	False	True	True	2.97044
audiozařízení	audio zařízení	True	['audio zařízení', 'audio zarízení', 'audio zařízíní', 'audio zařídení', 'audio zářízení', 'audiozařídit', 'audiozarídit', 'audiozarízet', 'audiozařízet', 'audiozařířit', 'audiozařidit', 'audiozařísit', 'audiozarízit', 'uadiozařídit', 'audiozaridit']	ínezířaz oidua	ínezířazoidua	[20.5, 10.166666666666666, 10.142857142857142, 10.071428571428571, 10.066666666666666, 1.0, 0.3333333333333333, 0.25, 0.2, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693]	True	False	True	0.99848	False	True	True	2.99848
autachtivý	auto chtivý	True	['auto chtivý', 'auta chtivý', 'autachtivý', 'auto achtivý', 'auto machtivý', 'auto', 'autachtit', 'authactivý', 'autouchtivý', 'tachtivý', 'uatachtivý', 'autahctivý', 'autacht', 'autahtivý', 'autachtid']	ývithc otua	ývithcatua	[20.5, 19.2, 11.0, 10.25, 10.083333333333334, 10.066666666666666, 0.3333333333333333, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142]	True	True	True	0.70916	True	True	True	3.70916
autoanténa	auto anténa	True	['auto anténa', 'autoanténa', 'auto- anténa', 'auto', 'auto antena', 'autoin anténa', 'autoun anténa', 'auto ancena', '-auto anténa', 'auto ancéna', 'auto-anténa', 'autointéna', 'autounténa', 'autoántena', 'autolanténa']	anétna otua	anétnaotua	[21.0, 10.5, 10.25, 10.166666666666666, 10.142857142857142, 10.125, 10.083333333333334, 10.076923076923077, 10.071428571428571, 10.066666666666666, 0.3333333333333333, 0.2, 0.1111111111111111, 0.1, 0.09090909090909091]	True	False	True	0.67478	True	True	True	3.67478
autočenžr	auto čenžr	True	['auto čenžr', 'autočenžr', '-auto čenžr', 'čenžr', 'autoko čenžr', 'autočenž', 'cenžr', 'rečnžr', 'cočenžr', 'tenžr', 'autokenžr', 'Autočenžr', 'coučenžr', 'autočenžrh', 'autoče ženž']	ržneč otua	ržnečotua	[20.5, 11.0, 10.125, 10.090909090909092, 10.076923076923077, 9.333333333333334, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.99175	False	True	True	2.99175
autochemie	auto chemie	True	['auto chemie', 'auto  chemie', 'autochemie', '-auto- chemie', 'auto- chemie', 'chemie', 'auto -chemie', 'auto ', 'auto schemie', '-mechemie', '-auto- -chem-', '-hemi-', 'autohemie', '-auto-', '-mech-']	eimehc otua	eimehcotua	[21.0, 20.1, 10.5, 10.333333333333334, 10.25, 10.2, 10.11111111111111, 10.090909090909092, 10.076923076923077, 0.16666666666666666, 0.14285714285714285, 0.125, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.70538	True	True	True	3.70538
autodráha	auto dráha	True	['auto dráha', 'autový dráha', 'auto', 'Auto dráha', 'dráha', 'autodráha', '-auto dráha', 'redráha', 'autohrada', 'Autodráha', 'automdráha', 'utodráha', 'autovráha', 'Auto', 'autovýdraha']	ahárd otua	ahárdotua	[21.0, 20.083333333333332, 10.5, 10.333333333333334, 10.2, 10.142857142857142, 10.066666666666666, 0.25, 0.16666666666666666, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.57459	True	True	True	3.57459
automat	-aut- -math-	True	['auto mat', 'automat', 'matovat', 'mat', 'motat', 'Automat', 'mato', 'automatie', 'matit', 'autómat', 'komat', 'mata', 'umatovat', 'batomat', 'matus']	tam otua	tamotua	[20.25, 11.0, 10.125, 10.11111111111111, 10.1, 0.5, 0.3333333333333333, 0.2, 0.16666666666666666, 0.14285714285714285, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.00012	True	True	True	3.00012
autoolej	auto olej	True	['auto olej', 'autoolej', 'auto- olej', 'auto oléj', 'Auto olej', 'auto oejlí', 'auto oljej', 'auto ojel', 'auto ol', 'auto lej', 'auto-olej', 'autooolej', '-aloj-', 'autoo lej', '-alou- -']	jelo otua	jelootua	[21.0, 10.5, 10.2, 10.142857142857142, 10.125, 10.11111111111111, 10.090909090909092, 10.083333333333334, 10.076923076923077, 10.071428571428571, 0.3333333333333333, 0.25, 0.16666666666666666, 0.1, 0.06666666666666667]	True	False	True	0.61427	True	True	True	3.61427
autopojištění	auto pojištění	True	['auto pojištění', 'auto ojištění', 'auto opijštění', 'auto pojíštění', 'auto opojištění', 'auto pojistění', 'auto pojistíní', 'auto pojístí', 'autopojištit', 'autopojistit', 'uotopojistit', 'uatopojistit', 'autojopištit', 'uotopojištit', 'autoopojištit']	ínětšijop otua	ínětšijopotua	[21.0, 10.25, 10.2, 10.166666666666666, 10.125, 10.083333333333334, 10.076923076923077, 10.071428571428571, 0.5, 0.3333333333333333, 0.14285714285714285, 0.1111111111111111, 0.1, 0.09090909090909091, 0.06666666666666667]	True	False	True	0.15356	True	True	True	3.15356
autopřehlídka	auto přehlídka	True	['auto přehlídka', 'auto přehlída', 'auto přehlíd', 'přehlídka', 'auto přehlídek', 'auto přehlídko', 'autopřehlíd', 'autobepřehlíd', '-přehlídka', 'autogepřehlíd', 'autopřehlída', 'upotřehlíd', 'uatopřehlíd', 'autodepřehlíd', 'uotepřehlíd']	akdílheřp otua	akdílheřpotua	[20.5, 19.333333333333332, 10.25, 10.142857142857142, 10.125, 10.066666666666666, 1.0, 0.2, 0.16666666666666666, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	True	True	0.08124	True	True	True	3.08124
autoregresní	-aut- regrese	True	['-aut- regrese', 'auto regrese', '-aut regrese', 'regresní', '-aut- egrese', '-autr- regrese', '-aut- egresní', '-auto- regrese', '-auto regrese', 'autor grese', 'autoregrese', '-autr- grese', '-autr- egrese', '-autr- gresní', '-autor egrese']	eserger -tua-	ínsergerotua	[21.0, 20.083333333333332, 19.166666666666668, 10.333333333333334, 10.142857142857142, 10.11111111111111, 10.1, 10.090909090909092, 10.076923076923077, 10.071428571428571, 0.5, 0.25, 0.2, 0.125, 0.06666666666666667]	True	True	True	0.97662	True	True	True	3.97662
autorelativní	-aut- relativní	True	['auto relativní', 'relativní', 'auto- relativní', 'auto lerativní', 'Auto relativní', 'auto relactivní', 'auto relacivní', '-auto relativní', 'auto relesativní', 'auto reLativní', 'autorelativ', 'autohrelativ', 'auto-relativ', 'utorelativ', 'auto- lerativní']	ínvitaler otua	ínvitalerotua	[21.0, 10.5, 10.25, 10.2, 10.166666666666666, 10.125, 10.1, 10.090909090909092, 10.083333333333334, 10.071428571428571, 0.3333333333333333, 0.14285714285714285, 0.1111111111111111, 0.07692307692307693, 0.06666666666666667]	True	False	True	0.22952	True	True	True	3.22952
autorskoprávní	autorský právní	True	['autorský právní', 'autor skoprávní', 'autorskoprávní', 'autorskopráva', 'autorskopráv', 'auter skoprávní', 'autroskopráva', 'auterskopráva', 'autorskoprávo', 'autourskopráva', 'reskoprávní', 'autorkospráva', 'autorskoprava', 'auturskopráva', 'autorkskopráva']	ínvárp ýksrotua	ínvárpoksrotua	[20.333333333333332, 10.25, 10.2, 1.0, 0.5, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.95837	False	True	True	2.95837
autoštěp	auto štěp	True	['auto štěp', 'auto štíp', 'auto špět', 'autoštěpin', 'autoštěpina', 'autoštípit', 'autoštěpit', 'autoštip', 'autoštípium', 'autoštípina', 'těppý', 'autoštěpirovat', 'autošt', 'autoštíp', 'autošpět']	pětš otua	pětšotua	[21.0, 20.076923076923077, 10.142857142857142, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.76885	True	True	True	3.76885
autotrenažér	auto trenažér	True	['auto trenažér', 'autotrenažér', 'trenažér', 'auto trenažář', 'auto trenažár', 'auto- trenažér', 'auto trénažér', 'auto trenážér', 'auto trenáž', 'Auto trenažér', 'autotrenaž', 'autotrenáž', 'renažér', 'autotrénaž', 'Autotrenaž']	réžanert otua	réžanertotua	[21.0, 10.333333333333334, 10.2, 10.142857142857142, 10.125, 10.11111111111111, 10.1, 10.090909090909092, 10.076923076923077, 10.071428571428571, 0.5, 0.25, 0.16666666666666666, 0.08333333333333333, 0.06666666666666667]	True	False	True	0.90427	True	True	True	3.90427
azbestocement	azbest cement	True	['azbest cement', 'azbestocement', 'azbesta cement', 'azbest', 'azbest cerement', 'azbest- cement', 'azbest tocement', 'azbestý cement', 'azbest ceement', 'azbestce', 'azbest-cement', 'azbesthocement', 'azbestace', 'azbestócement', 'azbestcee']	tnemec tsebza	tnemecotsebza	[21.0, 10.5, 10.2, 10.166666666666666, 10.142857142857142, 10.11111111111111, 10.1, 10.071428571428571, 10.066666666666666, 0.3333333333333333, 0.25, 0.125, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693]	True	False	True	0.88713	True	True	True	3.88713
baletománie	balet mánie	True	['balet mánie', 'baletománie', 'balet manie', 'baleta mánie', 'baleto mánie', 'balet', 'baletomanie', 'baletamánie', 'baletamanie', 'baletomanní', 'baletamènie', 'baletamun', 'baletamunie', 'baleto manie', 'baletaminie']	einám telab	einámotelab	[20.333333333333332, 11.0, 10.2, 10.125, 10.11111111111111, 10.1, 0.5, 0.25, 0.16666666666666666, 0.14285714285714285, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.19053	True	True	True	3.19053
balíkomat	balík mat	True	['balík mat', 'balíkomat', 'balík', 'balíka mat', 'balíkoma', 'balíkom', 'balíka', 'balíkat', 'balíkam', 'balikomat', 'balíkať', 'balikoma', 'balékom', 'balíkoman', 'Balík']	tam kílab	tamokílab	[20.5, 10.25, 10.166666666666666, 10.142857142857142, 10.0, 0.3333333333333333, 0.2, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.40143	True	True	True	3.40143
balneoterapie	-balne- terapie	True	['balneo terapie', 'balné terapie', 'balne terapie', 'balný terapie', 'balneoterapie', 'talné terapie', 'balnée terapie', 'balne- terapie', 'talné - terapie', 'talne terapie', 'balný eterapie', 'talneoterapie', 'balnoeterapie', 'talné -eterapie', '-lan- -ter-']	eiparet oenlab	eiparetoenlab	[20.2, 20.1, 19.25, 11.0, 10.5, 10.166666666666666, 10.125, 10.090909090909092, 10.083333333333334, 10.071428571428571, 0.3333333333333333, 0.14285714285714285, 0.1111111111111111, 0.07692307692307693, 0.06666666666666667]	True	True	True	0.97575	False	True	True	2.97575
barograf	bar -graf-	True	['bar -graf-', 'bar graf', 'bar -egr- -graf-', 'bar -ograf-', 'bar ograf', 'bar grafie', 'bar -egr- -fra---s', 'bar --graf-', 'bar', 'barga -graf-', 'bar -egr- -fra---fri-', 'bar -ograf-e-', 'bar -egr- -fra---krit', 'barografie', 'baro- graf-']	-farg- rab	fargorab	[21.0, 20.142857142857142, 20.09090909090909, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.11111111111111, 10.1, 10.083333333333334, 10.076923076923077, 10.071428571428571, 10.066666666666666, 0.5, 0.125]	True	False	True	0.28	True	True	True	3.28
barometr	bar metr	True	['bar metr', 'bara metr', 'barometr', 'bar', 'bar metrný', 'bar metrat', 'barometrie', 'barmetr', 'bar-metr', 'barymetr', 'barametr', 'barůmetr', 'barómetr', 'baremetr', 'barimetr']	rtem rab	rtemorab	[21.0, 19.125, 10.333333333333334, 10.25, 10.1, 10.076923076923077, 0.5, 0.2, 0.16666666666666666, 0.14285714285714285, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.2564	True	True	True	3.2564
basketuchtivý	basket chtivý	True	['basket chtivý', 'basketuchtivý', 'basket uchtivý', 'basket ouchtivý', 'baskechtuta', 'basketuchtit', 'basketuchta', 'baskecht', 'basketucht', 'basketúchtivý', 'basketuchtium', 'baskechtuť', 'basketuchtid', 'basketuchty-j', 'baskechtý']	ývithc teksab	ývithcuteksab	[20.166666666666668, 11.0, 10.2, 10.142857142857142, 0.5, 0.3333333333333333, 0.25, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.9638	False	True	True	2.9638
bassreflex	bas reflex	True	['bas reflex', 'bas reflexe', 'bassreflex', 'bas', 'basr reflex', 'bass reflex', 'basres flex', 'basr flex', 'basre flex', 'bas-reflex', 'basreflex', 'basresflex', 'assreflex', 'basr', 'bassreflexes']	xelfer sab	xelferssab	[21.0, 20.1, 10.5, 10.25, 10.090909090909092, 10.083333333333334, 9.333333333333334, 9.142857142857142, 9.125, 0.2, 0.16666666666666666, 0.1111111111111111, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.99587	True	True	True	3.99587
bělobradý	bílý brada	True	['bílý brad', 'bílý bradý', 'bílý vradý', 'plíb rad', 'plíl bradý', 'píla bradý', 'žílobrad', 'plobradý', '-bradý-', 'žílobradý', 'čílobradý', 'hlobradý', 'loberadý', 'Bílobrad', 'plobrad']	darb ýlíb	ýdarbolěb	[20.0, 19.5, 10.071428571428571, 9.142857142857142, 9.125, 9.11111111111111, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.06666666666666667]	True	True	True	0.95847	True	True	False	2.95847
bělobřichý	bílý břicho	True	['bílý břicho', 'bílo břicho', 'bělo břicho', 'plí břicho', 'bílý bricho', 'bílý břijco', 'bělý břicho', 'bílý řicho', 'plíba břicho', 'bílý břijchý', 'bíla břicho', 'bílý přicho', 'bílý vřicho', 'bílý břijcký', 'Bílobřich']	ohciřb ýlíb	ýhciřbolěb	[21.0, 20.2, 20.166666666666668, 19.083333333333332, 10.5, 10.333333333333334, 10.25, 10.142857142857142, 10.11111111111111, 10.1, 10.090909090909092, 10.076923076923077, 10.071428571428571, 10.066666666666666, 0.125]	True	True	True	0.92554	True	True	True	3.92554
běločelý	bílý čelo	True	['bílý čelo', 'bílý česlo', 'bílý čet', 'bílý čele', 'bílý čela', 'bílý čečo', 'bílý česť', 'bělý čelo', 'bílý četo', 'pílý čelo', 'mílý čelo', 'víločet', 'vílečet', 'víločeč', 'výločet']	oleč ýlíb	ýlečolěb	[21.0, 20.142857142857142, 19.333333333333332, 19.11111111111111, 10.5, 10.2, 10.166666666666666, 10.125, 10.090909090909092, 10.071428571428571, 10.066666666666666, 0.25, 0.1, 0.08333333333333333, 0.07692307692307693]	True	True	True	0.99197	True	True	True	3.99197
bělohřbetý	bílý hřbet	True	['bílý hřbet', 'bílo hřbet', 'bíl hřbet', 'běla hřbet', 'bělý hřbet', 'bílý hřbety', 'bíla hřbet', 'bílý zřbet', 'bílý hřbět', 'bílý gbet', 'bělohřbetý', 'bílý hřbeta', 'bělohřbet', 'bílohřbet', 'holřbetý']	tebřh ýlíb	ýtebřholěb	[21.0, 20.11111111111111, 19.2, 19.09090909090909, 10.5, 10.25, 10.166666666666666, 10.142857142857142, 10.1, 10.083333333333334, 10.071428571428571, 10.066666666666666, 9.125, 0.3333333333333333, 0.07692307692307693]	True	True	True	0.92675	True	True	True	3.92675
bělohubý	bílý huba	True	['bílý huba', 'míla huba', 'bílý hoba', 'bílý hůba', 'Bíla huba', 'bílý hába', 'bílý houbý', 'houba', 'bíla huba', 'mílý huba', 'bílý uba', 'tílý huba', 'míla', 'mílohuba', 'mílohubý']	abuh ýlíb	ýbuholěb	[21.0, 19.1, 10.5, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.125, 10.11111111111111, 10.083333333333334, 10.076923076923077, 10.066666666666666, 9.142857142857142, 0.09090909090909091, 0.07142857142857142]	True	True	True	0.98266	True	True	True	3.98266
bělokamenný	bílý kámen	True	['bílý kamenný', 'bíl kamenný', 'Bílý kamenný', 'Bíla kamenný', 'bíloký měnný', 'bíl kýmenný', 'Bílokamenný', 'bíloký menný', 'Bílokamenno', 'Bílokamen', 'Bělokamenný', 'bílokamenný', 'bílokamen', 'Bílokamenna', 'Bělokamenno']	ýnnemak ýlíb	ýnnemakolěb	[21.0, 19.076923076923077, 10.125, 10.11111111111111, 10.066666666666666, 9.083333333333334, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.1, 0.09090909090909091, 0.07142857142857142]	True	True	True	0.97865	False	True	True	2.97865
bělokorý	bílý kůra	True	['bílý kora', 'bílý korový', 'bílý koře', 'bílý kor', 'bílý koro', 'bílý kořer', 'Bílý kora', 'bílý koromý', 'bílý kororý', 'lokora', 'koror', 'olokorý', 'oborý', 'oloko', 'Bílokory']	arok ýlíb	ýrokolěb	[20.5, 20.25, 19.166666666666668, 19.071428571428573, 11.0, 10.2, 10.142857142857142, 10.090909090909092, 10.083333333333334, 0.3333333333333333, 0.125, 0.1111111111111111, 0.1, 0.07692307692307693, 0.06666666666666667]	True	True	True	0.99893	False	True	True	2.99893
bělokřídlý	bílý křídlý	True	['bílý křídlý', 'bělokřídlý', 'běl křídlý', 'bílý křídlí', 'bílý křidlý', 'bělý křídlý', 'bělký řídlý', 'blokýřední', 'bloký řídlý', 'blokýřidnout', '-blík-řídný', 'válokřídný', '-blík-říd', 'blokýříd', '-blík-řída']	ýldířk ýlíb	ýldířkolěb	[11.0, 10.333333333333334, 10.25, 10.166666666666666, 10.090909090909092, 0.5, 0.2, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.97091	True	True	False	2.97091
bělokur	bílý kur	True	['bílý kur', 'bílý kura', 'bílý kůr', 'bílý kour', 'bílý kurk', 'bílý kurat', 'bílý korum', 'bílý', 'bílý kurm', 'bílý krur', 'bílý kurit', 'bílý kůrut', 'Bílok', 'bílokur', 'Bílka']	ruk ýlíb	rukolěb	[21.0, 20.166666666666668, 20.11111111111111, 10.5, 10.333333333333334, 10.2, 10.125, 10.1, 10.090909090909092, 10.083333333333334, 10.076923076923077, 10.071428571428571, 0.25, 0.14285714285714285, 0.06666666666666667]	True	False	True	0.98207	True	True	True	3.98207
