limitovat_V	limit_N
etanal_N	etan_N

omáčka_N	máčet_V

islám_N	islamista_N

frýdecký_A	Frýdek_N

pyl_N	opylovač_N

měšťák_N	město_N

zalétat_V	letět_V

lobbizmus_N	lobby_N

pianissimo_N	piano_N

laločnatý_A	lalok_N

pospolu_D	spolu_D

svítek_N	vít_V

jehelní_A	jehla_N

orchestrion_N	orchestr_N

nejistota_N	jistý_A

Vacek_N	Václav_N

seskvioxid_N	oxid_N

advekce_N	konvekce_N

ráčit_V	říct_V

jogín_N	jóga_N

parfumerie_N	parfém_N

krvavý_A	krev_N

pocestný_N	cesta_N

sestřenec_N	sestra_N

předvánoční_A	adventní_A

zmrd_N	mrdat_V

kaňour_N	kanit_V

láteřit_V	látro_N

rozjasnit_V	jasně_D

radovat_V	radost_N

vztek_N	vztekloun_N

náhrobní_A	hrob_N

ebola_N	Ebola_N

ostroh_N	strohý_A

příchozí_A	přijít_V

scanovat_V	sken_N

kněz_N	velekněz_NC

nadčlověk_N	člověk_N

přemostit_V	most_N

kůžař_N	kůže_N

bolet_V	bolestný_A

náslech_N	slech_N

přát_V	přejícnost_N

okop_N	kopat_V

zrnkovatý_A	zrnko_N

krátký_A	zkratka_N

svodidlo_N	svést_V

poletucha_N	letucha_N

vesmír_N	všehomír_NC

zastlat_V	stlát_V

Atlantův_A	Atlas_N

kurativa_N	kúra_N

neteř_N	synovec_N

seznat_V	doznat_V

Liběna_N	libý_A

Foltýn_N	Faltýnek_N

bohatýr_N	bohatý_A

záraz_N	razit_V

křísit_V	křest_N

komsomolec_N	Komsomol_N

jmenovat_V	jméno_N

Filípková_N	Filipová_N

snídáníčko_N	snídaně_N

předpažit_V	paže_N

berylium_N	beryl_N

stárka_N	starý_A

presenilní_A	senilní_A

výkyv_N	kývat_V

speciál_N	specialista_N

vkleče_D	klečet_V

kolo_N	soukolí_N

válenda_N	válet_V

byznys_N	byznysmen_N

Schein_N	Scheinpflugová_N

alpinka_N	alpinský_A

Adámek_N	Adam_N

lahváč_N	láhev_N

subdodávka_N	dodávka_N

nádraží_N	dráha_N

lobby_N	lobbovat_V

podúředník_N	úředník_N

bulvarizovat_V	bulvár_N

paranoidní_A	paranoia_N

nástavba_N	stavba_N

připravit_V	příprava_N

prdelolezec_N	prdel_N

Kasal_N	kasat_V

mladý_A	mládežnický_A

smola_N	sesmolit_V

plamen_N	planout_V

křídlo_N	okřídlený_A

rak_N	Rak_N

mobil_N	mobilizace_N

odveta_N	odvětit_V

hláskosloví_N	hlas_N

rytmizace_N	zrytmizovat_V

kulobrok_N	kule_N

věkoucí_A	věk_N

obsažný_A	obsahovat_V

fólie_N	folio_N

baptisterium_N	baptismus_N

součást_N	část_N

žluťounký_A	žlutý_A

pracka_N	práce_N

žaloba_N	žalovat_V

péče_N	pečovatelství_N

bezvýjimečný_A	výjimečný_A

zavčas_D	včas_D

šustit_V	šusťák_N

patvar_N	tvar_N

povodeň_N	voda_N

surový_A	syrový_A

podšívka_N	podšitý_A

výuka_N	vyučit_V

kaňka_N	kanit_V

zocelit_V	ocel_N

Lazar_N	lazaret_N

zatravnit_V	tráva_N

povíc_D	vícero_N

význačný_A	značný_A

Tlustý_N	tlustý_A

vylhat_V	lhát_V

chlorečnan_N	chlór_N

záhlubník_N	zahloubení_N

vercajk_N	cajk_N

zteč_N	ztékat_V

půlden_N	poledne_N

patriarchát_N	patriarcha_NC

letohrad_N	léto_N

uzlina_N	uzel_N

konzervativec_N	konzervativní_A

Chalabala_N	halabala_D

bengál_N	Bengálsko_N

podbízet_V	nabízet_V

vepsí_D	psí_N

niterný_A	nitro_N

nastolit_V	stůl_N

znechutit_V	chuť_N

Adamus_N	Adam_N

dopravář_N	dopravit_V

úchop_N	uchopit_V

měkota_N	měkký_A

pometlo_N	pomást_V

Lubek_N	Lubor_N

femininum_N	feminismus_N

světlý_A	svítit_V

len_N	lněný_A

kladka_N	kláda_N

kraťas_N	krátký_A

Sarajevan_N	Sarajevo_N

piják_N	pít_V

nadhlavník_N	hlava_N

bordelmamá_N	bordel_N

gubernium_N	gubernátor_N

zalhat_V	lhát_V

Vojtek_N	Vojtěch_N

Mario_N	Marius_N

bokorys_N	rys_N

bránit_V	obranný_A

domina_N	domino_N

pijavý_A	pít_V

huňatý_A	houně_N

ohbí_N	ohebnost_N

termín_N	terminál_N

přísedící_N	sedící_A

bezbolestný_A	bolest_N

předtucha_N	tušit_V

perverzní_A	verze_N

kůzle_N	koza_N

mrzout_N	mrzet_V

svědek_N	přesvědčit_V

kupříkladu_D	příklad_N

Fin_N	Finův_A

radiace_N	rádium_N

Bárta_N	Bartoloměj_N

vydra_N	voda_N

spínat_V	pnout_V

dekoratér_N	dekorativní_A

sval_N	valit_V

stinný_A	stín_N

vlevo_D	levý_A

tvarožník_N	tvaroh_N

auditorium_N	audience_N

Punkva_N	koniklec_N

trnkobraní_N	brát_V

uspávanka_N	spát_V

motovidlo_N	vidle_N

Adolfina_N	Adolf_N

gajdoš_N	gajdy_N

cukrobaron_N	cukr_N

bezpečí_N	zabezpečení_N

Královec_N	král_N

pankáč_N	punk_N

fakt_N	faktum_N

bezplatný_A	platit_V

Užhorod_N	Uh_N

osmifinále_N	finále_N

nadledvina_N	ledvina_N

kálet_V	kal_N

chlév_N	chlív_N

moudrý_A	mudrc_N

pečivo_N	péct_V

burza_N	burzovní_A

Havířov_N	havíř_N

úpatí_N	pata_N

skalisko_N	skála_N

Brunšvik_N	Brunšvicko_N

navýšit_V	vysoký_A

kanafas_N	kanava_N

filipojakubský_A	Filip_N

okounět_V	oko_N

odškodnit_V	škoda_N

zdobit_V	doba_N

příslib_N	slíbit_V

mokrý_A	mok_N

zticha_D	ticho_N

žíně_N	žinčice_N

říci_V	řeč_N

zával_N	zavalit_V

nakolik_D	natolik_D

depka_N	deptat_V

kudy_D	tudy_D

kolibří_A	kolibřík_N

havěť_N	ohavný_A

tombak_N	tumpachový_A

formalín_N	formaldehyd_N

prosvětlit_V	světlo_N

proletarizace_N	zproletarizovat_V

Gotha_N	gothajský_A

nadlesní_N	les_N

spřežení_N	zapřažený_A

konstantinopolský_A	metropole_N

hromovat_V	hřmět_V

nakrojit_V	krájet_V

sedat_V	sedět_V

zákrok_N	krok_N

bezdůvodný_A	důvod_N

klučisko_N	kluk_N

uštědřit_V	štědrý_A

poklop_N	klopit_V

balotáž_N	balotina_N

Kryštůfek_N	Kryštof_N

dudat_V	dudy_N

kadidelnice_N	kadidlo_N

mít_V	majetný_A

lornět_N	lorňon_N

mozkomíšní_A	mozek_N

arianismus_N	ariánský_A

saně_N	sáňkařka_N

bezstarostný_A	starost_N

apriorní_A	apriorizmus_N

mořeplavec_N	moře_N

Spořilov_N	spořit_V

odtah_N	tah_N

vhled_N	vzhled_N

Hus_N	husita_N

poklep_N	překlep_N

nátělník_N	tělo_N

odstranit_V	strana_N

spekulativní_A	spekulovat_V

seběhnout_V	běžet_V

napopáté_D	napoprvé_D

zední_A	zeď_N

diecéze_N	arcidiecéze_NC

školomet_N	škola_N

porybný_A	ryba_N

hájovna_N	hájit_V

nezdvořák_N	nezdvořilý_A

podkritický_A	kritický_A

příznivý_A	přízeň_N

instalatér_N	instalovat_V

podatelna_N	podat_V

oranž_N	oranžáda_N

opat_N	abatyše_N

prča_N	prdel_N

budoucně_D	budoucí_A

změť_N	mást_V

bazilišek_N	Vasil_N

tlachat_V	potlach_N

znevýhodnit_V	výhoda_N

kartaginský_A	Kartágo_N

upřít_V	přít_V

podtext_N	text_N

kurátor_N	kúra_N

záběh_N	běh_N

vízum_N	vize_N

hořet_V	horký_A

mozkovna_N	mozek_N

přístroj_N	stroj_N

jehelník_N	jehla_N

Lučan_N	lucký_A

spřež_N	spřahat_V

plačící_A	plačka_N

kravař_N	kráva_N

sedmihlavý_A	hlava_N

nanteský_A	Nantes_N

mání_N	mít_V

zajda_N	zajíc_N

almaatský_A	Alma-Ata_N

literární_A	literatura_N

zvěř_N	zvíře_N

draselný_A	draslík_N

mrť_N	mřít_V

trojánský_A	Trója_None

verbum_N	verva_N

řásnit_V	řasit_V

smrtonosný_A	smrt_N

hoďka_N	hodina_N

Hitler_N	hitlerčík_N

srub_N	roubit_V

řeřavý_A	hořet_V

písčina_N	písek_N

kašlat_V	kašel_N

drsnokřídlec_N	drsný_A

dovča_N	dovolená_N

nádavek_N	nadávka_N

Čenstochová_N	čenstochovský_A

úskok_N	skok_N

Tomek_N	Tomáš_N

akcept_N	akceptovatelný_A

obouvidový_A	vid_N

řetízek_N	řetěz_N

diškrece_N	diskrétní_A

patisk_N	tisk_N

datle_N	datlovník_N

odmykat_V	mykat_V

kredenc_N	kredencká_N

starostenský_A	starosta_N

propříště_D	příští_A

Manila_N	manilský_A

čapí_A	čáp_N

napadrť_D	padrť_N

noha_N	nohavice_N

Wales_N	velšský_A

eskadra_N	flotila_N

pajasan_N	jasan_N

ozvuk_N	zvuk_N

píce_N	pícnina_N

nepodnikatel_N	podnikatel_N

přízvuk_N	zvuk_N

Dalmácie_N	dalmatský_A

kormoutit_V	rmoutit_V

farmaceut_N	farmacie_N

smrtelný_A	smrt_N

emitent_N	emise_N

zvolnit_V	volný_A

hospitalizovat_V	špitál_N

občerstvit_V	čerstvý_A

jednotýdenní_A	týden_N

oficiální_A	zoficializovat_V

eferentní_A	elativ_N

žluva_N	žlutý_A

švejkovat_V	Švejk_N

rytmika_N	rytmus_N

Džibuti_N	Džibutsko_N

krutihlav_N	krutý_A

míle_N	milník_N

novic_N	noviciát_N

ohm_N	ohmmetr_NC

stupnice_N	stupeň_N

rabiát_N	raubíř_N

nástropní_A	strop_N

pláštěnec_N	plášť_N

šálek_N	podšálek_N

sypek_N	vysypat_V

vycpat_V	cpát_V

kotangens_N	tangens_N

píseň_N	zpívat_V

souboj_N	boj_N

kuba_N	Jakub_N

kámoš_N	kamarád_N

chlebodárný_A	chlebodárce_N

státnička_N	státní_A

Svátek_N	svátek_N

roznožit_V	noha_N

Irkutsk_N	irkutský_A

aristotelizmus_N	Aristoteles_N

štědrovka_N	štědrý_A

popeleční_A	popel_N

kuplet_N	kuplíř_N

mlátit_V	mlat_N

Ebola_N	ebola_N

zábal_N	zabalený_A

Karlín_N	Karel_N

bezpartijní_A	partaj_N

etymologizovat_V	etymologie_NC

statut_N	status_N

Modra_N	modrý_A

vykuk_N	koukat_V

cvokatět_V	cvok_N

sávský_A	Sáva_N

tepláčky_N	tepláky_N

hmoždíř_N	hmoždit_V

novum_N	nový_A

hem_N	hemoglobin_N

kukaččí_A	kukačka_N

skriptorium_N	skripta_N

rozhrada_N	hrad_N

vhánět_V	honit_V

klenout_V	klepat_V

svoboda_N	osvobodit_V

hrachoviště_N	hrách_N

Babylóňan_N	Babylónie_N

zcvoknout_V	cvok_N

vynachválit_V	chválit_V

Sázavan_N	Sázava_None

osvěžit_V	svěží_A

jubilant_N	jubilejní_A

realita_N	reálný_A

černopláštník_N	plášť_N

marsovský_A	Mars_None

bezobratlý_A	obratlovec_N

obestřít_V	prostřít_V

zázemí_N	země_N

přelétat_V	letět_V

plemeno_N	plemeník_N

odpovědní_A	odpovídat_V

kruh_N	kružítko_N

debil_N	imbecil_N

kapradí_N	kapraď_N

udit_V	vadnout_V

povětroň_N	vítr_N

bytelný_A	být_V

nažrat_V	žrát_V

Machač_N	Macháček_N

výpis_N	psát_V

Světlana_N	světlo_N

bezduchý_A	duše_N

ocílka_N	ocel_N

alegorizace_N	alegorie_N

postit_V	půst_N

upsat_V	psát_V

spousta_N	spustit_V

galvanizovna_N	galvanický_A

umetat_V	mést_V

větvit_V	větev_N

ukrajovat_V	ukrojit_V

nadpažbí_N	pažba_N

Zlata_N	zlato_N

půlkilo_N	kilo_N

okoličnatý_A	okolík_N

amerikanistika_N	amerikanizmus_N

mezek_N	mula_N

lichtenštejnský_A	Lichtenštejnsko_N

bezdětek_N	dítě_N

dvoujazyčný_A	jazyk_N

denotace_N	denotát_N

faerský_A	faerština_N

orlíče_N	orel_N

Alexa_N	Alexandra_N

vertikála_N	vertikální_A

připažit_V	paže_N

dipól_N	pól_N

dvoják_N	dvojka_N

šplouchat_V	spláchnout_V

dýchánek_N	dýchání_N

bělit_V	bílý_A

dohněda_D	hnědý_A

styren_N	polystyren_NC

věsit_V	viset_V

snídaňový_A	snídaně_N

ovar_N	vařit_V

laxativum_N	laxní_A

přetlak_N	tlak_N

skřítek_N	skřet_N

lihovar_N	líh_N

hoňka_N	honit_V

spřežka_N	spřahování_N

prajský_A	Prajzsko_N

forma_N	reforma_N

výstřel_N	střílet_V

slivoň_N	slíva_N

Mráček_N	mráček_N

břichomluvec_N	břicho_N

Luděk_N	Ludvík_N

jizlivý_A	jízlivost_N

psychóza_N	psychický_A

příslovečný_A	příslovce_N

kult_N	kultura_N

pekáč_N	péct_V

slušný_A	slušet_V

Bělohlavý_N	Bělohlávek_N

ledovatý_A	led_N

duše_N	duch_N

rabi_N	rabínský_A

dlanička_N	dlaň_N

soudržný_A	držet_V

jupiterský_A	Jupiter_N

trpělivý_A	trpět_V

zlatistý_A	zlatý_N

podebrat_V	brát_V

šavle_N	šavlozubý_A

mázdra_N	mázdřivka_N

kralevic_N	král_N

haur_N	havíř_N

nárys_N	rys_N

kodér_N	kód_N

obrat_V	brát_V

bergenský_A	Bergen_N

Narcis_N	narcis_N

duchovný_A	duch_N

kolona_N	kolonizovat_V

Neděla_N	neděle_N

Kristián_N	Křišťan_N

exteriér_N	externí_A

tarasnice_N	zatarasit_V

kořalník_N	kořalka_N

popadat_V	padat_V

zhltnout_V	hlt_N

Havlíčková_N	Havel_N

tržnice_N	trh_N

choulostivý_A	choulit_V

kostkovaný_A	kostka_N

sírovodík_N	síra_N

napravo_D	pravý_A

Malta_N	maltský_A

poetizace_N	zpoetizovat_V

zcizit_V	cizí_A

spánek_N	spát_V

vodouch_N	voda_N

strnad_N	vystrnadit_V

stalinista_N	Stalin_N

loňský_A	vloni_D

pěnobeton_N	beton_N

trs_N	trsátko_N

kostrč_N	kostrbatý_A

rozvodnit_V	voda_N

pára_N	pařit_V

vzrůst_N	růst_N

fukar_N	foukat_V

flek_N	cucflek_N

vtok_N	průtok_N

soukmenovec_N	kmen_N

avitaminóza_N	vitamín_N

zdolat_V	odolat_V

meteorický_A	meteor_N

glykémie_N	glukóza_N

vabank_N	bank_N

nalehko_D	lehko_None

náústek_N	ústa_N

žehlit_V	žhnout_V

vetchozraký_A	zrak_N

cholerik_N	cholera_N

klokotat_V	klokočí_N

čarový_A	čára_N

pěchovat_V	pěšky_D

půlkruh_N	kruh_N

usměrnit_V	směr_N

zesirupovatět_V	sirup_N

okupovat_V	pookupační_A

pozpátku_D	zpět_D

kapitanát_N	kapitán_N

skrznaskrz_D	skrz_R

přebor_N	brát_V

bezvětří_N	vítr_N

pablesk_N	blesk_N

lunapark_N	park_N

rozhořčit_V	hořký_A

unožit_V	noha_N

domnělý_A	domněnka_N

vilnit_V	vilný_A

bohorovný_A	bůh_N

Perseidy_N	Perseus_N

tvaroh_N	tvar_N

tepénka_N	tepna_N

vlajkonoš_N	vlajka_N

gang_N	gangster_N

tlučhuba_N	huba_N

kation_N	ion_N

koncentrák_N	koncentráčník_N

Kostěj_N	kost_N

oněmět_V	němý_A

seprat_V	prát_V

reflektor_N	reflexe_N

obehnat_V	hnát_V

kradí_D	kradmo_D

Rakovník_N	rak_N

lokýtek_N	loket_N

pitoma_N	pitomec_N

Don_N	donský_A

mongoloidní_A	mongol_N

tkáň_N	tkát_V

Florenčan_N	Florencie_None

heligón_N	heligonka_N

provázek_N	provaz_N

beatbox_N	box_N

zlidovět_V	lid_N

šikmina_N	šikmý_A

vlastňák_N	vlastní_A

oficína_N	oficiálně_D

senáž_N	seno_N

hořejší_A	pohoří_N

Perseus_N	Perseidy_N

Julie_N	Julius_N

Kužel_N	kužel_N

vulkanický_A	vulkán_N

nákres_N	kreslit_V

hraboš_N	hrabat_V

odúmrť_N	úmrtí_N

černava_N	černý_A

ponětí_N	odnětí_N

zaječice_N	zajíc_N

erotično_N	erotika_N

oslabit_V	slabý_A

výluka_N	vyloučit_V

diskrece_N	diskrétní_A

frňous_N	frňák_N

Managua_N	managujský_A

hnida_N	hnidopich_N

záhumenek_N	humno_N

dvouhrbý_A	hrb_N

raníčko_N	ráno_N

úder_N	udeřit_V

filosofovat_V	filosofický_A

pětistý_A	pět_C

nepřítel_N	nepřátelství_N

Vašík_N	Václav_N

slavík_N	sláva_N

zákys_N	kyselý_A

člověkohodina_N	hodina_N

vězet_V	uvěznit_V

šmírák_N	šmírovat_V

Vnuk_N	vnuk_N

dokola_D	kolo_N

odstín_N	stín_N

dofoukat_V	foukat_V

tulit_V	přítulný_A

závozník_N	zavézt_V

Slaný_N	Slánsko_N

bezděčný_A	bezděky_D

sekera_N	sekat_V

šejchát_N	šejk_N

vyfukovat_V	výfuk_N

naturismus_N	naturel_N

klavichord_N	klavír_N

kornatý_A	kůra_N

podbřišek_N	břicho_N

všudypřítomný_A	všude_D

vždyzelený_A	vždy_D

dešťoměr_N	déšť_N

elektrika_N	elektrárna_N

zlatoústý_A	zlatý_N

kachna_N	kačena_N

nacionalismus_N	nácek_N

zapřažení_N	zapřažený_A

tloušťka_N	tlustý_A

doubí_N	dub_N

pozér_N	póza_N

vřít_V	var_N

impotence_N	potentát_N

kopretina_N	kopr_N

rozmístit_V	místo_N

zásuvka_N	sunout_V

skalistý_A	skála_N

poddůstojník_N	důstojník_N

Juliana_N	Julie_N

svodka_N	svést_V

povléknout_V	povlak_N

františkán_N	František_N

decimální_A	decimovat_V

Vavřín_N	Vavřinec_N

úval_N	uvalit_V

Sevastopol_N	metropole_N

poševní_A	pochva_N

bát_V	běs_N

trucovitý_A	trucovat_V

zubatá_N	zub_N

umrtvit_V	mrtvý_A

Naděžda_N	Naďa_N

zvířetník_N	zvíře_N

účaří_N	čára_N

Maximovič_N	Maxim_N

soustava_N	stav_N

opodstatnit_V	podstatně_D

vysvobodit_V	svoboda_N

pepř_N	pepřenka_N

Růžička_N	růžička_N

podporučík_N	poručík_N

Husův_A	Hus_N

nora_N	nořit_V

čerpat_V	střep_N

zapovídat_V	povídat_V

ultimativní_A	ultimátum_N

Echó_N	echo_N

osrdečník_N	srdce_N

ústřední_A	střed_N

Matuška_N	Matoušek_N

srotit_V	rota_N

břichopásek_N	břicho_N

obzírat_V	zírat_V

zánět_N	zanítit_V

podvýbor_N	výbor_N

hlodák_N	hlodat_V

můstek_N	most_N

půle_N	půl_C

Liberečan_N	Liberec_None

klícka_N	klec_N

Jedovnice_N	jedový_A

tropy_N	tropický_A

podražit_V	drahý_A

flanďák_N	flanda_N

hartusit_V	harašit_V

prázdný_A	prázdniny_N

veganství_N	veganský_A

činovník_N	činit_V

pokolení_N	koleno_N

paralympiáda_N	olympiáda_N

hněď_N	hnědý_A

kostižer_N	kost_N

Panonie_N	panonský_A

vsacký_A	Vsacko_None

smolit_V	smůla_N

adiabata_N	adiabatický_A

duál_N	duel_N

enzymatický_A	enzym_N

půlstoletí_N	století_N

onemocnět_V	nemoc_N

Dubí_N	dub_N

želatina_N	želé_N

hana_N	hanět_V

synovražda_N	vražda_N

abstrakcionista_N	abstrakcionismus_N

vokativ_N	voucher_N

agenda_N	agilní_A

káče_N	kachna_N

píďalka_N	píď_N

portfolio_N	portfej_N

biskup_N	arcibiskup_NC

utiskovat_V	tisknout_V

Koděra_N	Choděra_N

držební_A	držet_V

uskutečnit_V	skutečný_A

záď_N	zezadu_D

relikviář_N	relikvie_N

odklidit_V	klidit_V

rozradostnit_V	radost_N

věhlas_N	hlas_N

dlanitý_A	dlaň_N

vzlet_N	let_N

zapomínat_V	paměť_N

proděkan_N	děkan_N

purkrabí_N	purkmistr_N

poštvat_V	štvát_V

Švestka_N	švestka_N

Dobříč_N	Dobříš_N

tuberkulin_N	tuberkulóza_N

bublifuk_N	bublina_N

Lucie_N	Lucinka_N

lůžko_N	ležet_V

muška_N	moucha_N

pararula_N	rula_N

předobře_D	dobře_D

hovězí_N	hovado_N

psota_N	pes_N

jednooký_D	oko_N

bojácný_A	bát_V

tloušť_N	tlustý_A

bezhlavý_A	hlava_N

država_N	držet_V

rabbi_N	rabínský_A

tělo_N	tělnatý_A

cache_N	geocaching_NC

pacht_N	propachtovatel_N

dutý_A	dout_V

parakotoul_N	kotoul_N

sklovina_N	sklo_N

kláda_N	klát_V

rozjímat_V	jímat_V

butadien_N	butan_N

vlakvedoucí_N	vedoucí_N

škvarek_N	škvára_N

Ostrov_N	ostrov_N

večeřadlo_N	večeře_N

fet_N	feťák_N

úmoří_N	moře_N

hoša_N	hoch_N

absťák_N	abstinence_N

archaikum_N	archaický_A

vozataj_N	vozit_V

Tlustec_N	tlustý_A

oktaván_N	oktáva_N

hnojiště_N	hnůj_N

ojínit_V	jíní_N

pověžný_N	věž_N

zasrat_V	srát_V

vpona_N	spona_N

zočit_V	oko_N

lišaj_N	lišej_N

Kazimír_N	kazit_V

čistopis_N	psát_V

desetinásobný_A	násobit_V

blogosféra_N	blog_N

klídek_N	klid_N

dožádat_A	žádat_V

Filipcová_N	Filipová_N

Radhošť_N	Radegast_N

netáhlo_N	táhlo_N

žralok_N	žrát_V

usychat_V	suchý_A

pokradmu_D	kradmo_D

softbal_N	softball_N

bonboniéra_N	bonbón_N

bezmozek_N	mozek_N

útržek_N	utrhat_V

přepestrý_A	pestrý_A

ztělesnit_V	tělo_N

ohnisko_N	oheň_N

přizdisráč_N	sráč_N

torontský_A	Toronto_N

krvák_N	krev_N

poskvrnit_V	skvrna_N

jsoucno_N	jsoucí_A

pást_V	pastvina_N

dláto_N	dlabat_V

Boris_N	Bořek_N

rozkrok_N	krok_N

bolehlav_N	bolet_V

zakrátko_D	nakrátko_D

vokalíza_N	vokál_N

inventura_N	inventář_N

vychcat_V	chcát_V

pentahydrát_N	hydrát_N

zištný_A	zisk_N

zámoří_N	moře_N

benzaldehyd_N	aldehyd_N

dužnatý_A	dužina_N

nárůst_N	růst_N

cval_N	cválat_V

nadrotmistr_N	rotmistr_N

důtka_N	potkat_V

Kokeš_N	kokeš_N

babočka_N	oko_N

průpověď_N	průpovídka_N

Havana_N	havanský_A

Dita_N	Edita_N

obrok_N	napřesrok_D

nátlak_N	tlak_N

nahlas_D	hlas_N

triatlet_N	triatlonista_N

Luba_N	Lubor_N

znání_N	znát_V

chcíplotina_N	chcípnout_V

zesnout_V	sen_N

ústrk_N	strčit_V

favorizovat_V	favorit_N

kuželosečka_N	kužel_N

vlaštovičník_N	vlaštovka_N

zanikat_V	zánik_N

zkusmo_D	vyzkoušet_V

vid_N	vídat_V

mlha_N	mlhavo_D

šestinohý_A	noha_N

těžní_A	těžit_V

Lopar_N	Laponsko_N

jednoslabičný_A	slabičný_A

srágora_N	srát_V

Skopje_N	skopský_A

připomínat_V	paměť_N

nivelizace_N	znivelizovat_V

pohorka_N	hora_N

Oblík_N	oblý_A

lžičák_N	lžíce_N

skřípat_V	přefiknout_V

Juda_N	judaismus_N

souměstí_N	město_N

Blažejovice_N	blažený_A

nazlátlý_A	zlatý_N

melta_N	mlít_V

předběh_N	běh_N

vadnout_V	zvadnout_V

pařeniště_N	pařit_V

odvirovat_V	virus_N

pohoří_N	hora_N

opravdovský_A	pravda_N

marod_A	marodit_V

fašoun_N	fašismus_N

výmysl_N	vymyslet_V

odcizit_V	cizí_A

vinárna_N	víno_N

abrahámoviny_N	Abrahám_N

Byzantinec_N	Byzanc_N

solitér_N	sólista_N

sestra_N	sestřenice_N

povídálek_N	povídat_V

podstavec_N	podstavit_V

starosta_N	starý_A

představení_N	představenstvo_N

obtěžkat_V	těžký_A

lesostep_N	step_N

agens_N	agent_N

krajka_N	krájet_V

mordýř_N	mord_N

padesátikoruna_N	koruna_N

entuziasmus_N	entusiasmus_N

kamínek_N	kámen_N

doktrinář_N	doktrína_N

náfuka_N	nafukovací_A

podomní_A	dům_N

zátah_N	táhnout_V

jedubaba_N	baba_N

předseda_N	předsednictvo_N

bělat_V	bílý_A

úl_N	ulice_N

nymfomanka_N	nymfomanie_NC

drén_N	drenáž_N

sršní_A	sršeň_N

wikipedista_N	Wikipedie_NC

překrásný_A	krásný_A

mandolinista_N	mandolína_N

šafář_N	Šafář_N

bonita_N	bon_N

mayovka_N	May_N

punkevní_A	Punkva_N

smrticí_A	smrt_N

krajáč_N	krájet_V

Jindrák_N	Jindřich_N

syreček_N	sýr_N

kanonikát_N	kanovník_N

pomůcka_N	pomoc_N

tratit_V	potrat_N

brzký_A	brzy_D

Vašek_N	Václav_N

mlíčňák_N	mléko_N

mamá_N	matka_N

Korea_N	korejština_N

obklad_N	klást_V

straka_N	Straka_N

dynamika_N	dynamo_N

nůše_N	snůška_N

hrst_N	přehršel_N

Stalin_N	stalinistka_N

dohromady_D	hromada_N

Naďa_N	Naděžda_N

Vavřinec_N	vavřín_N

lahvice_N	láhev_N

ráj_N	rajský_A

příčel_N	příčit_V

oplotit_V	plot_N

betonárka_N	beton_N

Kelčan_N	kelčský_A

apokalypsa_N	apokalyptický_A

prvolezectví_N	prvolezkyně_N

Vojta_N	Vojtěch_N

hektarový_A	tříhektarový_AC

řečiště_N	řeka_N

žlutočervený_A	červený_A

ihned_D	hodit_V

funerální_A	funebrák_N

moskyt_N	moskytiéra_N

zlatohlav_N	zlato_N

radikál_N	zradikalizovat_V

brána_N	slavobrána_NC

nynorsk_N	norština_N

vléci_V	vlečka_N

Kelt_N	keltský_A

amorální_A	amoralizmus_N

čtverný_A	čtveřice_N

zataženo_D	zatáhnout_V

Karlštejn_N	Karel_N

hrdlořez_N	hrdlo_N

Londýn_N	Londýňan_N

detekovat_V	detektor_N

jednohrbý_A	hrb_N

kredencká_N	kredenc_N

Vavřík_N	Vavřinec_N

hereze_N	heretik_N

esoterik_N	esoterický_A

vrása_N	řasit_V

